date,maker,vehicle_category,state,estimated_ev_sales,state_contribution,active_states,geographic_reach,geo_hhi,geo_concentration,top_state,is_top_state
2021-04-01,REVOLT,2-Wheelers,Bihar,1,0.73,18.0,52.9,0.15384822999999997,Moderately Diversified,Karnataka,0
2021-04-01,TVS,2-Wheelers,Bihar,2,0.67,19.0,55.9,0.15474735,Moderately Diversified,Karnataka,0
2021-04-01,BMW India,4-Wheelers,Bihar,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,BYD India,4-Wheelers,Bihar,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Hyundai Motor,4-Wheelers,Bihar,0,0.0,6.0,17.6,0.2,Moderately Diversified,Kerala,0
2021-04-01,KIA Motors,4-Wheelers,Bihar,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,MG Motor,4-Wheelers,Bihar,1,0.84,18.0,52.9,0.12026450999999999,Moderately Diversified,Kerala,0
2021-04-01,Mahindra and Mahindra,4-Wheelers,Bihar,1,0.58,20.0,58.8,0.12271287000000002,Moderately Diversified,Kerala,0
2021-04-01,Mercedes-Benz AG,4-Wheelers,Bihar,0,0.0,1.0,2.9,1.0,Highly Concentrated,Kerala,0
2021-04-01,PCA Automobiles,4-Wheelers,Bihar,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Tata Motors,4-Wheelers,Bihar,2,0.62,22.0,64.7,0.12156891,Moderately Diversified,Kerala,0
2021-04-01,Volvo Auto India,4-Wheelers,Bihar,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,AMPERE,2-Wheelers,Chandigarh,1,0.13,24.0,70.6,0.15115451000000002,Moderately Diversified,Karnataka,0
2021-04-01,ATHER,2-Wheelers,Chandigarh,1,0.11,24.0,70.6,0.15194638000000002,Moderately Diversified,Karnataka,0
2021-04-01,BAJAJ,2-Wheelers,Chandigarh,0,0.0,13.0,38.2,0.15978643,Moderately Diversified,Karnataka,0
2021-04-01,BEING,2-Wheelers,Chandigarh,0,0.0,19.0,55.9,0.15427337,Moderately Diversified,Karnataka,0
2021-04-01,HERO ELECTRIC,2-Wheelers,Chandigarh,1,0.13,24.0,70.6,0.15170165000000002,Moderately Diversified,Karnataka,0
2021-04-01,JITENDRA,2-Wheelers,Chandigarh,0,0.0,13.0,38.2,0.15433458,Moderately Diversified,Karnataka,0
2021-04-01,OKINAWA,2-Wheelers,Chandigarh,1,0.08,24.0,70.6,0.15124859000000002,Moderately Diversified,Karnataka,0
2021-04-01,OLA ELECTRIC,2-Wheelers,Chandigarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,OTHERS,2-Wheelers,Chandigarh,1,0.13,24.0,70.6,0.15138807,Moderately Diversified,Karnataka,0
2021-04-01,PURE EV,2-Wheelers,Chandigarh,1,0.16999999999999998,24.0,70.6,0.15040509000000002,Moderately Diversified,Karnataka,0
2021-04-01,REVOLT,2-Wheelers,Chandigarh,0,0.0,18.0,52.9,0.15384822999999997,Moderately Diversified,Karnataka,0
2021-04-01,TVS,2-Wheelers,Chandigarh,0,0.0,19.0,55.9,0.15474735,Moderately Diversified,Karnataka,0
2021-04-01,BMW India,4-Wheelers,Chandigarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,BYD India,4-Wheelers,Chandigarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Hyundai Motor,4-Wheelers,Chandigarh,0,0.0,6.0,17.6,0.2,Moderately Diversified,Kerala,0
2021-04-01,KIA Motors,4-Wheelers,Chandigarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,MG Motor,4-Wheelers,Chandigarh,0,0.0,18.0,52.9,0.12026450999999999,Moderately Diversified,Kerala,0
2021-04-01,Mahindra and Mahindra,4-Wheelers,Chandigarh,1,0.58,20.0,58.8,0.12271287000000002,Moderately Diversified,Kerala,0
2021-04-01,Mercedes-Benz AG,4-Wheelers,Chandigarh,0,0.0,1.0,2.9,1.0,Highly Concentrated,Kerala,0
2021-04-01,PCA Automobiles,4-Wheelers,Chandigarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Tata Motors,4-Wheelers,Chandigarh,1,0.31,22.0,64.7,0.12156891,Moderately Diversified,Kerala,0
2021-04-01,Volvo Auto India,4-Wheelers,Chandigarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,AMPERE,2-Wheelers,Chhattisgarh,5,0.67,24.0,70.6,0.15115451000000002,Moderately Diversified,Karnataka,0
2021-04-01,ATHER,2-Wheelers,Chhattisgarh,6,0.67,24.0,70.6,0.15194638000000002,Moderately Diversified,Karnataka,0
2021-04-01,BAJAJ,2-Wheelers,Chhattisgarh,0,0.0,13.0,38.2,0.15978643,Moderately Diversified,Karnataka,0
2021-04-01,BEING,2-Wheelers,Chhattisgarh,1,0.59,19.0,55.9,0.15427337,Moderately Diversified,Karnataka,0
2021-04-01,HERO ELECTRIC,2-Wheelers,Chhattisgarh,5,0.66,24.0,70.6,0.15170165000000002,Moderately Diversified,Karnataka,0
2021-04-01,JITENDRA,2-Wheelers,Chhattisgarh,0,0.0,13.0,38.2,0.15433458,Moderately Diversified,Karnataka,0
2021-04-01,OKINAWA,2-Wheelers,Chhattisgarh,8,0.64,24.0,70.6,0.15124859000000002,Moderately Diversified,Karnataka,0
2021-04-01,OLA ELECTRIC,2-Wheelers,Chhattisgarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,OTHERS,2-Wheelers,Chhattisgarh,5,0.67,24.0,70.6,0.15138807,Moderately Diversified,Karnataka,0
2021-04-01,PURE EV,2-Wheelers,Chhattisgarh,4,0.69,24.0,70.6,0.15040509000000002,Moderately Diversified,Karnataka,0
2021-04-01,REVOLT,2-Wheelers,Chhattisgarh,1,0.73,18.0,52.9,0.15384822999999997,Moderately Diversified,Karnataka,0
2021-04-01,TVS,2-Wheelers,Chhattisgarh,2,0.67,19.0,55.9,0.15474735,Moderately Diversified,Karnataka,0
2021-04-01,BMW India,4-Wheelers,Chhattisgarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,BYD India,4-Wheelers,Chhattisgarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Hyundai Motor,4-Wheelers,Chhattisgarh,0,0.0,6.0,17.6,0.2,Moderately Diversified,Kerala,0
2021-04-01,KIA Motors,4-Wheelers,Chhattisgarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,MG Motor,4-Wheelers,Chhattisgarh,0,0.0,18.0,52.9,0.12026450999999999,Moderately Diversified,Kerala,0
2021-04-01,Mahindra and Mahindra,4-Wheelers,Chhattisgarh,0,0.0,20.0,58.8,0.12271287000000002,Moderately Diversified,Kerala,0
2021-04-01,Mercedes-Benz AG,4-Wheelers,Chhattisgarh,0,0.0,1.0,2.9,1.0,Highly Concentrated,Kerala,0
2021-04-01,PCA Automobiles,4-Wheelers,Chhattisgarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Tata Motors,4-Wheelers,Chhattisgarh,0,0.0,22.0,64.7,0.12156891,Moderately Diversified,Kerala,0
2021-04-01,Volvo Auto India,4-Wheelers,Chhattisgarh,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,AMPERE,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,24.0,70.6,0.15115451000000002,Moderately Diversified,Karnataka,0
2021-04-01,ATHER,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,24.0,70.6,0.15194638000000002,Moderately Diversified,Karnataka,0
2021-04-01,BAJAJ,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,13.0,38.2,0.15978643,Moderately Diversified,Karnataka,0
2021-04-01,BEING,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,19.0,55.9,0.15427337,Moderately Diversified,Karnataka,0
2021-04-01,HERO ELECTRIC,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,24.0,70.6,0.15170165000000002,Moderately Diversified,Karnataka,0
2021-04-01,JITENDRA,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,13.0,38.2,0.15433458,Moderately Diversified,Karnataka,0
2021-04-01,OKINAWA,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,24.0,70.6,0.15124859000000002,Moderately Diversified,Karnataka,0
2021-04-01,OLA ELECTRIC,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,OTHERS,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,24.0,70.6,0.15138807,Moderately Diversified,Karnataka,0
2021-04-01,PURE EV,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,24.0,70.6,0.15040509000000002,Moderately Diversified,Karnataka,0
2021-04-01,REVOLT,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,18.0,52.9,0.15384822999999997,Moderately Diversified,Karnataka,0
2021-04-01,TVS,2-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,19.0,55.9,0.15474735,Moderately Diversified,Karnataka,0
2021-04-01,BMW India,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,BYD India,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Hyundai Motor,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,6.0,17.6,0.2,Moderately Diversified,Kerala,0
2021-04-01,KIA Motors,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,MG Motor,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,18.0,52.9,0.12026450999999999,Moderately Diversified,Kerala,0
2021-04-01,Mahindra and Mahindra,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,20.0,58.8,0.12271287000000002,Moderately Diversified,Kerala,0
2021-04-01,Mercedes-Benz AG,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,1.0,2.9,1.0,Highly Concentrated,Kerala,0
2021-04-01,PCA Automobiles,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Tata Motors,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,22.0,64.7,0.12156891,Moderately Diversified,Kerala,0
2021-04-01,Volvo Auto India,4-Wheelers,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,AMPERE,2-Wheelers,Delhi,36,4.8,24.0,70.6,0.15115451000000002,Moderately Diversified,Karnataka,0
2021-04-01,ATHER,2-Wheelers,Delhi,43,4.77,24.0,70.6,0.15194638000000002,Moderately Diversified,Karnataka,0
2021-04-01,BAJAJ,2-Wheelers,Delhi,2,4.26,13.0,38.2,0.15978643,Moderately Diversified,Karnataka,0
2021-04-01,BEING,2-Wheelers,Delhi,8,4.71,19.0,55.9,0.15427337,Moderately Diversified,Karnataka,0
2021-04-01,HERO ELECTRIC,2-Wheelers,Delhi,36,4.75,24.0,70.6,0.15170165000000002,Moderately Diversified,Karnataka,0
2021-04-01,JITENDRA,2-Wheelers,Delhi,2,5.56,13.0,38.2,0.15433458,Moderately Diversified,Karnataka,0
2021-04-01,OKINAWA,2-Wheelers,Delhi,60,4.8,24.0,70.6,0.15124859000000002,Moderately Diversified,Karnataka,0
2021-04-01,OLA ELECTRIC,2-Wheelers,Delhi,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,OTHERS,2-Wheelers,Delhi,36,4.81,24.0,70.6,0.15138807,Moderately Diversified,Karnataka,0
2021-04-01,PURE EV,2-Wheelers,Delhi,28,4.81,24.0,70.6,0.15040509000000002,Moderately Diversified,Karnataka,0
2021-04-01,REVOLT,2-Wheelers,Delhi,7,5.11,18.0,52.9,0.15384822999999997,Moderately Diversified,Karnataka,0
2021-04-01,TVS,2-Wheelers,Delhi,14,4.7,19.0,55.9,0.15474735,Moderately Diversified,Karnataka,0
2021-04-01,BMW India,4-Wheelers,Delhi,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,BYD India,4-Wheelers,Delhi,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Hyundai Motor,4-Wheelers,Delhi,1,10.0,6.0,17.6,0.2,Moderately Diversified,Kerala,0
2021-04-01,KIA Motors,4-Wheelers,Delhi,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,MG Motor,4-Wheelers,Delhi,11,9.24,18.0,52.9,0.12026450999999999,Moderately Diversified,Kerala,0
2021-04-01,Mahindra and Mahindra,4-Wheelers,Delhi,17,9.94,20.0,58.8,0.12271287000000002,Moderately Diversified,Kerala,0
2021-04-01,Mercedes-Benz AG,4-Wheelers,Delhi,0,0.0,1.0,2.9,1.0,Highly Concentrated,Kerala,0
2021-04-01,PCA Automobiles,4-Wheelers,Delhi,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,Tata Motors,4-Wheelers,Delhi,31,9.6,22.0,64.7,0.12156891,Moderately Diversified,Kerala,0
2021-04-01,Volvo Auto India,4-Wheelers,Delhi,0,0.0,0.0,0.0,0.0,Very Diversified,,0
2021-04-01,AMPERE,2-Wheelers,Goa,5,0.67,24.0,70.6,0.15115451000000002,Moderately Diversified,Karnataka,0
2021-04-01,ATHER,2-Wheelers,Goa,6,0.67,24.0,70.6,0.15194638000000002,Moderately Diversified,Karnataka,0
2021-04-01,BAJAJ,2-Wheelers,Goa,0,0.0,13.0,38.2,0.15978643,Moderately Diversified,Karnataka,0
2021-04-01,BEING,2-Wheelers,Goa,1,0.59,19.0,55.9,0.15427337,Moderately Diversified,Karnataka,0
2021-04-01,HERO ELECTRIC,2-Wheelers,Goa,5,0.66,24.0,70.6,0.15170165000000002,Moderately Diversified,Karnataka,0
2021-04-01,JITENDRA,2-Wheelers,Goa,0,0.0,13.0,38.2,0.15433458,Moderately Diversified,Karnataka,0
2021-04-01,OKINAWA,2-Wheelers,Goa,8,0.64,24.0,70.6,0.15124859000000002,Moderately Diversified,Karnataka,0
