date,vehicle_category,maker,electric_vehicles_sold,uuid,year,month,cumulative_sales,segment
2022-08-01,4-Wheelers,BMW India,19,5a34e700-98fa-44fd-ac5b-3adb78d44dfb,2022,August,52,Four-Wheeler Manufacturer
2022-08-01,4-Wheelers,Mercedes-Benz AG,3,a146b91f-8ec3-4a5f-8538-b6ba594b7176,2022,August,44,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,Tata Motors,3388,71a14e0b-a527-4448-b917-bf90cfbc4cdb,2023,August,55212,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,MG Motor,913,cf0fd5fb-0dd7-4723-ae2c-db3ffbc98a5d,2023,August,8265,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,Mahindra and Mahindra,2013,01cf2cc6-e3e8-4d4a-80a1-80488f1acaef,2023,August,32945,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,BYD India,80,ce8f3bfb-5ffd-4607-b364-93c710e2f387,2023,August,1528,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,Hyundai Motor,141,ffced3b2-df35-4b89-ac19-c6d9ba06ed0e,2023,August,1207,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,PCA Automobiles,89,0649ed41-c1de-4d58-8042-642cbc284b60,2023,August,1089,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,BMW India,64,f0eb9a20-a7f7-413e-b05a-5d16d800c4c5,2023,August,621,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,Mercedes-Benz AG,8,15c4720f-bfc4-4415-b9ea-b5f4dfe281c5,2023,August,159,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,Volvo Auto India,36,03c8833a-094d-4451-a141-c8c67417c449,2023,August,265,Four-Wheeler Manufacturer
2023-08-01,4-Wheelers,KIA Motors,21,0dd3f27b-7856-4675-bc7d-b1e16ab77bf1,2023,August,368,Four-Wheeler Manufacturer
2021-09-01,4-Wheelers,Tata Motors,772,439c3840-8e2d-4e0d-9466-2aa041c28def,2021,September,3083,Four-Wheeler Manufacturer
2021-09-01,4-Wheelers,MG Motor,263,7edca9c4-bbbf-4484-b4d9-c884c5d95a26,2021,September,1083,Four-Wheeler Manufacturer
2021-09-01,4-Wheelers,Mahindra and Mahindra,276,87e73934-ce6a-4d88-9aa3-4510210ddfcb,2021,September,1006,Four-Wheeler Manufacturer
2021-09-01,4-Wheelers,Hyundai Motor,6,a479432b-6fde-4534-a569-f39e6ca06c4d,2021,September,59,Four-Wheeler Manufacturer
2021-09-01,4-Wheelers,Mercedes-Benz AG,2,45858c5c-0592-43b4-89df-2b661c382445,2021,September,10,Four-Wheeler Manufacturer
2022-09-01,4-Wheelers,Tata Motors,1997,b4dbd890-b76e-4e7c-bbf4-c1c0c789678b,2022,September,24575,Four-Wheeler Manufacturer
2022-09-01,4-Wheelers,MG Motor,207,cc2d757d-1e62-4a14-a391-fe2438183d2f,2022,September,2813,Four-Wheeler Manufacturer
2022-09-01,4-Wheelers,Mahindra and Mahindra,1213,9d38afff-db99-4d7e-80b7-1e268312fb9b,2022,September,9226,Four-Wheeler Manufacturer
2022-09-01,4-Wheelers,BYD India,48,d6498988-f594-46db-a1a8-e1f616af12c7,2022,September,227,Four-Wheeler Manufacturer
2022-09-01,4-Wheelers,Hyundai Motor,57,012489f4-5a72-4fb3-aeb3-a3069397ec22,2022,September,340,Four-Wheeler Manufacturer
2022-09-01,4-Wheelers,BMW India,21,5fbb293d-53b7-4b70-9c16-55e6d5663099,2022,September,73,Four-Wheeler Manufacturer
2022-09-01,4-Wheelers,Mercedes-Benz AG,3,f990fdb2-2c47-41d7-a70e-bb1fe4271d83,2022,September,47,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,Tata Motors,3126,1d9df0e9-4625-4fc5-80a6-8bb177e26b4b,2023,September,58338,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,MG Motor,676,c8e648ee-8b28-4246-8269-bda4dd6566cf,2023,September,8941,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,Mahindra and Mahindra,1668,c1a4c5b6-1bb3-4dae-a2d5-33c7e59ec671,2023,September,34613,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,BYD India,141,bbc51026-5f22-48c2-b8d9-5e72d1d80bbd,2023,September,1669,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,Hyundai Motor,161,f47200f6-b436-44ac-b919-04b597c3d5d7,2023,September,1368,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,PCA Automobiles,108,ef1d3210-ed7e-43c7-b7a0-4e668905787f,2023,September,1197,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,BMW India,58,629ba3fc-af4d-48c5-ad34-8af88c131f71,2023,September,679,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,Mercedes-Benz AG,41,8549363b-a794-4a40-9b26-2dfcd895b066,2023,September,200,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,Volvo Auto India,42,dfa1025e-427d-4b6c-b423-030d66fa7802,2023,September,307,Four-Wheeler Manufacturer
2023-09-01,4-Wheelers,KIA Motors,26,74ecb1b2-b523-4a5a-876d-ade0ff1ee7fe,2023,September,394,Four-Wheeler Manufacturer
2021-10-01,4-Wheelers,Tata Motors,803,3c5983c2-66fc-4429-a1ee-e2ff7dbb703c,2021,October,3886,Four-Wheeler Manufacturer
2021-10-01,4-Wheelers,MG Motor,194,1655c7f3-e8a8-4348-8e35-763e0a6b146b,2021,October,1277,Four-Wheeler Manufacturer
2021-10-01,4-Wheelers,Mahindra and Mahindra,369,aeacbc19-ac93-467a-a7d3-faeba4786a89,2021,October,1375,Four-Wheeler Manufacturer
2021-10-01,4-Wheelers,Hyundai Motor,8,d593d716-0422-4993-860e-89b858a75797,2021,October,67,Four-Wheeler Manufacturer
2021-10-01,4-Wheelers,Mercedes-Benz AG,3,9a0d9206-ab04-4888-a2f5-0b298fb7825a,2021,October,13,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,Tata Motors,2395,4aed62d6-1b94-48fd-aa36-aa70b6b41581,2022,October,26970,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,MG Motor,338,bf1178e0-106a-4afe-92d6-2a24c4980cdf,2022,October,3151,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,Mahindra and Mahindra,1051,a2d5af60-75e8-4030-8f9c-03e986c5ccc5,2022,October,10277,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,BYD India,27,5163bd67-e408-4185-9e36-9abd160aac51,2022,October,254,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,Hyundai Motor,64,207f4ff1-5d1d-4b23-825e-8b7dc9f38ad9,2022,October,404,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,BMW India,4,36bcb9fd-876d-4dcd-abe5-e1f88073ed60,2022,October,77,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,Mercedes-Benz AG,4,7faba826-e860-47f5-845e-11912712594c,2022,October,51,Four-Wheeler Manufacturer
2022-10-01,4-Wheelers,KIA Motors,29,8c8255f8-2088-4007-bd69-660e57bd2a0b,2022,October,29,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,Tata Motors,3911,ff9512ad-c712-476f-ba36-e2b41c52ec8f,2023,October,62249,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,MG Motor,714,ed77c21b-af05-40c4-a556-6c175e378d40,2023,October,9655,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,Mahindra and Mahindra,2027,6e86c0b0-63eb-400c-9be2-f094b996b7c2,2023,October,36640,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,BYD India,109,21d43619-bce6-4102-8640-193e80c1575f,2023,October,1778,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,Hyundai Motor,148,4b204e6e-e62a-4df3-9f51-b99787a133c1,2023,October,1516,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,PCA Automobiles,132,9342614d-460c-414b-ab88-2eff90440e94,2023,October,1329,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,BMW India,71,7d10472c-339b-489d-891c-0b141bc788ee,2023,October,750,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,Mercedes-Benz AG,18,6caf3868-2fe2-4d3b-8fb1-10fcb9ff1605,2023,October,218,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,Volvo Auto India,41,2ab2838c-ff18-4df1-8f99-5da6695abc09,2023,October,348,Four-Wheeler Manufacturer
2023-10-01,4-Wheelers,KIA Motors,39,525f8873-6dbb-40ff-afa5-ee8fd86792c4,2023,October,433,Four-Wheeler Manufacturer
2021-11-01,4-Wheelers,Tata Motors,1036,d6e3dd37-e30a-462f-8482-8b4590be457a,2021,November,4922,Four-Wheeler Manufacturer
2021-11-01,4-Wheelers,MG Motor,118,66eca3c9-446c-492a-90fc-ff950ea300c2,2021,November,1395,Four-Wheeler Manufacturer
2021-11-01,4-Wheelers,Mahindra and Mahindra,462,3e8c1874-ae2c-48e7-9f27-188bdef3ac28,2021,November,1837,Four-Wheeler Manufacturer
2021-11-01,4-Wheelers,Hyundai Motor,7,755cf5e8-5a74-4085-8779-d4d6fbf92d64,2021,November,74,Four-Wheeler Manufacturer
2021-11-01,4-Wheelers,Mercedes-Benz AG,2,7e220012-6bb8-4634-a80e-719b543568df,2021,November,15,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,Tata Motors,2264,dd35a7fd-2fd9-42cd-a60f-d8dd13d4a2c8,2022,November,29234,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,MG Motor,464,234206f9-0982-4ce3-b1bc-d6d3bf1c1a36,2022,November,3615,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,Mahindra and Mahindra,1067,399af34c-d267-4b5c-81db-8809d82b5149,2022,November,11344,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,BYD India,39,52f387e2-1772-406a-98f9-fc5f1893eedc,2022,November,293,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,Hyundai Motor,59,4f6b66c7-cd0a-44dd-a336-4cdb36aa07a5,2022,November,463,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,BMW India,14,16885edd-c977-4a91-ad42-83017364ab90,2022,November,91,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,Mercedes-Benz AG,4,b442d41f-ec55-4f33-b60b-b421952cf57a,2022,November,55,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,Volvo Auto India,5,a62fbfe9-dd78-44cd-af19-6579bd852738,2022,November,9,Four-Wheeler Manufacturer
2022-11-01,4-Wheelers,KIA Motors,61,178af56d-d741-45c5-b10f-4d9f35dff80b,2022,November,90,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,Tata Motors,4432,abf222d4-0f59-45b7-8d6c-9f8560a6dd35,2023,November,66681,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,MG Motor,723,7b6028d8-6a04-4c0c-88c3-86211816d349,2023,November,10378,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,Mahindra and Mahindra,1222,f855f852-ca12-4d63-b893-6f0f0434de05,2023,November,37862,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,BYD India,106,4334ea68-404e-4e85-8e47-6d5f650d7f24,2023,November,1884,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,Hyundai Motor,125,ce98304c-385c-43cf-ad47-c582c05ffcc2,2023,November,1641,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,PCA Automobiles,98,c78adeb4-df6a-49cc-bef4-2735263f6243,2023,November,1427,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,BMW India,215,45ed6bd3-afcf-4954-9fe5-3569eaa3bb20,2023,November,965,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,Mercedes-Benz AG,35,373f91e3-bb05-4db1-b36d-3de0920ad382,2023,November,253,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,Volvo Auto India,57,351f840d-595e-402a-a236-247d893882eb,2023,November,405,Four-Wheeler Manufacturer
2023-11-01,4-Wheelers,KIA Motors,29,e180a748-c0f1-4a24-8dcf-cd374a953723,2023,November,462,Four-Wheeler Manufacturer
2021-12-01,4-Wheelers,Tata Motors,1952,52e30fb0-816f-408d-92a3-3319bd3cd910,2021,December,6874,Four-Wheeler Manufacturer
2021-12-01,4-Wheelers,MG Motor,99,123eb142-a14d-4588-86ee-649e3c696278,2021,December,1494,Four-Wheeler Manufacturer
2021-12-01,4-Wheelers,Mahindra and Mahindra,552,479ed22e-b7cf-400c-8603-c329d50f1823,2021,December,2389,Four-Wheeler Manufacturer
2021-12-01,4-Wheelers,BYD India,1,5667c004-f9fc-4c62-9284-6561ca87b6c3,2021,December,1,Four-Wheeler Manufacturer
2021-12-01,4-Wheelers,Hyundai Motor,10,58ffabf2-a9dd-48b8-abe4-6b7692af1d5b,2021,December,84,Four-Wheeler Manufacturer
2021-12-01,4-Wheelers,Mercedes-Benz AG,1,cbdfacbc-3549-4412-8073-60ed54da4424,2021,December,16,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,Tata Motors,1992,9feb21a9-7420-4d7f-8490-ec0185de1d23,2022,December,31226,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,MG Motor,363,386725f0-cb23-4fa8-a3cd-9bb2cf32b4e5,2022,December,3978,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,Mahindra and Mahindra,1260,1ca041b5-95b7-4a71-977c-dbea6a477891,2022,December,12604,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,BYD India,37,f7e281e4-4ecb-433b-b47a-3c6c9e91bfe4,2022,December,330,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,Hyundai Motor,68,c56a184f-666b-4e96-8bd2-91e3518d7284,2022,December,531,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,BMW India,27,ab3513f0-8838-4eaf-9bb7-88e8df6ad289,2022,December,118,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,Mercedes-Benz AG,6,79790f68-f2ed-45ae-aa56-9d750b692c26,2022,December,61,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,Volvo Auto India,16,a362f1a5-ec5b-4823-a552-ec3e376396f2,2022,December,25,Four-Wheeler Manufacturer
2022-12-01,4-Wheelers,KIA Motors,65,25ff5fe7-58f2-431c-b783-4abaf7fce905,2022,December,155,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,Tata Motors,4893,652dee16-75c4-44b0-b14e-a3dbf4f8bff1,2023,December,71574,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,MG Motor,753,10c3b478-a19b-4255-a6d4-97a7c2e3891f,2023,December,11131,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,Mahindra and Mahindra,1015,fc3a0f1e-a207-4951-ba9c-f2dfb7d575eb,2023,December,38877,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,BYD India,135,cfb2fb4e-0b29-4b6f-b968-8cf7300d8dc3,2023,December,2019,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,Hyundai Motor,97,9e8ae079-d9d1-48eb-aad4-26f5053397c7,2023,December,1738,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,PCA Automobiles,40,d04aaeff-8f91-4d71-90a3-14e2ca2a1355,2023,December,1467,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,BMW India,137,af98d6a8-486e-4efb-9f9f-a7d22b513dc3,2023,December,1102,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,Mercedes-Benz AG,51,b2893121-e214-4a71-9e31-b6e448947c2f,2023,December,304,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,Volvo Auto India,47,154520c2-9f8e-4b1d-89d1-2a72dddb8196,2023,December,452,Four-Wheeler Manufacturer
2023-12-01,4-Wheelers,KIA Motors,23,6e0bdd7f-267c-47cd-aed1-5a918f57f42a,2023,December,485,Four-Wheeler Manufacturer
2022-01-01,4-Wheelers,Tata Motors,1012,16a6daf3-8c3a-4c39-a1b0-f82d5dc58554,2022,January,7886,Four-Wheeler Manufacturer
2022-01-01,4-Wheelers,MG Motor,48,f2b4adb2-5a20-45cc-b559-07d2652f2673,2022,January,1542,Four-Wheeler Manufacturer
2022-01-01,4-Wheelers,Mahindra and Mahindra,474,990a8e45-9ad8-417b-93a6-ef614e43e0b7,2022,January,2863,Four-Wheeler Manufacturer
2022-01-01,4-Wheelers,BYD India,8,27da91f3-7caf-40d6-ad51-c1b7b3b0676d,2022,January,9,Four-Wheeler Manufacturer
2022-01-01,4-Wheelers,Hyundai Motor,6,4fadcd46-35b9-48bf-9bbc-dc76175d3720,2022,January,90,Four-Wheeler Manufacturer
2022-01-01,4-Wheelers,Mercedes-Benz AG,2,5ea48805-ee52-462a-a46e-0f8fc92668fb,2022,January,18,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,Tata Motors,1812,21a9808c-ffc6-44e4-9b82-8d060bf8347c,2023,January,33038,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,MG Motor,313,89564b6a-2b50-4a19-ac5e-9bc686f15387,2023,January,4291,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,Mahindra and Mahindra,967,7f683141-1021-4199-b88d-f27f9e898187,2023,January,13571,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,BYD India,101,70e656f3-d4ac-4247-8b8a-0f8dba8b1edd,2023,January,431,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,Hyundai Motor,84,07ac58bb-1db6-4b0b-bf09-5b6bd3feeebe,2023,January,615,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,BMW India,91,28468618-00db-426c-ae7a-9f4b16c265f0,2023,January,209,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,Mercedes-Benz AG,14,f5a1b399-e1e4-412c-8db3-00d9b3cb0a73,2023,January,75,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,Volvo Auto India,21,46bf892b-539b-4bed-b86f-7e7d675123b0,2023,January,46,Four-Wheeler Manufacturer
2023-01-01,4-Wheelers,KIA Motors,35,36e63b52-90ba-4a36-8216-2f696cfd62ad,2023,January,190,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,Tata Motors,5674,56cc3570-b6df-4c83-a163-3bb4c8257797,2024,January,77248,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,MG Motor,908,bd4d63ba-0aed-43f8-8d16-0baff182877a,2024,January,12039,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,Mahindra and Mahindra,896,235fef1a-6fee-467a-9764-8b481ed3e592,2024,January,39773,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,BYD India,123,0056c117-bd0a-4356-94a3-cf96c8fc4025,2024,January,2142,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,Hyundai Motor,128,b187e387-cd31-478c-a2be-6cc5b1d3b59c,2024,January,1866,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,PCA Automobiles,23,8e5586f4-c186-4b85-a8a5-cd33cb3f6dd4,2024,January,1490,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,BMW India,116,9c9faae5-7192-4834-8597-210672d96d64,2024,January,1218,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,Mercedes-Benz AG,29,42d7d63f-2497-4b37-b9f8-c0f5f91540d8,2024,January,333,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,Volvo Auto India,42,2363c425-9789-4d72-a636-88124c518e3d,2024,January,494,Four-Wheeler Manufacturer
2024-01-01,4-Wheelers,KIA Motors,29,a52a097c-36f8-49d9-9ed3-aa663c484e35,2024,January,514,Four-Wheeler Manufacturer
2022-02-01,4-Wheelers,Tata Motors,1922,93ce03e7-e39c-4a5e-8bbd-c0d945958461,2022,February,9808,Four-Wheeler Manufacturer
2022-02-01,4-Wheelers,MG Motor,30,37196697-1927-4ee3-bbdb-0fe2e0859d3f,2022,February,1572,Four-Wheeler Manufacturer
2022-02-01,4-Wheelers,Mahindra and Mahindra,478,3bde19c6-7e36-4230-a70c-698d7f83a3db,2022,February,3341,Four-Wheeler Manufacturer
2022-02-01,4-Wheelers,BYD India,10,3fda567f-eec8-4c90-a586-3cca7523d022,2022,February,19,Four-Wheeler Manufacturer
2022-02-01,4-Wheelers,Hyundai Motor,6,b4f3c9d0-743e-405b-bd67-e226bec604ac,2022,February,96,Four-Wheeler Manufacturer
2022-02-01,4-Wheelers,Mercedes-Benz AG,3,5e5ccadf-e823-4ccf-87fd-2b5777daa29b,2022,February,21,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,Tata Motors,2651,102b04c6-f6bf-45df-9a7d-0eb1f8fce890,2023,February,35689,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,MG Motor,261,2cc0202d-57f5-4cce-a9dd-77e6a62b4c91,2023,February,4552,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,Mahindra and Mahindra,1531,1e1f6f47-7c2f-4eb3-8b63-592a807dfa98,2023,February,15102,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,BYD India,174,bd50f71a-6749-4efa-bfd8-5d3dcb71ec30,2023,February,605,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,Hyundai Motor,36,6ef520bb-3055-4875-ae27-001db0b0d834,2023,February,651,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,BMW India,43,556aafd3-4f1c-4f76-ac6e-baa94d865d3e,2023,February,252,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,Mercedes-Benz AG,12,9e8ee6f1-b2ea-488e-acd4-8230e08f0630,2023,February,87,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,Volvo Auto India,26,736a2bc0-db5e-49e6-a7ba-3786e337fd3e,2023,February,72,Four-Wheeler Manufacturer
2023-02-01,4-Wheelers,KIA Motors,22,bcd61dfb-56d9-4085-a2b9-fa0d78ccdf5d,2023,February,212,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,Tata Motors,5081,cb423926-9a92-4f44-ab4f-45a0b1d26a48,2024,February,82329,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,MG Motor,829,eb5296a2-ec08-470d-b013-b39273b02c53,2024,February,12868,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,Mahindra and Mahindra,712,c3e2385e-ce81-4368-a9a5-d376ee9204c8,2024,February,40485,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,BYD India,135,7090393c-95bb-4110-8b26-47b85d3665f3,2024,February,2277,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,Hyundai Motor,94,46b4cd2b-3242-495a-abd5-cbcbe05937d9,2024,February,1960,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,PCA Automobiles,64,538455e7-d170-43ad-bc56-b3b77e5fe16d,2024,February,1554,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,BMW India,97,43d5a2ca-5853-4371-b232-10f4aa7153d5,2024,February,1315,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,Mercedes-Benz AG,24,a3a63532-ac6d-420a-a7bc-b0094ba14520,2024,February,357,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,Volvo Auto India,35,09b862e0-c146-422d-bbe0-8180c9fd4574,2024,February,529,Four-Wheeler Manufacturer
2024-02-01,4-Wheelers,KIA Motors,17,c5f3d753-14a2-41f2-b6a2-a7874c2a320e,2024,February,531,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,Tata Motors,2900,9f97456a-4201-476f-8c49-7b6911341230,2022,March,12708,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,MG Motor,75,15403c79-9e67-4b5f-be90-91ed8097eaa2,2022,March,1647,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,Mahindra and Mahindra,701,e03bb09b-022b-4a3b-b072-d09dc5eedbc1,2022,March,4042,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,BYD India,14,fd88497c-d4ee-4b77-9854-cd733d548ee6,2022,March,33,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,Hyundai Motor,14,0e24d605-eef7-4e2f-933e-3512e121dca0,2022,March,110,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,BMW India,7,0536be22-8446-44aa-be0e-1da331f2ecff,2022,March,7,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,Mercedes-Benz AG,5,22be5918-2838-4cf0-a634-94cbfed56d09,2022,March,26,Four-Wheeler Manufacturer
2022-03-01,4-Wheelers,Volvo Auto India,4,7951af05-695e-4fa6-b40b-a0e2f4ad72f4,2022,March,4,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,Tata Motors,5065,0e42658b-7b10-490a-99db-4a8981570943,2023,March,40754,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,MG Motor,372,2dfe949d-8f08-45c5-b020-2e544f639dc7,2023,March,4924,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,Mahindra and Mahindra,2745,61dad20f-0b44-4c42-bbe5-0e9c2300b032,2023,March,17847,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,BYD India,348,e10803a1-60ef-40d1-b40a-023aedbdb937,2023,March,953,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,Hyundai Motor,35,ca140b6f-a296-48e7-a626-b2b819cb3c66,2023,March,686,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,PCA Automobiles,151,178a8128-930e-4de9-9858-be0b714938fa,2023,March,151,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,BMW India,40,cf9c02ef-a615-48ea-9db3-f11dedf1ddb1,2023,March,292,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,Mercedes-Benz AG,10,b0361f6c-5715-4abe-9bc8-4e93420017b2,2023,March,97,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,Volvo Auto India,37,0f43aa20-3ee1-4a49-88f3-bb043ff8435b,2023,March,109,Four-Wheeler Manufacturer
2023-03-01,4-Wheelers,KIA Motors,17,18ab7c98-1863-4840-8228-ed81bc6f878b,2023,March,229,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,Tata Motors,6606,0f3a6c89-cf88-4801-bab9-911d0c06c97a,2024,March,88935,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,MG Motor,885,c73cb176-9592-44e2-b5f6-3d03730e42d0,2024,March,13753,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,Mahindra and Mahindra,708,dbda7baf-fbbd-4d9f-ae5a-b5ec8a09d0b9,2024,March,41193,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,BYD India,142,7e7dc3f4-268c-46d3-84ce-d45fc5b9a5f1,2024,March,2419,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,Hyundai Motor,116,904ce40b-2a70-49f1-817c-8aea619c4d5b,2024,March,2076,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,PCA Automobiles,130,bba7460d-fce5-44a4-8d65-49ab5d56c81f,2024,March,1684,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,BMW India,55,b4428d4c-43b3-4ab0-838f-0449bceb0f6d,2024,March,1370,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,Mercedes-Benz AG,31,27849e65-3983-466d-adb9-c36ef8f6b8bb,2024,March,388,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,Volvo Auto India,39,e373f537-0bb0-437a-a68d-07697f140fcd,2024,March,568,Four-Wheeler Manufacturer
2024-03-01,4-Wheelers,KIA Motors,26,287724ca-a2e4-4bb7-b3e3-f482c37cde48,2024,March,557,Four-Wheeler Manufacturer
2021-04-01,2-Wheelers,HERO ELECTRIC,759,95f915c8-0147-44a5-bf6e-9f911c38f567,2021,April,759,Two-Wheeler Manufacturer
