date,vehicle_category,maker,electric_vehicles_sold,uuid,year,month,cumulative_sales,segment
2021-04-01,2-Wheelers,OKINAWA,1251,fd6309ce-0633-4f5d-a127-c1ac91a35402,2021,April,1251,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,AMPERE,751,e7454514-5232-489f-90f2-7b3114a4b2de,2021,April,751,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,ATHER,903,e6e5f41f-c6ef-4521-a3a9-e39cd3a9ba0f,2021,April,903,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,PURE EV,581,d47ec795-9d28-45c0-ac43-78a248327327,2021,April,581,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,TVS,302,1533f46e-1503-4e45-9b60-280eed9cafbc,2021,April,302,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,REVOLT,138,e69c4d46-6669-45fc-a6cd-93f5f942d318,2021,April,138,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,BAJAJ,48,010fb75f-7bb5-4999-8c0c-a0e73b608c2b,2021,April,48,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,BEING,171,68fcb91b-5c75-413b-9df7-0aad2bbb6d25,2021,April,171,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,JITENDRA,36,861b126b-6ea6-40e8-8dfe-d1f094ca9f95,2021,April,36,Two-Wheeler Manufacturer
2021-04-01,2-Wheelers,OTHERS,749,b7d5d037-d60d-4e93-a8b1-d66612e6032d,2021,April,749,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,OLA ELECTRIC,13601,680b38db-9b20-46df-b149-8dd3954b2e68,2022,April,28002,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,OKINAWA,11341,4698724b-758a-45aa-b748-856fc6c8afa1,2022,April,59006,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,HERO ELECTRIC,6803,b0be4e37-2f34-42a1-b874-fa1f2818ab1c,2022,April,76255,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,AMPERE,6864,d6b4e0db-b4fd-4b05-b8e8-acc373df5e33,2022,April,32374,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,TVS,1498,3fe49629-47af-42bd-86e4-5b42b7cf9783,2022,April,11237,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,ATHER,2451,a977d3be-b0de-4e1f-ae10-ef1ea1fc3b75,2022,April,22427,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,BAJAJ,1223,ee88876b-2a39-4183-b1aa-6c4673824225,2022,April,8337,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,REVOLT,1241,7d04e529-3fa4-4ded-9387-76241b71af4f,2022,April,8882,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,PURE EV,1756,74e6a36a-8f33-4021-afe6-88589086e3bf,2022,April,16724,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,BEING,874,d422f32c-0e95-473f-ab70-d0e0c4dec498,2022,April,8248,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,JITENDRA,940,1bfbd496-cd7b-498a-b890-62a667c64cfe,2022,April,4815,Two-Wheeler Manufacturer
2022-04-01,2-Wheelers,OTHERS,4683,a384e4c0-0ae9-4dd0-a5d2-27d3f080b957,2022,April,29541,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,OLA ELECTRIC,22548,276336da-0931-47ab-b80f-e3f9f9edf221,2023,April,189532,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,TVS,8654,e6319542-fd19-46f8-8e1f-8943b9b534d0,2023,April,100486,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,ATHER,7707,b40d8879-64b1-455f-b4a6-a78489f81798,2023,April,104604,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,BAJAJ,4043,d201bf48-2633-40ae-ac45-20b2ef84fef0,2023,April,43954,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,AMPERE,8767,a0441e32-bc41-4f0b-8261-5cdddf789d4a,2023,April,121653,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,OKINAWA,3179,92a13cfb-e149-46ac-8c16-379f5241d821,2023,April,147789,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,HERO ELECTRIC,3293,3338dfba-3fa6-4461-82a7-4e9758fc6ee5,2023,April,161738,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,OKAYA EV,1544,ef2c961c-9314-430b-802d-580b4e2e7ef7,2023,April,14716,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,BGAUSS,762,60967f89-23dc-4c8d-9e18-760b0aab7d48,2023,April,762,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,BATTRE ELECTRIC,644,9ad12af9-f272-4126-99a1-cbe7b850e25d,2023,April,644,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,KINETIC GREEN,838,4a799cd1-6d0b-421c-8573-e3bf66971c7e,2023,April,838,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,REVOLT,520,c896978d-2ed0-4e15-b486-2196a5f5b010,2023,April,21094,Two-Wheeler Manufacturer
2023-04-01,2-Wheelers,OTHERS,4315,d2155013-97bd-463b-b384-fcc3a5f3fc7d,2023,April,82126,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,HERO ELECTRIC,170,701fdb74-aa04-47fd-a2b2-95bee613dad7,2021,May,929,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,OKINAWA,245,1b48edc0-b848-4bc4-b098-12ee254317bd,2021,May,1496,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,AMPERE,147,921fd392-2dcf-4eb3-8dc4-a0566fd8ab31,2021,May,898,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,ATHER,160,b0994dfd-53d3-4d0c-b36e-db907f8516b3,2021,May,1063,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,PURE EV,122,b43302b5-20b4-4e1c-807e-11bd34fe2a10,2021,May,703,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,TVS,9,bf642941-e65e-42c5-b95c-b96ceb088a3e,2021,May,311,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,REVOLT,42,b8d8692b-9f31-43ea-a475-3f0ebb738691,2021,May,180,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,BAJAJ,20,baebe83b-bddc-4373-bd13-8b5347b2d596,2021,May,68,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,BEING,54,3b0fc72a-144a-4df9-811e-af5617b57c51,2021,May,225,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,JITENDRA,13,d6dce0d3-947e-4f10-8676-c87d993f826e,2021,May,49,Two-Wheeler Manufacturer
2021-05-01,2-Wheelers,OTHERS,260,1ee19f77-3b05-4648-a7be-c4e4f5763533,2021,May,1009,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,OLA ELECTRIC,9266,761474a4-d333-4cc1-aeb9-d2bc11df104d,2022,May,37268,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,OKINAWA,10340,3d9704bf-a339-4ade-90f1-4bee59e02a04,2022,May,69346,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,HERO ELECTRIC,2970,052d4af6-6cd7-4d9f-846f-86ac9d640d8b,2022,May,79225,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,AMPERE,6176,c76df541-fe46-44d6-9ad1-1b868d2e739c,2022,May,38550,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,TVS,478,f396567a-8795-4640-b469-c6fa530471f1,2022,May,11715,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,ATHER,3337,4555c088-2de3-41ca-9bc9-9c30ad901b91,2022,May,25764,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,BAJAJ,1812,2c4ceeb4-a056-49da-8494-4546e8a54497,2022,May,10149,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,OKAYA EV,19,bd1c0636-7ccc-4e7b-b20c-6e927f1f5284,2022,May,19,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,REVOLT,1589,c310ecf4-8317-4971-be6e-3b19b7ceba4a,2022,May,10471,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,PURE EV,1464,302ca0ef-24bc-4d11-a632-7e668aef62a0,2022,May,18188,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,BEING,862,ce8c220a-db2c-4f8c-8981-bfc0e3eb3f90,2022,May,9110,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,JITENDRA,646,51013b85-8a95-452f-ab05-908d70a0aac6,2022,May,5461,Two-Wheeler Manufacturer
2022-05-01,2-Wheelers,OTHERS,3455,6d3a5307-4730-438b-bef6-1b4ba00cdb51,2022,May,32996,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,OLA ELECTRIC,29447,2066a9eb-3d4c-45fb-ba0a-20c91fa76e90,2023,May,218979,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,TVS,20188,d2c6e163-a4cf-4464-ad39-2e22e864f3ec,2023,May,120674,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,ATHER,15243,67d23b7d-ff24-4b23-88ad-00c2d0596ab7,2023,May,119847,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,BAJAJ,9976,0ad00192-fcb4-45ce-9530-c714444b290c,2023,May,53930,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,AMPERE,10659,bf499591-fe8a-4c81-8355-62f87d249b33,2023,May,132312,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,OKINAWA,2873,d1b41d15-cf3e-4f13-944f-f6680acbe0db,2023,May,150662,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,HERO ELECTRIC,2085,df571f2b-1162-45ed-a99f-a871c73e1a2c,2023,May,163823,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,OKAYA EV,3831,adffad32-9023-4916-8d5e-f87f01cfcc67,2023,May,18547,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,BGAUSS,1792,b93a27e7-34ec-4dd8-9d27-8403bb5e70ea,2023,May,2554,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,BATTRE ELECTRIC,1185,d2abf0db-7f25-4605-9d81-0037984f72f9,2023,May,1829,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,KINETIC GREEN,886,95f4f56d-89ff-4d12-b8d9-a04b78195afa,2023,May,1724,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,REVOLT,565,dcdb2d9e-07fe-4558-9719-490ab63ef2d8,2023,May,21659,Two-Wheeler Manufacturer
2023-05-01,2-Wheelers,OTHERS,6627,ecb23950-4322-47c9-b8da-e659c93c1788,2023,May,88753,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,HERO ELECTRIC,1355,2526fcbf-b418-4f04-9e72-5e41dd73cb2d,2021,June,2284,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,OKINAWA,984,24b93562-4faf-4096-8be6-e16b126ec1ab,2021,June,2480,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,AMPERE,299,c2264cef-543f-433f-afa9-c3dce34ba022,2021,June,1197,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,ATHER,320,26208069-10ac-44d4-af51-42997e7d29a9,2021,June,1383,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,PURE EV,460,26dd5eb0-26be-4fb2-b5e1-2af3f9ab71ad,2021,June,1163,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,TVS,208,5655627e-e30c-4337-9ed4-a89b1af929e2,2021,June,519,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,REVOLT,59,349504fb-4c46-45cc-8935-ffbd9c128230,2021,June,239,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,BAJAJ,176,4c6dc4b7-3b7a-4422-ae43-17d5f313d3ca,2021,June,244,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,BEING,198,e48c13c9-e754-4075-8993-b7dea9fba2f1,2021,June,423,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,JITENDRA,43,8d0becaf-bb30-433a-a097-a95e32437e12,2021,June,92,Two-Wheeler Manufacturer
2021-06-01,2-Wheelers,OTHERS,567,a0db3491-789a-4dd7-9eea-51a6ea6f6f7b,2021,June,1576,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,OLA ELECTRIC,5897,b7c08491-596c-42de-8e20-4e55f405c066,2022,June,43165,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,OKINAWA,7554,0648c8d6-38c3-4b73-8f77-addf1a188b7b,2022,June,76900,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,HERO ELECTRIC,6836,567a5c64-e99c-4a8d-a5b8-6d00649e8689,2022,June,86061,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,AMPERE,6919,28f87937-08bd-4f17-b34b-adca55b1bab7,2022,June,45469,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,TVS,1983,92a95e36-7d3b-4f25-9e3a-0600c541fb70,2022,June,13698,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,ATHER,3829,79a3473b-55dd-4af4-9b32-cb294e3face0,2022,June,29593,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,BAJAJ,1824,734c0799-a66e-478d-8410-931b328d75ee,2022,June,11973,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,OKAYA EV,760,c29b618f-80b5-4373-87b2-b4a4f9cc8a8d,2022,June,779,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,REVOLT,2423,0af20147-d91d-48c7-a1ac-fc406da4cc7e,2022,June,12894,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,PURE EV,1125,aa55e378-18d7-41a0-b7ba-e4008666c860,2022,June,19313,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,BEING,1005,b28d1055-cde1-4382-8137-f0f1c6f4111d,2022,June,10115,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,JITENDRA,568,b14ef983-c6b2-4079-9de4-4961d9638b16,2022,June,6029,Two-Wheeler Manufacturer
2022-06-01,2-Wheelers,OTHERS,3658,c1581333-75c7-4fb1-9def-92808de3ebf1,2022,June,36654,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,OLA ELECTRIC,17768,ed8ec0aa-d005-4261-8f74-dbc76cf1cdb5,2023,June,236747,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,TVS,7772,3eba3ba6-6548-46cf-b053-d80a811c7270,2023,June,128446,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,ATHER,4547,78521aa6-7240-43bd-8505-bb5cfe9f6963,2023,June,124394,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,BAJAJ,2975,f3fb766e-cf19-4b00-9831-76751f23d55c,2023,June,56905,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,AMPERE,3006,7d1734bd-264d-4054-9ee3-45300d36a82a,2023,June,135318,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,OKINAWA,2588,6f2d774b-e8ff-468f-ae40-245d7e2672c2,2023,June,153250,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,HERO ELECTRIC,1123,716d45d3-1fea-4535-8c83-2ab675e421cb,2023,June,164946,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,OKAYA EV,419,76509fbe-ad63-4d24-b303-356643744c36,2023,June,18966,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,BGAUSS,189,dbf43b30-1d6a-44f7-8664-a9548c936d82,2023,June,2743,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,BATTRE ELECTRIC,82,55afbb26-2c49-4d6a-9b85-c3a1f1b15edc,2023,June,1911,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,KINETIC GREEN,201,2d8c8906-275a-439f-aa4a-331f70310faa,2023,June,1925,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,REVOLT,705,5f535849-15e8-4c08-ac00-fdcf096e849f,2023,June,22364,Two-Wheeler Manufacturer
2023-06-01,2-Wheelers,OTHERS,4466,19aa140e-86f6-4ef1-9b10-4665a3784def,2023,June,93219,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,HERO ELECTRIC,4557,08413ca4-a8b9-4576-bd6c-0ecd0cd2df58,2021,July,6841,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,OKINAWA,2633,a1fbab6b-1405-4cd7-abf1-7ff5e20ad5ed,2021,July,5113,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,AMPERE,663,f22a9cc7-7b80-4c83-90e5-6593f5f3eb6e,2021,July,1860,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,ATHER,1799,8a74a53c-caa6-4a20-959e-191af584d35f,2021,July,3182,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,PURE EV,1417,a3577875-8198-4da5-a5ad-8c82eba0ee6d,2021,July,2580,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,TVS,648,4398ed1a-486b-4e83-ab76-0eb5751d2244,2021,July,1167,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,REVOLT,321,6827e0bb-965b-46b8-bea2-21c549351278,2021,July,560,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,BAJAJ,730,3f039b6e-d4ce-49cd-9f81-d81b961b1a69,2021,July,974,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,BEING,494,d33633c4-0c47-47af-9ad2-4ac10be1b9f2,2021,July,917,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,JITENDRA,212,9d430f12-7d21-49fc-84ea-9b737e3df7b8,2021,July,304,Two-Wheeler Manufacturer
2021-07-01,2-Wheelers,OTHERS,1202,7ab6e1a2-bd26-4d4e-ae42-253515267bd9,2021,July,2778,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,OLA ELECTRIC,3864,54a5b646-b809-408a-aea0-60468ce13e0d,2022,July,47029,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,OKINAWA,8394,943e6b70-85be-41cd-9c4d-0e7f442669c4,2022,July,85294,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,HERO ELECTRIC,9334,a5a77b7d-6a80-4059-a3b5-90aaaa7a9693,2022,July,95395,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,AMPERE,6812,5447b5c0-eafa-4ccd-9b7a-fa29f61d0eff,2022,July,52281,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,TVS,4348,8cdc556f-0ecb-417a-ac48-c2253e521cbe,2022,July,18046,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,ATHER,1289,9689cf98-910f-42b2-908d-428a8cc89fd7,2022,July,30882,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,BAJAJ,2482,60330653-2161-4cb4-9f66-8edea478ab2a,2022,July,14455,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,OKAYA EV,1076,fc84f8bf-cff1-4c09-855e-a3a1270e6e72,2022,July,1855,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,REVOLT,2318,13a37948-75c7-4ec3-aae4-fe65d7463e15,2022,July,15212,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,PURE EV,1000,fc4337bd-ecae-48db-a364-25e204d7a985,2022,July,20313,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,BEING,1245,33eb42c5-2f98-4a6e-9480-2220ab10bd4e,2022,July,11360,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,JITENDRA,880,bc08c100-2612-46a0-b4c0-627167dba855,2022,July,6909,Two-Wheeler Manufacturer
2022-07-01,2-Wheelers,OTHERS,3562,fe1f5bec-27a9-4260-9c0c-5e7ee8e761bf,2022,July,40216,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,OLA ELECTRIC,19409,2bf8afb1-d7ac-4c0e-8fba-444e536d13ae,2023,July,256156,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,TVS,10272,cbdc01a5-d297-4caa-804e-5bc315073ec2,2023,July,138718,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,ATHER,6604,94bb37d2-fb97-46d6-8352-caa074a2d0de,2023,July,130998,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,BAJAJ,4081,c31fb957-2e5d-4e66-b7be-561f2de64d2e,2023,July,60986,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,AMPERE,3530,47cc8448-2039-48d9-85b0-3b0def41eb1d,2023,July,138848,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,OKINAWA,2238,c5efaf80-b5dc-4f31-80d5-b8344cfb09dd,2023,July,155488,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,HERO ELECTRIC,770,e6bbdc07-1065-44c8-9c7e-cd6cd1164335,2023,July,165716,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,OKAYA EV,775,1e4ebd0f-de68-4388-9da2-8386405f3999,2023,July,19741,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,BGAUSS,653,73fec0f1-ab78-453b-ae32-a174ddec9a94,2023,July,3396,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,BATTRE ELECTRIC,133,06e4be18-e689-48a0-b70b-6e7fa19d2f71,2023,July,2044,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,KINETIC GREEN,229,2e467f32-6223-48a8-9e03-72fcf059a3e4,2023,July,2154,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,REVOLT,478,91c08ee1-a0b3-491c-8ee7-d3eeef5e3cfb,2023,July,22842,Two-Wheeler Manufacturer
2023-07-01,2-Wheelers,OTHERS,5020,6aaedb2e-b972-4f82-a55d-c9766c620407,2023,July,98239,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,HERO ELECTRIC,5527,0162b012-3586-4c48-9143-0163626121a2,2021,August,12368,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,OKINAWA,2894,0f89a1cd-c8ca-4a85-bf83-91c7fed938bd,2021,August,8007,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,AMPERE,810,c3874cee-8ec3-4048-9e8f-6a12a5b98ad3,2021,August,2670,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,ATHER,1613,b02d1516-bacf-4ff5-8721-46e0b0ce5af6,2021,August,4795,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,PURE EV,1094,fd064191-d22b-433d-b94f-5fd124953601,2021,August,3674,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,TVS,651,d1828009-71b3-4d08-8850-dfd38790d5c9,2021,August,1818,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,REVOLT,853,7891d3e8-aafc-48fe-aa33-5be733668363,2021,August,1413,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,BAJAJ,796,4adbd60b-b8c3-41b6-98aa-ea260d1fd0cb,2021,August,1770,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,BEING,325,e8cc2449-d981-48ee-b726-d35d2f5a3fd8,2021,August,1242,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,JITENDRA,208,b1bb4816-9cb4-4df9-b26a-03e3ca44bc09,2021,August,512,Two-Wheeler Manufacturer
2021-08-01,2-Wheelers,OTHERS,1279,9f5ae219-9e7c-4fa4-9a64-246b649eda86,2021,August,4057,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,OLA ELECTRIC,3475,96ba4df1-e0b2-430e-9ce5-ce2d13ab87c0,2022,August,50504,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,OKINAWA,8756,9c7da14b-9e9e-4ca3-89a1-e37a0c4de77f,2022,August,94050,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,HERO ELECTRIC,9925,865bcbf8-a04e-41ed-93ab-dd257e832753,2022,August,105320,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,AMPERE,6771,168609f6-f19f-40de-ab69-2a07da9a7bfe,2022,August,59052,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,TVS,6426,0ef1ebfe-9740-4c9c-8c0a-44a72bb38743,2022,August,24472,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,ATHER,5376,5ce8c88b-010b-4f36-bb02-4910bbae36c9,2022,August,36258,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,BAJAJ,2620,e1ad09b5-6982-4d97-9c1a-87551ff11a7f,2022,August,17075,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,OKAYA EV,905,0c8e4ab8-0772-4180-8863-2a90b35b2c10,2022,August,2760,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,REVOLT,1662,34bd9a95-a697-4c0d-a239-b0c201479895,2022,August,16874,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,PURE EV,880,c21caf9d-7ad8-42b6-a239-6f5665a8f7c6,2022,August,21193,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,BEING,1099,dba6f1bc-4c52-4433-9152-edfbacd68040,2022,August,12459,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,JITENDRA,653,2d851d4b-ba55-40a8-b6eb-944916b4115d,2022,August,7562,Two-Wheeler Manufacturer
2022-08-01,2-Wheelers,OTHERS,3678,32879faf-9ef4-49e3-aac6-f64a8fb44df0,2022,August,43894,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,OLA ELECTRIC,18983,aa0511e5-51dd-4bfd-beb7-6ecc20a595dd,2023,August,275139,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,TVS,15296,ea80d72f-4d4a-4817-9db5-a676dfb64bd0,2023,August,154014,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,ATHER,7065,f2bcc19a-cef5-4a08-b326-9fe983672c89,2023,August,138063,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,BAJAJ,6508,54c878f5-ac72-4684-9131-5b7447585edd,2023,August,67494,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,AMPERE,3654,ed066721-16a1-42c5-ba65-3512db4cad1d,2023,August,142502,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,OKINAWA,1977,6b97af61-7c18-45e7-96f7-c4e715ce2f39,2023,August,157465,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,HERO ELECTRIC,774,3e945587-22af-4e02-a14c-54492be3991b,2023,August,166490,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,OKAYA EV,1137,4f034079-1e5e-4e21-b579-64abfbf8116f,2023,August,20878,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,BGAUSS,912,bbdb3b4f-ac1c-4d7c-a5ad-764ad064871e,2023,August,4308,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,BATTRE ELECTRIC,287,7a52bfdd-bb9d-4412-864d-b3976a2246d7,2023,August,2331,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,KINETIC GREEN,380,452da8dc-4091-40dc-beb7-7700ad659173,2023,August,2534,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,REVOLT,508,7b048dcf-04b9-4b2c-b6c0-0bc101a6cdb0,2023,August,23350,Two-Wheeler Manufacturer
2023-08-01,2-Wheelers,OTHERS,4990,9e15ce83-361a-4601-85ae-632edf55fd9a,2023,August,103229,Two-Wheeler Manufacturer
2021-09-01,2-Wheelers,HERO ELECTRIC,6727,e6ee8281-4bda-42f9-902e-cf23890f88a4,2021,September,19095,Two-Wheeler Manufacturer
2021-09-01,2-Wheelers,OKINAWA,3321,a51670ca-d353-46c6-983b-54db06950ba4,2021,September,11328,Two-Wheeler Manufacturer
2021-09-01,2-Wheelers,AMPERE,807,836fb0b1-3690-4bc8-ad63-60ab08a69467,2021,September,3477,Two-Wheeler Manufacturer
