date,year,month,quarter,months_from_start,rolling_mean_ev,ev_growth_rate,ev_penetration,ev_penetration_log,national_market_share,state_rank,growth_stage,market_concentration,region,regional_avg_penetration,state_to_region_ratio,regional_rank,market_maturity_score,adoption_velocity,adoption_velocity_capped,segment_penetration_2-wheelers,segment_penetration_4-wheelers,segment_preference_ratio,segment_preference_ratio_capped,segment_preference_ratio_log,dominant_segment,segment_growth_diff,ev_sales_growth_rank_state,ev_sales_growth_rank_region,is_early_adopter,months_since_peak,is_at_peak,is_missing_ev_growth_rate,is_missing_segment_preference_ratio,is_missing_segment_growth_diff,is_missing_regional_avg_penetration,is_missing_adoption_velocity,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,ev_penetration_rate
2021-09-01,2021,9,3,8,3.333333333333333,-0.25,0.04,0.0392207131532812,0.02,16.0,Early,0.0113207547169811,North,1.24875,0.03,5.0,0.86,0.0,0.0,1.96,0.04,49.0,49.0,3.912023005428146,2-Wheelers,0.0,18.0,6.0,1,6.0,0,0,0,0,0,0,Punjab,4-Wheelers,3,7521,0.00039888312724371757
2021-09-01,2021,9,3,8,1484.6666666666667,0.12,3.35,1.4701758451005926,8.4,4.0,Advanced,0.4591692568522181,Central,0.3329166666666667,10.06,1.0,100.0,0.81,0.81,3.35,0.63,5.32,5.32,1.843719208158766,2-Wheelers,-0.0362,13.0,5.0,0,6.0,0,0,0,0,0,0,Rajasthan,2-Wheelers,1625,48502,0.033503773040287
2021-09-01,2021,9,3,8,58.0,0.3,0.63,0.4885800148186709,0.36,7.0,Developing,0.260377358490566,Central,0.3329166666666667,1.89,1.0,18.81,0.17,0.17,3.35,0.63,5.32,5.32,1.843719208158766,2-Wheelers,0.0,11.0,3.0,0,6.0,0,0,0,0,0,0,Rajasthan,4-Wheelers,69,11035,0.006252831898504758
2021-09-01,2021,9,3,8,0.0,0.0,0.0,0.0,0.0,26.0,Early,0.0,Central,0.3329166666666667,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,19.0,7.0,1,,1,0,0,0,0,0,Sikkim,2-Wheelers,0,540,0.0
2021-09-01,2021,9,3,8,0.0,0.0,0.0,0.0,0.0,19.0,Early,0.0,Central,0.3329166666666667,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,15.0,4.0,1,,1,0,0,0,0,0,Sikkim,4-Wheelers,0,355,0.0
2021-09-01,2021,9,3,8,2808.6666666666665,0.05,2.65,1.2947271675944,14.88,2.0,Advanced,0.8137892059903927,West,1.453125,1.82,2.0,60.09,0.14,0.14,2.65,0.57,4.65,4.65,1.7316555451583495,2-Wheelers,-0.2224,16.0,6.0,0,6.0,0,0,0,0,0,0,Tamil Nadu,2-Wheelers,2880,108477,0.02654940678669211
2021-09-01,2021,9,3,8,94.33333333333331,0.22,0.57,0.4510756193602166,0.55,6.0,Developing,0.4037735849056604,West,1.453125,0.39,5.0,12.93,0.15,0.15,2.65,0.57,4.65,4.65,1.7316555451583495,2-Wheelers,0.0,12.0,5.0,0,6.0,0,0,0,0,0,0,Tamil Nadu,4-Wheelers,107,18823,0.005684534877543431
2021-09-01,2021,9,3,8,0.0,0.0,0.0,0.0,0.0,26.0,Early,0.0,Central,0.3329166666666667,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,19.0,7.0,1,6.0,0,0,0,0,0,0,Tripura,2-Wheelers,0,2736,0.0
2021-09-01,2021,9,3,8,0.0,0.0,0.0,0.0,0.0,19.0,Early,0.0,Central,0.3329166666666667,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,15.0,4.0,1,6.0,0,0,0,0,0,0,Tripura,4-Wheelers,0,403,0.0
2021-09-01,2021,9,3,8,521.3333333333334,0.37,0.55,0.4382549309311553,3.77,9.0,Developing,0.2062729584628426,Central,0.3329166666666667,1.65,2.0,16.42,0.19,0.19,0.55,0.02,27.5,27.5,3.349904087274605,2-Wheelers,-0.2361,9.0,3.0,0,6.0,0,0,0,0,0,0,Uttar Pradesh,2-Wheelers,730,132962,0.005490290458928115
2021-09-01,2021,9,3,8,5.0,0.33,0.02,0.0198026272961797,0.02,15.0,Early,0.0150943396226415,Central,0.3329166666666667,0.06,4.0,0.6,0.01,0.01,0.55,0.02,27.5,27.5,3.349904087274605,2-Wheelers,0.0,10.0,2.0,1,6.0,0,0,0,0,0,0,Uttar Pradesh,4-Wheelers,4,23510,0.00017014036580178648
2021-09-01,2021,9,3,8,119.66666666666669,0.48,1.7,0.9932517730102832,0.87,16.0,Maturing,0.0477536027126306,North,1.24875,1.36,4.0,36.48,0.68,0.68,1.7,0.32,5.31,5.31,1.8421356765531216,2-Wheelers,-0.1677,5.0,2.0,0,6.0,0,0,0,0,0,0,Uttarakhand,2-Wheelers,169,9926,0.01702599234334072
2021-09-01,2021,9,3,8,9.0,0.67,0.32,0.2776317365982795,0.05,13.0,Developing,0.0377358490566037,North,1.24875,0.26,3.0,6.87,0.16,0.16,1.7,0.32,5.31,5.31,1.8421356765531216,2-Wheelers,0.0,7.0,4.0,0,6.0,0,0,0,0,0,0,Uttarakhand,4-Wheelers,10,3171,0.00315357931251971
2021-09-01,2021,9,3,8,66.66666666666667,0.05,0.13,0.1222176327242492,0.43,20.0,Developing,0.0237355185080531,South,0.554,0.23,4.0,7.51,0.0,0.0,0.13,0.36,0.36,0.36,0.3074846997479606,4-Wheelers,-0.1628,16.0,2.0,0,6.0,0,0,0,0,0,0,West Bengal,2-Wheelers,84,65430,0.0012838147638697846
2021-09-01,2021,9,3,8,33.0,0.21,0.36,0.3074846997479606,0.18,9.0,Developing,0.1283018867924528,South,0.554,0.65,2.0,20.81,0.06,0.06,0.13,0.36,0.36,0.36,0.3074846997479606,4-Wheelers,0.0,13.0,1.0,0,6.0,0,0,0,0,0,0,West Bengal,4-Wheelers,34,9437,0.0036028398855568505
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,South,0.659,0.0,5.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,4-Wheelers,0.0,12.0,4.0,1,7.0,0,0,0,0,0,0,Andaman and Nicobar Islands,2-Wheelers,0,360,0.0
2021-10-01,2021,10,4,9,0.6666666666666666,0.0,1.43,0.8878912573524571,0.0,20.0,Maturing,0.0033557046979865,South,0.659,2.17,5.0,79.44,1.43,1.43,0.0,1.43,0.0,0.0,0.0,4-Wheelers,0.0,10.0,1.0,0,0.0,0,0,0,0,0,0,Andaman and Nicobar Islands,4-Wheelers,1,70,0.014285714285714285
2021-10-01,2021,10,4,9,808.3333333333334,0.3,1.13,0.7561219797213337,4.47,8.0,Maturing,0.2677271501752494,South,0.659,1.71,1.0,62.78,-0.35,-0.35,1.13,0.5,2.26,2.26,1.181727195378616,2-Wheelers,-0.2517,7.0,2.0,0,7.0,0,0,0,0,0,0,Andhra Pradesh,2-Wheelers,993,88110,0.011270003404834866
2021-10-01,2021,10,4,9,51.333333333333336,-0.05,0.5,0.4054651081081644,0.17,8.0,Developing,0.1241610738255033,South,0.659,0.76,1.0,27.78,0.01,0.01,1.13,0.5,2.26,2.26,1.181727195378616,2-Wheelers,0.0,13.0,3.0,0,7.0,0,0,0,0,0,0,Andhra Pradesh,4-Wheelers,37,7366,0.005023079011675265
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Northeast,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,1.0,1,7.0,0,0,0,0,0,0,Arunachal Pradesh,2-Wheelers,0,1109,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,Northeast,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,1.0,1,7.0,0,0,0,0,0,0,Arunachal Pradesh,4-Wheelers,0,570,0.0
2021-10-01,2021,10,4,9,30.666666666666668,-0.26,0.09,0.0861776962410523,0.13,23.0,Early,0.0075492046373685,Central,0.3170833333333333,0.28,6.0,3.69,-0.07,-0.07,0.09,0.0,0.0,0.0,0.0,4-Wheelers,0.0,19.0,6.0,1,7.0,0,0,0,0,0,0,Assam,2-Wheelers,28,32155,0.0008707821489659462
2021-10-01,2021,10,4,9,0.6666666666666666,0.0,0.0,0.0,0.0,21.0,Early,0.0,Central,0.3170833333333333,0.0,6.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,4.0,1,7.0,0,0,0,0,0,0,Assam,4-Wheelers,0,5877,0.0
2021-10-01,2021,10,4,9,378.6666666666667,-0.01,0.93,0.6575200029167941,2.12,13.0,Maturing,0.126718792127258,Central,0.3170833333333333,2.93,4.0,38.11,-0.06,-0.06,0.93,0.12,7.75,7.75,2.169053700369523,2-Wheelers,-0.2955,13.0,4.0,0,7.0,0,0,0,0,0,0,Bihar,2-Wheelers,470,50679,0.009274058288442945
2021-10-01,2021,10,4,9,6.0,0.75,0.12,0.1133286853070031,0.03,17.0,Developing,0.023489932885906,Central,0.3170833333333333,0.38,4.0,4.92,0.03,0.03,0.93,0.12,7.75,7.75,2.169053700369523,2-Wheelers,0.0,4.0,2.0,0,7.0,0,0,0,0,0,0,Bihar,4-Wheelers,7,5838,0.001199040767386091
2021-10-01,2021,10,4,9,20.666666666666668,-0.28,1.0,0.6931471805599453,0.08,24.0,Maturing,0.0048530601240226,North,3.034375,0.33,7.0,3.0,-1.15,-1.15,1.0,0.66,1.52,1.52,0.924258901523332,2-Wheelers,-0.1214,21.0,8.0,0,7.0,0,0,0,0,0,0,Chandigarh,2-Wheelers,18,1792,0.010044642857142858
2021-10-01,2021,10,4,9,13.666666666666666,-0.4,0.66,0.5068176023684519,0.05,13.0,Developing,0.0402684563758389,North,3.034375,0.22,3.0,1.98,-0.58,-0.58,1.0,0.66,1.52,1.52,0.924258901523332,2-Wheelers,0.0,19.0,7.0,0,7.0,0,0,0,0,0,0,Chandigarh,4-Wheelers,12,1816,0.006607929515418502
2021-10-01,2021,10,4,9,261.0,0.23,0.9,0.6418538861723948,1.36,15.0,Maturing,0.081153949851712,South,0.659,1.37,3.0,50.0,-0.08,-0.08,0.9,0.21,4.29,4.29,1.665818245870208,2-Wheelers,0.4444,9.0,3.0,0,7.0,0,0,0,0,0,0,Chhattisgarh,2-Wheelers,301,33464,0.008994740616782213
2021-10-01,2021,10,4,9,11.333333333333334,-0.08,0.21,0.1906203596086497,0.05,14.0,Developing,0.0369127516778523,South,0.659,0.32,3.0,11.67,-0.12,-0.12,0.9,0.21,4.29,4.29,1.665818245870208,2-Wheelers,0.0,14.0,4.0,0,7.0,0,0,0,0,0,0,Chhattisgarh,4-Wheelers,11,5255,0.0020932445290199808
2021-10-01,2021,10,4,9,1.3333333333333333,0.0,0.16,0.1484200051182733,0.0,26.0,Developing,0.0002696144513345,West,1.650625,0.1,8.0,3.3,0.01,0.01,0.16,0.3,0.53,0.53,0.4252677354043441,4-Wheelers,inf,12.0,6.0,0,7.0,0,0,0,0,0,0,Dadra and Nagar Haveli and Daman and Diu,2-Wheelers,1,628,0.0015923566878980893
2021-10-01,2021,10,4,9,0.3333333333333333,0.0,0.3,0.262364264467491,0.0,20.0,Developing,0.0033557046979865,West,1.650625,0.18,7.0,6.19,0.3,0.3,0.16,0.3,0.53,0.53,0.4252677354043441,4-Wheelers,0.0,10.0,3.0,0,7.0,0,0,0,0,0,0,Dadra and Nagar Haveli and Daman and Diu,4-Wheelers,1,333,0.003003003003003003
2021-10-01,2021,10,4,9,933.0,0.23,3.81,1.57069708411767,4.48,7.0,Advanced,0.2682663790779185,North,3.034375,1.26,1.0,11.43,-0.85,-0.85,3.81,1.96,1.94,1.94,1.0784095813505905,2-Wheelers,0.205,9.0,2.0,0,7.0,0,0,0,0,0,0,Delhi,2-Wheelers,995,26087,0.03814160309732817
2021-10-01,2021,10,4,9,225.0,-0.05,1.96,1.085189268335969,1.14,2.0,Maturing,0.8489932885906041,North,3.034375,0.65,1.0,5.88,-0.93,-0.93,3.81,1.96,1.94,1.94,1.0784095813505905,2-Wheelers,0.0,13.0,6.0,0,7.0,0,0,0,0,0,0,Delhi,4-Wheelers,253,12876,0.019648959304131717
2021-10-01,2021,10,4,9,90.66666666666669,0.87,4.16,1.6409365794934714,0.73,18.0,Advanced,0.0439471555675384,West,1.650625,2.52,6.0,85.77,1.34,1.34,4.16,2.4,1.73,1.73,1.0043016091968684,2-Wheelers,0.6321,2.0,1.0,0,7.0,0,0,0,0,0,0,Goa,2-Wheelers,163,3914,0.04164537557485948
2021-10-01,2021,10,4,9,27.0,-0.18,2.4,1.2237754316221157,0.13,10.0,Maturing,0.0939597315436241,West,1.650625,1.45,6.0,49.48,-0.26,-0.26,4.16,2.4,1.73,1.73,1.0043016091968684,2-Wheelers,0.0,16.0,5.0,0,7.0,0,0,0,0,0,0,Goa,4-Wheelers,28,1165,0.0240343347639485
2021-10-01,2021,10,4,9,1001.0,0.52,1.72,1.000631880307906,6.58,5.0,Maturing,0.3936370989485036,West,1.650625,1.04,4.0,35.46,0.38,0.38,1.72,0.45,3.82,3.82,1.572773928062509,2-Wheelers,0.5099,5.0,3.0,0,7.0,0,0,0,0,0,0,Gujarat,2-Wheelers,1460,84700,0.017237308146399056
2021-10-01,2021,10,4,9,106.0,-0.21,0.45,0.371563556432483,0.47,6.0,Developing,0.348993288590604,West,1.650625,0.27,5.0,9.28,-0.08,-0.08,1.72,0.45,3.82,3.82,1.572773928062509,2-Wheelers,0.0,17.0,6.0,0,7.0,0,0,0,0,0,0,Gujarat,4-Wheelers,104,23184,0.004485852311939268
2021-10-01,2021,10,4,9,545.6666666666666,-0.27,1.88,1.0577902941478543,2.28,12.0,Maturing,0.1361552979239687,North,3.034375,0.62,2.0,5.64,-0.24,-0.24,1.88,0.07,26.86,26.86,3.32719196835166,2-Wheelers,-0.3665,20.0,7.0,0,7.0,0,0,0,0,0,0,Haryana,2-Wheelers,505,26891,0.018779517310624372
2021-10-01,2021,10,4,9,6.0,0.14,0.07,0.0676586484738148,0.04,16.0,Early,0.0268456375838926,North,3.034375,0.02,4.0,0.21,0.02,0.02,1.88,0.07,26.86,26.86,3.32719196835166,2-Wheelers,0.0,8.0,4.0,1,7.0,0,0,0,0,0,0,Haryana,4-Wheelers,8,11634,0.0006876396768093519
2021-10-01,2021,10,4,9,31.33333333333333,-0.12,0.62,0.4824261492442927,0.13,22.0,Developing,0.0078188190887031,North,3.034375,0.2,6.0,1.86,-0.04,-0.04,0.62,0.03,20.67,20.67,3.075928815548268,2-Wheelers,-0.0605,15.0,4.0,0,7.0,0,0,0,0,0,0,Himachal Pradesh,2-Wheelers,29,4651,0.006235218232638142
2021-10-01,2021,10,4,9,0.6666666666666666,0.0,0.03,0.0295588022415444,0.0,20.0,Early,0.0033557046979865,North,3.034375,0.01,7.0,0.09,0.0,0.0,0.62,0.03,20.67,20.67,3.075928815548268,2-Wheelers,0.0,10.0,5.0,1,7.0,0,0,0,0,0,0,Himachal Pradesh,4-Wheelers,1,3201,0.00031240237425804435
2021-10-01,2021,10,4,9,159.33333333333334,0.27,2.31,1.1969481893889715,0.9,17.0,Maturing,0.0536532758155837,North,3.034375,0.76,4.0,6.93,0.18,0.18,2.31,0.05,46.2,46.2,3.8543938925915096,2-Wheelers,-0.3493,8.0,1.0,0,7.0,0,0,0,0,0,0,Jammu and Kashmir,2-Wheelers,199,8601,0.023136844552958957
2021-10-01,2021,10,4,9,1.0,1.0,0.05,0.048790164169432,0.01,19.0,Early,0.0067114093959731,North,3.034375,0.02,6.0,0.15,0.02,0.02,2.31,0.05,46.2,46.2,3.8543938925915096,2-Wheelers,0.0,3.0,1.0,1,7.0,0,0,0,0,0,0,Jammu and Kashmir,4-Wheelers,2,4205,0.0004756242568370987
2021-10-01,2021,10,4,9,179.66666666666666,0.7,0.88,0.6312717768418579,1.14,16.0,Maturing,0.0682124561876516,Central,0.3170833333333333,2.78,5.0,36.07,0.27,0.27,0.88,0.1,8.8,8.8,2.2823823856765264,2-Wheelers,3.467,3.0,1.0,0,7.0,0,0,0,0,0,0,Jharkhand,2-Wheelers,253,28877,0.008761297918758874
2021-10-01,2021,10,4,9,6.666666666666667,-0.58,0.1,0.0953101798043248,0.02,18.0,Developing,0.0167785234899328,Central,0.3170833333333333,0.32,5.0,4.1,-0.21,-0.21,0.88,0.1,8.8,8.8,2.2823823856765264,2-Wheelers,0.0,20.0,6.0,0,7.0,0,0,0,0,0,0,Jharkhand,4-Wheelers,5,4806,0.0010403662089055348
2021-10-01,2021,10,4,9,3522.333333333333,0.05,4.85,1.766441661243765,16.71,1.0,Advanced,1.0,West,1.650625,2.94,1.0,100.0,0.44,0.44,4.85,0.88,5.51,5.51,1.873339456220478,2-Wheelers,0.3245,11.0,5.0,0,7.0,0,0,0,0,0,0,Karnataka,2-Wheelers,3709,76401,0.04854648499365192
2021-10-01,2021,10,4,9,175.66666666666666,-0.28,0.88,0.6312717768418579,0.73,3.0,Maturing,0.5469798657718121,West,1.650625,0.53,2.0,18.14,-0.18,-0.18,4.85,0.88,5.51,5.51,1.873339456220478,2-Wheelers,0.0,18.0,7.0,0,7.0,0,0,0,0,0,0,Karnataka,4-Wheelers,163,18505,0.008808430154012429
2021-10-01,2021,10,4,9,740.0,0.06,1.97,1.0885619528146082,3.75,10.0,Maturing,0.2245888379617147,West,1.650625,1.19,5.0,40.62,0.33,0.33,1.97,1.09,1.81,1.81,1.0331844833456545,2-Wheelers,-0.1847,10.0,4.0,0,7.0,0,0,0,0,0,0,Kerala,2-Wheelers,833,42377,0.019656889350355145
2021-10-01,2021,10,4,9,168.33333333333334,-0.04,1.09,0.7371640659767197,0.71,4.0,Maturing,0.5302013422818792,West,1.650625,0.66,3.0,22.47,0.35,0.35,1.97,1.09,1.81,1.81,1.0331844833456545,2-Wheelers,0.0,12.0,4.0,0,7.0,0,0,0,0,0,0,Kerala,4-Wheelers,158,14562,0.01085015794533718
2021-10-01,2021,10,4,9,2.0,0.0,33.33,3.5360196074696004,0.03,25.0,Advanced,0.0016176867080075,North,3.034375,10.98,8.0,100.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,0,7.0,0,0,0,0,0,0,Ladakh,2-Wheelers,6,18,0.3333333333333333
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,North,3.034375,0.0,8.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,5.0,1,7.0,0,0,0,0,0,0,Ladakh,4-Wheelers,0,289,0.0
2021-10-01,2021,10,4,9,530.6666666666666,-0.08,1.05,0.7178397931503169,2.46,11.0,Maturing,0.1469398759773524,Central,0.3170833333333333,3.31,3.0,43.03,0.14,0.14,1.05,0.21,5.0,5.0,1.791759469228055,2-Wheelers,0.0989,14.0,5.0,0,7.0,0,0,0,0,0,0,Madhya Pradesh,2-Wheelers,545,52075,0.010465674507921267
2021-10-01,2021,10,4,9,23.0,-0.13,0.21,0.1906203596086497,0.09,11.0,Developing,0.0671140939597315,Central,0.3170833333333333,0.66,2.0,8.61,0.01,0.01,1.05,0.21,5.0,5.0,1.791759469228055,2-Wheelers,0.0,15.0,5.0,0,7.0,0,0,0,0,0,0,Madhya Pradesh,4-Wheelers,20,9554,0.0020933640360058614
2021-10-01,2021,10,4,9,2713.0,0.64,2.71,1.3110318766193438,16.02,2.0,Advanced,0.9582097600431384,West,1.650625,1.64,2.0,55.88,0.36,0.36,2.71,0.88,3.08,3.08,1.4060969884160703,2-Wheelers,-0.3047,4.0,2.0,0,7.0,0,0,0,0,0,0,Maharashtra,2-Wheelers,3554,131332,0.027061188438461305
2021-10-01,2021,10,4,9,214.33333333333331,1.01,0.88,0.6312717768418579,1.34,1.0,Maturing,1.0,West,1.650625,0.53,1.0,18.14,0.35,0.35,2.71,0.88,3.08,3.08,1.4060969884160703,2-Wheelers,0.0,2.0,1.0,0,7.0,0,0,0,0,0,0,Maharashtra,4-Wheelers,298,33771,0.008824139054218116
2021-10-01,2021,10,4,9,2.0,0.0,0.29,0.2546422183735807,0.03,25.0,Developing,0.0016176867080075,Central,0.3170833333333333,0.91,7.0,11.89,0.29,0.29,0.29,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,0,7.0,0,0,0,0,0,0,Manipur,2-Wheelers,6,2098,0.002859866539561487
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,Central,0.3170833333333333,0.0,6.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,4.0,1,7.0,0,0,0,0,0,0,Manipur,4-Wheelers,0,916,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.3170833333333333,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,7.0,0,0,0,0,0,0,Meghalaya,2-Wheelers,0,1414,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,Central,0.3170833333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,4.0,1,1.0,0,0,0,0,0,0,Meghalaya,4-Wheelers,0,722,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.3170833333333333,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,7.0,0,0,0,0,0,0,Mizoram,2-Wheelers,0,1886,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,Central,0.3170833333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,4.0,1,7.0,0,0,0,0,0,0,Mizoram,4-Wheelers,0,283,0.0
2021-10-01,2021,10,4,9,0.3333333333333333,-1.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.3170833333333333,0.0,8.0,0.0,-0.17,-0.17,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,23.0,7.0,1,7.0,0,0,0,0,0,0,Nagaland,2-Wheelers,0,650,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,Central,0.3170833333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,4.0,1,7.0,0,0,0,0,0,0,Nagaland,4-Wheelers,0,567,0.0
2021-10-01,2021,10,4,9,641.0,0.93,1.8,1.029619417181158,4.27,9.0,Maturing,0.2555944998651928,South,0.659,2.73,2.0,100.0,0.07,0.07,1.8,0.03,60.0,43.43054160962176,4.110873864173311,2-Wheelers,0.3873,1.0,1.0,0,7.0,0,0,0,0,0,0,Odisha,2-Wheelers,948,52708,0.017985884495712225
2021-10-01,2021,10,4,9,2.6666666666666665,0.0,0.03,0.0295588022415444,0.01,19.0,Early,0.0067114093959731,South,0.659,0.05,4.0,1.67,-0.01,-0.01,1.8,0.03,60.0,43.43054160962176,4.110873864173311,2-Wheelers,0.0,10.0,1.0,1,7.0,0,0,0,0,0,0,Odisha,4-Wheelers,2,5830,0.00034305317324185246
2021-10-01,2021,10,4,9,37.66666666666666,-0.35,1.09,0.7371640659767197,0.14,21.0,Maturing,0.0083580479913723,West,1.650625,0.66,7.0,22.47,-0.4,-0.4,1.09,0.0,0.0,0.0,0.0,4-Wheelers,-1.0,22.0,8.0,0,7.0,0,0,0,0,0,0,Puducherry,2-Wheelers,31,2839,0.010919337794998239
2021-10-01,2021,10,4,9,1.0,-1.0,0.0,0.0,0.0,21.0,Early,0.0,West,1.650625,0.0,8.0,0.0,-0.31,-0.31,1.09,0.0,0.0,0.0,0.0,4-Wheelers,0.0,21.0,8.0,1,1.0,0,0,0,0,0,0,Puducherry,4-Wheelers,0,609,0.0
2021-10-01,2021,10,4,9,415.0,-0.15,1.39,0.8712933659434193,1.87,14.0,Maturing,0.11215961175519,North,3.034375,0.46,3.0,4.17,-0.57,-0.57,1.39,0.06,23.17,23.17,3.1851121947153915,2-Wheelers,-0.5271,16.0,5.0,0,7.0,0,0,0,0,0,0,Punjab,2-Wheelers,416,29940,0.01389445557782231
2021-10-01,2021,10,4,9,4.0,0.67,0.06,0.0582689081239757,0.02,18.0,Early,0.0167785234899328,North,3.034375,0.02,5.0,0.18,0.02,0.02,1.39,0.06,23.17,23.17,3.1851121947153915,2-Wheelers,0.0,5.0,2.0,1,7.0,0,0,0,0,0,0,Punjab,4-Wheelers,5,8523,0.0005866478939340608
2021-10-01,2021,10,4,9,1559.3333333333333,-0.01,2.44,1.235471471385307,7.22,4.0,Maturing,0.4319223510380156,Central,0.3170833333333333,7.7,1.0,100.0,-0.91,-0.91,2.44,0.67,3.64,3.64,1.534714366238164,2-Wheelers,-0.3158,13.0,4.0,0,7.0,0,0,0,0,0,0,Rajasthan,2-Wheelers,1602,65626,0.02441105659342334
2021-10-01,2021,10,4,9,69.33333333333333,0.25,0.67,0.5128236264286639,0.39,7.0,Developing,0.2885906040268456,Central,0.3170833333333333,2.11,1.0,27.46,0.04,0.04,2.44,0.67,3.64,3.64,1.534714366238164,2-Wheelers,0.0,7.0,3.0,0,7.0,0,0,0,0,0,0,Rajasthan,4-Wheelers,86,12823,0.00670669890041332
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.3170833333333333,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,,1,0,0,0,0,0,Sikkim,2-Wheelers,0,455,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,Central,0.3170833333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,4.0,1,,1,0,0,0,0,0,Sikkim,4-Wheelers,0,345,0.0
2021-10-01,2021,10,4,9,2718.333333333333,-0.12,2.95,1.3737155789130306,11.4,3.0,Advanced,0.6821245618765166,West,1.650625,1.79,3.0,60.82,0.3,0.3,2.95,0.8,3.69,3.69,1.5454325824581878,2-Wheelers,-0.2065,15.0,7.0,0,7.0,0,0,0,0,0,0,Tamil Nadu,2-Wheelers,2530,85674,0.029530546023297615
2021-10-01,2021,10,4,9,104.66666666666669,0.11,0.8,0.5877866649021191,0.54,5.0,Developing,0.3993288590604026,West,1.650625,0.48,4.0,16.49,0.23,0.23,2.95,0.8,3.69,3.69,1.5454325824581878,2-Wheelers,0.0,9.0,2.0,0,7.0,0,0,0,0,0,0,Tamil Nadu,4-Wheelers,119,14796,0.008042714247093808
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.3170833333333333,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,7.0,0,0,0,0,0,0,Tripura,2-Wheelers,0,3015,0.0
2021-10-01,2021,10,4,9,0.0,0.0,0.0,0.0,0.0,21.0,Early,0.0,Central,0.3170833333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,4.0,1,7.0,0,0,0,0,0,0,Tripura,4-Wheelers,0,366,0.0
