date,state,vehicle_category,state_ev_sales,maker,electric_vehicles_sold,monthly_total_sales,maker_share_percent,estimated_ev_sales
2022-09-01,Madhya Pradesh,2-Wheelers,1898,BAJAJ,3649,53282,0.06848466649149806,130
2022-09-01,Madhya Pradesh,2-Wheelers,1898,BEING,975,53282,0.018298862655305732,35
2022-09-01,Madhya Pradesh,2-Wheelers,1898,HERO ELECTRIC,8208,53282,0.15404827146128147,292
2022-09-01,Madhya Pradesh,2-Wheelers,1898,JITENDRA,661,53282,0.012405690477084194,24
2022-09-01,Madhya Pradesh,2-Wheelers,1898,OKAYA EV,954,53282,0.01790473330580684,34
2022-09-01,Madhya Pradesh,2-Wheelers,1898,OKINAWA,8497,53282,0.1594722420329567,303
2022-09-01,Madhya Pradesh,2-Wheelers,1898,OLA ELECTRIC,8065,53282,0.15136443827183665,287
2022-09-01,Madhya Pradesh,2-Wheelers,1898,OTHERS,3849,53282,0.07223827934386848,137
2022-09-01,Madhya Pradesh,2-Wheelers,1898,PURE EV,790,53282,0.014826770766863106,28
2022-09-01,Madhya Pradesh,2-Wheelers,1898,REVOLT,865,53282,0.01623437558650201,31
2022-09-01,Madhya Pradesh,2-Wheelers,1898,TVS,4001,53282,0.07509102511166998,143
2022-09-01,Madhya Pradesh,4-Wheelers,61,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Madhya Pradesh,4-Wheelers,61,BYD India,48,3546,0.01353637901861252,1
2022-09-01,Madhya Pradesh,4-Wheelers,61,Hyundai Motor,57,3546,0.016074450084602367,1
2022-09-01,Madhya Pradesh,4-Wheelers,61,KIA Motors,0,3546,0.0,0
2022-09-01,Madhya Pradesh,4-Wheelers,61,MG Motor,207,3546,0.0583756345177665,4
2022-09-01,Madhya Pradesh,4-Wheelers,61,Mahindra and Mahindra,1213,3546,0.3420755781161873,21
2022-09-01,Madhya Pradesh,4-Wheelers,61,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Madhya Pradesh,4-Wheelers,61,PCA Automobiles,0,3546,0.0,0
2022-09-01,Madhya Pradesh,4-Wheelers,61,Tata Motors,1997,3546,0.5631697687535251,34
2022-09-01,Madhya Pradesh,4-Wheelers,61,Volvo Auto India,0,3546,0.0,0
2022-09-01,Maharashtra,2-Wheelers,10730,AMPERE,6488,53282,0.12176720093089599,1307
2022-09-01,Maharashtra,2-Wheelers,10730,ATHER,6280,53282,0.11786344356443076,1265
2022-09-01,Maharashtra,2-Wheelers,10730,BAJAJ,3649,53282,0.06848466649149806,735
2022-09-01,Maharashtra,2-Wheelers,10730,BEING,975,53282,0.018298862655305732,196
2022-09-01,Maharashtra,2-Wheelers,10730,HERO ELECTRIC,8208,53282,0.15404827146128147,1653
2022-09-01,Maharashtra,2-Wheelers,10730,JITENDRA,661,53282,0.012405690477084194,133
2022-09-01,Maharashtra,2-Wheelers,10730,OKAYA EV,954,53282,0.01790473330580684,192
2022-09-01,Maharashtra,2-Wheelers,10730,OKINAWA,8497,53282,0.1594722420329567,1711
2022-09-01,Maharashtra,2-Wheelers,10730,OLA ELECTRIC,8065,53282,0.15136443827183665,1624
2022-09-01,Maharashtra,2-Wheelers,10730,OTHERS,3849,53282,0.07223827934386848,775
2022-09-01,Maharashtra,2-Wheelers,10730,PURE EV,790,53282,0.014826770766863106,159
2022-09-01,Maharashtra,2-Wheelers,10730,REVOLT,865,53282,0.01623437558650201,174
2022-09-01,Maharashtra,2-Wheelers,10730,TVS,4001,53282,0.07509102511166998,806
2022-09-01,Maharashtra,4-Wheelers,939,BMW India,21,3546,0.005922165820642978,6
2022-09-01,Maharashtra,4-Wheelers,939,BYD India,48,3546,0.01353637901861252,13
2022-09-01,Maharashtra,4-Wheelers,939,Hyundai Motor,57,3546,0.016074450084602367,15
2022-09-01,Maharashtra,4-Wheelers,939,KIA Motors,0,3546,0.0,0
2022-09-01,Maharashtra,4-Wheelers,939,MG Motor,207,3546,0.0583756345177665,55
2022-09-01,Maharashtra,4-Wheelers,939,Mahindra and Mahindra,1213,3546,0.3420755781161873,321
2022-09-01,Maharashtra,4-Wheelers,939,Mercedes-Benz AG,3,3546,0.0008460236886632825,1
2022-09-01,Maharashtra,4-Wheelers,939,PCA Automobiles,0,3546,0.0,0
2022-09-01,Maharashtra,4-Wheelers,939,Tata Motors,1997,3546,0.5631697687535251,529
2022-09-01,Maharashtra,4-Wheelers,939,Volvo Auto India,0,3546,0.0,0
2022-09-01,Manipur,2-Wheelers,1,AMPERE,6488,53282,0.12176720093089599,0
2022-09-01,Manipur,2-Wheelers,1,ATHER,6280,53282,0.11786344356443076,0
2022-09-01,Manipur,2-Wheelers,1,BAJAJ,3649,53282,0.06848466649149806,0
2022-09-01,Manipur,2-Wheelers,1,BEING,975,53282,0.018298862655305732,0
2022-09-01,Manipur,2-Wheelers,1,HERO ELECTRIC,8208,53282,0.15404827146128147,0
2022-09-01,Manipur,2-Wheelers,1,JITENDRA,661,53282,0.012405690477084194,0
2022-09-01,Manipur,2-Wheelers,1,OKAYA EV,954,53282,0.01790473330580684,0
2022-09-01,Manipur,2-Wheelers,1,OKINAWA,8497,53282,0.1594722420329567,0
2022-09-01,Manipur,2-Wheelers,1,OLA ELECTRIC,8065,53282,0.15136443827183665,0
2022-09-01,Manipur,2-Wheelers,1,OTHERS,3849,53282,0.07223827934386848,0
2022-09-01,Manipur,2-Wheelers,1,PURE EV,790,53282,0.014826770766863106,0
2022-09-01,Manipur,2-Wheelers,1,REVOLT,865,53282,0.01623437558650201,0
2022-09-01,Manipur,2-Wheelers,1,TVS,4001,53282,0.07509102511166998,0
2022-09-01,Manipur,4-Wheelers,0,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Manipur,4-Wheelers,0,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Manipur,4-Wheelers,0,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Manipur,4-Wheelers,0,KIA Motors,0,3546,0.0,0
2022-09-01,Manipur,4-Wheelers,0,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Manipur,4-Wheelers,0,Mahindra and Mahindra,1213,3546,0.3420755781161873,0
2022-09-01,Manipur,4-Wheelers,0,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Manipur,4-Wheelers,0,PCA Automobiles,0,3546,0.0,0
2022-09-01,Manipur,4-Wheelers,0,Tata Motors,1997,3546,0.5631697687535251,0
2022-09-01,Manipur,4-Wheelers,0,Volvo Auto India,0,3546,0.0,0
2022-09-01,Meghalaya,2-Wheelers,1,AMPERE,6488,53282,0.12176720093089599,0
2022-09-01,Meghalaya,2-Wheelers,1,ATHER,6280,53282,0.11786344356443076,0
2022-09-01,Meghalaya,2-Wheelers,1,BAJAJ,3649,53282,0.06848466649149806,0
2022-09-01,Meghalaya,2-Wheelers,1,BEING,975,53282,0.018298862655305732,0
2022-09-01,Meghalaya,2-Wheelers,1,HERO ELECTRIC,8208,53282,0.15404827146128147,0
2022-09-01,Meghalaya,2-Wheelers,1,JITENDRA,661,53282,0.012405690477084194,0
2022-09-01,Meghalaya,2-Wheelers,1,OKAYA EV,954,53282,0.01790473330580684,0
2022-09-01,Meghalaya,2-Wheelers,1,OKINAWA,8497,53282,0.1594722420329567,0
2022-09-01,Meghalaya,2-Wheelers,1,OLA ELECTRIC,8065,53282,0.15136443827183665,0
2022-09-01,Meghalaya,2-Wheelers,1,OTHERS,3849,53282,0.07223827934386848,0
2022-09-01,Meghalaya,2-Wheelers,1,PURE EV,790,53282,0.014826770766863106,0
2022-09-01,Meghalaya,2-Wheelers,1,REVOLT,865,53282,0.01623437558650201,0
2022-09-01,Meghalaya,2-Wheelers,1,TVS,4001,53282,0.07509102511166998,0
2022-09-01,Meghalaya,4-Wheelers,2,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Meghalaya,4-Wheelers,2,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Meghalaya,4-Wheelers,2,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Meghalaya,4-Wheelers,2,KIA Motors,0,3546,0.0,0
2022-09-01,Meghalaya,4-Wheelers,2,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Meghalaya,4-Wheelers,2,Mahindra and Mahindra,1213,3546,0.3420755781161873,1
2022-09-01,Meghalaya,4-Wheelers,2,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Meghalaya,4-Wheelers,2,PCA Automobiles,0,3546,0.0,0
2022-09-01,Meghalaya,4-Wheelers,2,Tata Motors,1997,3546,0.5631697687535251,1
2022-09-01,Meghalaya,4-Wheelers,2,Volvo Auto India,0,3546,0.0,0
2022-09-01,Mizoram,2-Wheelers,4,AMPERE,6488,53282,0.12176720093089599,0
2022-09-01,Mizoram,2-Wheelers,4,ATHER,6280,53282,0.11786344356443076,0
2022-09-01,Mizoram,2-Wheelers,4,BAJAJ,3649,53282,0.06848466649149806,0
2022-09-01,Mizoram,2-Wheelers,4,BEING,975,53282,0.018298862655305732,0
2022-09-01,Mizoram,2-Wheelers,4,HERO ELECTRIC,8208,53282,0.15404827146128147,1
2022-09-01,Mizoram,2-Wheelers,4,JITENDRA,661,53282,0.012405690477084194,0
2022-09-01,Mizoram,2-Wheelers,4,OKAYA EV,954,53282,0.01790473330580684,0
2022-09-01,Mizoram,2-Wheelers,4,OKINAWA,8497,53282,0.1594722420329567,1
2022-09-01,Mizoram,2-Wheelers,4,OLA ELECTRIC,8065,53282,0.15136443827183665,1
2022-09-01,Mizoram,2-Wheelers,4,OTHERS,3849,53282,0.07223827934386848,0
2022-09-01,Mizoram,2-Wheelers,4,PURE EV,790,53282,0.014826770766863106,0
2022-09-01,Mizoram,2-Wheelers,4,REVOLT,865,53282,0.01623437558650201,0
2022-09-01,Mizoram,2-Wheelers,4,TVS,4001,53282,0.07509102511166998,0
2022-09-01,Mizoram,4-Wheelers,0,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Mizoram,4-Wheelers,0,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Mizoram,4-Wheelers,0,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Mizoram,4-Wheelers,0,KIA Motors,0,3546,0.0,0
2022-09-01,Mizoram,4-Wheelers,0,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Mizoram,4-Wheelers,0,Mahindra and Mahindra,1213,3546,0.3420755781161873,0
2022-09-01,Mizoram,4-Wheelers,0,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Mizoram,4-Wheelers,0,PCA Automobiles,0,3546,0.0,0
2022-09-01,Mizoram,4-Wheelers,0,Tata Motors,1997,3546,0.5631697687535251,0
2022-09-01,Mizoram,4-Wheelers,0,Volvo Auto India,0,3546,0.0,0
2022-09-01,Nagaland,2-Wheelers,0,AMPERE,6488,53282,0.12176720093089599,0
2022-09-01,Nagaland,2-Wheelers,0,ATHER,6280,53282,0.11786344356443076,0
2022-09-01,Nagaland,2-Wheelers,0,BAJAJ,3649,53282,0.06848466649149806,0
2022-09-01,Nagaland,2-Wheelers,0,BEING,975,53282,0.018298862655305732,0
2022-09-01,Nagaland,2-Wheelers,0,HERO ELECTRIC,8208,53282,0.15404827146128147,0
2022-09-01,Nagaland,2-Wheelers,0,JITENDRA,661,53282,0.012405690477084194,0
2022-09-01,Nagaland,2-Wheelers,0,OKAYA EV,954,53282,0.01790473330580684,0
2022-09-01,Nagaland,2-Wheelers,0,OKINAWA,8497,53282,0.1594722420329567,0
2022-09-01,Nagaland,2-Wheelers,0,OLA ELECTRIC,8065,53282,0.15136443827183665,0
2022-09-01,Nagaland,2-Wheelers,0,OTHERS,3849,53282,0.07223827934386848,0
2022-09-01,Nagaland,2-Wheelers,0,PURE EV,790,53282,0.014826770766863106,0
2022-09-01,Nagaland,2-Wheelers,0,REVOLT,865,53282,0.01623437558650201,0
2022-09-01,Nagaland,2-Wheelers,0,TVS,4001,53282,0.07509102511166998,0
2022-09-01,Nagaland,4-Wheelers,0,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Nagaland,4-Wheelers,0,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Nagaland,4-Wheelers,0,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Nagaland,4-Wheelers,0,KIA Motors,0,3546,0.0,0
2022-09-01,Nagaland,4-Wheelers,0,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Nagaland,4-Wheelers,0,Mahindra and Mahindra,1213,3546,0.3420755781161873,0
2022-09-01,Nagaland,4-Wheelers,0,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Nagaland,4-Wheelers,0,PCA Automobiles,0,3546,0.0,0
2022-09-01,Nagaland,4-Wheelers,0,Tata Motors,1997,3546,0.5631697687535251,0
2022-09-01,Nagaland,4-Wheelers,0,Volvo Auto India,0,3546,0.0,0
2022-09-01,Odisha,2-Wheelers,2197,AMPERE,6488,53282,0.12176720093089599,268
2022-09-01,Odisha,2-Wheelers,2197,ATHER,6280,53282,0.11786344356443076,259
2022-09-01,Odisha,2-Wheelers,2197,BAJAJ,3649,53282,0.06848466649149806,150
2022-09-01,Odisha,2-Wheelers,2197,BEING,975,53282,0.018298862655305732,40
2022-09-01,Odisha,2-Wheelers,2197,HERO ELECTRIC,8208,53282,0.15404827146128147,338
2022-09-01,Odisha,2-Wheelers,2197,JITENDRA,661,53282,0.012405690477084194,27
2022-09-01,Odisha,2-Wheelers,2197,OKAYA EV,954,53282,0.01790473330580684,39
2022-09-01,Odisha,2-Wheelers,2197,OKINAWA,8497,53282,0.1594722420329567,350
2022-09-01,Odisha,2-Wheelers,2197,OLA ELECTRIC,8065,53282,0.15136443827183665,333
2022-09-01,Odisha,2-Wheelers,2197,OTHERS,3849,53282,0.07223827934386848,159
2022-09-01,Odisha,2-Wheelers,2197,PURE EV,790,53282,0.014826770766863106,33
2022-09-01,Odisha,2-Wheelers,2197,REVOLT,865,53282,0.01623437558650201,36
2022-09-01,Odisha,2-Wheelers,2197,TVS,4001,53282,0.07509102511166998,165
2022-09-01,Odisha,4-Wheelers,40,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Odisha,4-Wheelers,40,BYD India,48,3546,0.01353637901861252,1
2022-09-01,Odisha,4-Wheelers,40,Hyundai Motor,57,3546,0.016074450084602367,1
2022-09-01,Odisha,4-Wheelers,40,KIA Motors,0,3546,0.0,0
2022-09-01,Odisha,4-Wheelers,40,MG Motor,207,3546,0.0583756345177665,2
2022-09-01,Odisha,4-Wheelers,40,Mahindra and Mahindra,1213,3546,0.3420755781161873,14
2022-09-01,Odisha,4-Wheelers,40,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Odisha,4-Wheelers,40,PCA Automobiles,0,3546,0.0,0
2022-09-01,Odisha,4-Wheelers,40,Tata Motors,1997,3546,0.5631697687535251,23
2022-09-01,Odisha,4-Wheelers,40,Volvo Auto India,0,3546,0.0,0
2022-09-01,Puducherry,2-Wheelers,114,AMPERE,6488,53282,0.12176720093089599,14
2022-09-01,Puducherry,2-Wheelers,114,ATHER,6280,53282,0.11786344356443076,13
2022-09-01,Puducherry,2-Wheelers,114,BAJAJ,3649,53282,0.06848466649149806,8
2022-09-01,Puducherry,2-Wheelers,114,BEING,975,53282,0.018298862655305732,2
2022-09-01,Puducherry,2-Wheelers,114,HERO ELECTRIC,8208,53282,0.15404827146128147,18
2022-09-01,Puducherry,2-Wheelers,114,JITENDRA,661,53282,0.012405690477084194,1
2022-09-01,Puducherry,2-Wheelers,114,OKAYA EV,954,53282,0.01790473330580684,2
2022-09-01,Puducherry,2-Wheelers,114,OKINAWA,8497,53282,0.1594722420329567,18
2022-09-01,Puducherry,2-Wheelers,114,OLA ELECTRIC,8065,53282,0.15136443827183665,17
2022-09-01,Puducherry,2-Wheelers,114,OTHERS,3849,53282,0.07223827934386848,8
2022-09-01,Puducherry,2-Wheelers,114,PURE EV,790,53282,0.014826770766863106,2
2022-09-01,Puducherry,2-Wheelers,114,REVOLT,865,53282,0.01623437558650201,2
2022-09-01,Puducherry,2-Wheelers,114,TVS,4001,53282,0.07509102511166998,9
2022-09-01,Puducherry,4-Wheelers,2,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Puducherry,4-Wheelers,2,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Puducherry,4-Wheelers,2,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Puducherry,4-Wheelers,2,KIA Motors,0,3546,0.0,0
2022-09-01,Puducherry,4-Wheelers,2,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Puducherry,4-Wheelers,2,Mahindra and Mahindra,1213,3546,0.3420755781161873,1
2022-09-01,Puducherry,4-Wheelers,2,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Puducherry,4-Wheelers,2,PCA Automobiles,0,3546,0.0,0
2022-09-01,Puducherry,4-Wheelers,2,Tata Motors,1997,3546,0.5631697687535251,1
2022-09-01,Puducherry,4-Wheelers,2,Volvo Auto India,0,3546,0.0,0
2022-09-01,Punjab,2-Wheelers,590,AMPERE,6488,53282,0.12176720093089599,72
2022-09-01,Punjab,2-Wheelers,590,ATHER,6280,53282,0.11786344356443076,70
2022-09-01,Punjab,2-Wheelers,590,BAJAJ,3649,53282,0.06848466649149806,40
2022-09-01,Punjab,2-Wheelers,590,BEING,975,53282,0.018298862655305732,11
2022-09-01,Punjab,2-Wheelers,590,HERO ELECTRIC,8208,53282,0.15404827146128147,91
2022-09-01,Punjab,2-Wheelers,590,JITENDRA,661,53282,0.012405690477084194,7
2022-09-01,Punjab,2-Wheelers,590,OKAYA EV,954,53282,0.01790473330580684,11
2022-09-01,Punjab,2-Wheelers,590,OKINAWA,8497,53282,0.1594722420329567,94
2022-09-01,Punjab,2-Wheelers,590,OLA ELECTRIC,8065,53282,0.15136443827183665,89
2022-09-01,Punjab,2-Wheelers,590,OTHERS,3849,53282,0.07223827934386848,43
2022-09-01,Punjab,2-Wheelers,590,PURE EV,790,53282,0.014826770766863106,9
2022-09-01,Punjab,2-Wheelers,590,REVOLT,865,53282,0.01623437558650201,10
2022-09-01,Punjab,2-Wheelers,590,TVS,4001,53282,0.07509102511166998,44
2022-09-01,Punjab,4-Wheelers,4,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Punjab,4-Wheelers,4,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Punjab,4-Wheelers,4,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Punjab,4-Wheelers,4,KIA Motors,0,3546,0.0,0
2022-09-01,Punjab,4-Wheelers,4,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Punjab,4-Wheelers,4,Mahindra and Mahindra,1213,3546,0.3420755781161873,1
2022-09-01,Punjab,4-Wheelers,4,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Punjab,4-Wheelers,4,PCA Automobiles,0,3546,0.0,0
2022-09-01,Punjab,4-Wheelers,4,Tata Motors,1997,3546,0.5631697687535251,2
2022-09-01,Punjab,4-Wheelers,4,Volvo Auto India,0,3546,0.0,0
2022-09-01,Rajasthan,2-Wheelers,4677,AMPERE,6488,53282,0.12176720093089599,570
2022-09-01,Rajasthan,2-Wheelers,4677,ATHER,6280,53282,0.11786344356443076,551
2022-09-01,Rajasthan,2-Wheelers,4677,BAJAJ,3649,53282,0.06848466649149806,320
2022-09-01,Rajasthan,2-Wheelers,4677,BEING,975,53282,0.018298862655305732,86
2022-09-01,Rajasthan,2-Wheelers,4677,HERO ELECTRIC,8208,53282,0.15404827146128147,720
2022-09-01,Rajasthan,2-Wheelers,4677,JITENDRA,661,53282,0.012405690477084194,58
2022-09-01,Rajasthan,2-Wheelers,4677,OKAYA EV,954,53282,0.01790473330580684,84
2022-09-01,Rajasthan,2-Wheelers,4677,OKINAWA,8497,53282,0.1594722420329567,746
2022-09-01,Rajasthan,2-Wheelers,4677,OLA ELECTRIC,8065,53282,0.15136443827183665,708
2022-09-01,Rajasthan,2-Wheelers,4677,OTHERS,3849,53282,0.07223827934386848,338
2022-09-01,Rajasthan,2-Wheelers,4677,PURE EV,790,53282,0.014826770766863106,69
2022-09-01,Rajasthan,2-Wheelers,4677,REVOLT,865,53282,0.01623437558650201,76
2022-09-01,Rajasthan,2-Wheelers,4677,TVS,4001,53282,0.07509102511166998,351
2022-09-01,Rajasthan,4-Wheelers,150,BMW India,21,3546,0.005922165820642978,1
2022-09-01,Rajasthan,4-Wheelers,150,BYD India,48,3546,0.01353637901861252,2
2022-09-01,Rajasthan,4-Wheelers,150,Hyundai Motor,57,3546,0.016074450084602367,2
2022-09-01,Rajasthan,4-Wheelers,150,KIA Motors,0,3546,0.0,0
2022-09-01,Rajasthan,4-Wheelers,150,MG Motor,207,3546,0.0583756345177665,9
2022-09-01,Rajasthan,4-Wheelers,150,Mahindra and Mahindra,1213,3546,0.3420755781161873,51
2022-09-01,Rajasthan,4-Wheelers,150,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Rajasthan,4-Wheelers,150,PCA Automobiles,0,3546,0.0,0
2022-09-01,Rajasthan,4-Wheelers,150,Tata Motors,1997,3546,0.5631697687535251,84
2022-09-01,Rajasthan,4-Wheelers,150,Volvo Auto India,0,3546,0.0,0
2022-09-01,Sikkim,2-Wheelers,0,AMPERE,6488,53282,0.12176720093089599,0
2022-09-01,Sikkim,2-Wheelers,0,ATHER,6280,53282,0.11786344356443076,0
2022-09-01,Sikkim,2-Wheelers,0,BAJAJ,3649,53282,0.06848466649149806,0
2022-09-01,Sikkim,2-Wheelers,0,BEING,975,53282,0.018298862655305732,0
2022-09-01,Sikkim,2-Wheelers,0,HERO ELECTRIC,8208,53282,0.15404827146128147,0
2022-09-01,Sikkim,2-Wheelers,0,JITENDRA,661,53282,0.012405690477084194,0
2022-09-01,Sikkim,2-Wheelers,0,OKAYA EV,954,53282,0.01790473330580684,0
2022-09-01,Sikkim,2-Wheelers,0,OKINAWA,8497,53282,0.1594722420329567,0
2022-09-01,Sikkim,2-Wheelers,0,OLA ELECTRIC,8065,53282,0.15136443827183665,0
2022-09-01,Sikkim,2-Wheelers,0,OTHERS,3849,53282,0.07223827934386848,0
2022-09-01,Sikkim,2-Wheelers,0,PURE EV,790,53282,0.014826770766863106,0
2022-09-01,Sikkim,2-Wheelers,0,REVOLT,865,53282,0.01623437558650201,0
2022-09-01,Sikkim,2-Wheelers,0,TVS,4001,53282,0.07509102511166998,0
2022-09-01,Sikkim,4-Wheelers,0,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Sikkim,4-Wheelers,0,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Sikkim,4-Wheelers,0,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Sikkim,4-Wheelers,0,KIA Motors,0,3546,0.0,0
2022-09-01,Sikkim,4-Wheelers,0,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Sikkim,4-Wheelers,0,Mahindra and Mahindra,1213,3546,0.3420755781161873,0
2022-09-01,Sikkim,4-Wheelers,0,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Sikkim,4-Wheelers,0,PCA Automobiles,0,3546,0.0,0
2022-09-01,Sikkim,4-Wheelers,0,Tata Motors,1997,3546,0.5631697687535251,0
2022-09-01,Sikkim,4-Wheelers,0,Volvo Auto India,0,3546,0.0,0
2022-09-01,Tamil Nadu,2-Wheelers,5112,AMPERE,6488,53282,0.12176720093089599,622
2022-09-01,Tamil Nadu,2-Wheelers,5112,ATHER,6280,53282,0.11786344356443076,603
2022-09-01,Tamil Nadu,2-Wheelers,5112,BAJAJ,3649,53282,0.06848466649149806,350
2022-09-01,Tamil Nadu,2-Wheelers,5112,BEING,975,53282,0.018298862655305732,94
2022-09-01,Tamil Nadu,2-Wheelers,5112,HERO ELECTRIC,8208,53282,0.15404827146128147,787
2022-09-01,Tamil Nadu,2-Wheelers,5112,JITENDRA,661,53282,0.012405690477084194,63
2022-09-01,Tamil Nadu,2-Wheelers,5112,OKAYA EV,954,53282,0.01790473330580684,92
2022-09-01,Tamil Nadu,2-Wheelers,5112,OKINAWA,8497,53282,0.1594722420329567,815
2022-09-01,Tamil Nadu,2-Wheelers,5112,OLA ELECTRIC,8065,53282,0.15136443827183665,774
2022-09-01,Tamil Nadu,2-Wheelers,5112,OTHERS,3849,53282,0.07223827934386848,369
2022-09-01,Tamil Nadu,2-Wheelers,5112,PURE EV,790,53282,0.014826770766863106,76
2022-09-01,Tamil Nadu,2-Wheelers,5112,REVOLT,865,53282,0.01623437558650201,83
2022-09-01,Tamil Nadu,2-Wheelers,5112,TVS,4001,53282,0.07509102511166998,384
2022-09-01,Tamil Nadu,4-Wheelers,218,BMW India,21,3546,0.005922165820642978,1
2022-09-01,Tamil Nadu,4-Wheelers,218,BYD India,48,3546,0.01353637901861252,3
2022-09-01,Tamil Nadu,4-Wheelers,218,Hyundai Motor,57,3546,0.016074450084602367,4
2022-09-01,Tamil Nadu,4-Wheelers,218,KIA Motors,0,3546,0.0,0
2022-09-01,Tamil Nadu,4-Wheelers,218,MG Motor,207,3546,0.0583756345177665,13
2022-09-01,Tamil Nadu,4-Wheelers,218,Mahindra and Mahindra,1213,3546,0.3420755781161873,75
2022-09-01,Tamil Nadu,4-Wheelers,218,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Tamil Nadu,4-Wheelers,218,PCA Automobiles,0,3546,0.0,0
2022-09-01,Tamil Nadu,4-Wheelers,218,Tata Motors,1997,3546,0.5631697687535251,123
2022-09-01,Tamil Nadu,4-Wheelers,218,Volvo Auto India,0,3546,0.0,0
2022-09-01,Tripura,2-Wheelers,17,AMPERE,6488,53282,0.12176720093089599,2
2022-09-01,Tripura,2-Wheelers,17,ATHER,6280,53282,0.11786344356443076,2
2022-09-01,Tripura,2-Wheelers,17,BAJAJ,3649,53282,0.06848466649149806,1
2022-09-01,Tripura,2-Wheelers,17,BEING,975,53282,0.018298862655305732,0
2022-09-01,Tripura,2-Wheelers,17,HERO ELECTRIC,8208,53282,0.15404827146128147,3
2022-09-01,Tripura,2-Wheelers,17,JITENDRA,661,53282,0.012405690477084194,0
2022-09-01,Tripura,2-Wheelers,17,OKAYA EV,954,53282,0.01790473330580684,0
2022-09-01,Tripura,2-Wheelers,17,OKINAWA,8497,53282,0.1594722420329567,3
2022-09-01,Tripura,2-Wheelers,17,OLA ELECTRIC,8065,53282,0.15136443827183665,3
2022-09-01,Tripura,2-Wheelers,17,OTHERS,3849,53282,0.07223827934386848,1
2022-09-01,Tripura,2-Wheelers,17,PURE EV,790,53282,0.014826770766863106,0
2022-09-01,Tripura,2-Wheelers,17,REVOLT,865,53282,0.01623437558650201,0
2022-09-01,Tripura,2-Wheelers,17,TVS,4001,53282,0.07509102511166998,1
2022-09-01,Tripura,4-Wheelers,0,BMW India,21,3546,0.005922165820642978,0
2022-09-01,Tripura,4-Wheelers,0,BYD India,48,3546,0.01353637901861252,0
2022-09-01,Tripura,4-Wheelers,0,Hyundai Motor,57,3546,0.016074450084602367,0
2022-09-01,Tripura,4-Wheelers,0,KIA Motors,0,3546,0.0,0
2022-09-01,Tripura,4-Wheelers,0,MG Motor,207,3546,0.0583756345177665,0
2022-09-01,Tripura,4-Wheelers,0,Mahindra and Mahindra,1213,3546,0.3420755781161873,0
2022-09-01,Tripura,4-Wheelers,0,Mercedes-Benz AG,3,3546,0.0008460236886632825,0
2022-09-01,Tripura,4-Wheelers,0,PCA Automobiles,0,3546,0.0,0
2022-09-01,Tripura,4-Wheelers,0,Tata Motors,1997,3546,0.5631697687535251,0
2022-09-01,Tripura,4-Wheelers,0,Volvo Auto India,0,3546,0.0,0
