date,state,vehicle_category,state_ev_sales,maker,electric_vehicles_sold,monthly_total_sales,maker_share_percent,estimated_ev_sales
2021-12-01,Jammu and Kashmir,4-Wheelers,0,PCA Automobiles,0,2615,0.0,0
2021-12-01,Jammu and Kashmir,4-Wheelers,0,Tata Motors,1952,2615,0.7464627151051625,0
2021-12-01,Jammu and Kashmir,4-Wheelers,0,Volvo Auto India,0,2615,0.0,0
2021-12-01,Jharkhand,2-Wheelers,293,AMPERE,3410,26626,0.12807030721850823,38
2021-12-01,Jharkhand,2-Wheelers,293,ATHER,1813,26626,0.06809133929242094,20
2021-12-01,Jharkhand,2-Wheelers,293,BAJAJ,642,26626,0.024111770449936152,7
2021-12-01,Jharkhand,2-Wheelers,293,BEING,1190,26626,0.0446931570645234,13
2021-12-01,Jharkhand,2-Wheelers,293,HERO ELECTRIC,6402,26626,0.24044167355216706,70
2021-12-01,Jharkhand,2-Wheelers,293,JITENDRA,503,26626,0.018891309246601068,6
2021-12-01,Jharkhand,2-Wheelers,293,OKINAWA,6184,26626,0.2322541876361451,68
2021-12-01,Jharkhand,2-Wheelers,293,OLA ELECTRIC,240,26626,0.009013745962592955,3
2021-12-01,Jharkhand,2-Wheelers,293,OTHERS,2603,26626,0.09776158641928942,29
2021-12-01,Jharkhand,2-Wheelers,293,PURE EV,1685,26626,0.06328400811237136,19
2021-12-01,Jharkhand,2-Wheelers,293,REVOLT,835,26626,0.03136032449485465,9
2021-12-01,Jharkhand,2-Wheelers,293,TVS,1119,26626,0.042026590550589646,12
2021-12-01,Jharkhand,4-Wheelers,3,BMW India,0,2615,0.0,0
2021-12-01,Jharkhand,4-Wheelers,3,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Jharkhand,4-Wheelers,3,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Jharkhand,4-Wheelers,3,KIA Motors,0,2615,0.0,0
2021-12-01,Jharkhand,4-Wheelers,3,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Jharkhand,4-Wheelers,3,Mahindra and Mahindra,552,2615,0.21108986615678776,1
2021-12-01,Jharkhand,4-Wheelers,3,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Jharkhand,4-Wheelers,3,PCA Automobiles,0,2615,0.0,0
2021-12-01,Jharkhand,4-Wheelers,3,Tata Motors,1952,2615,0.7464627151051625,2
2021-12-01,Jharkhand,4-Wheelers,3,Volvo Auto India,0,2615,0.0,0
2021-12-01,Karnataka,2-Wheelers,4381,AMPERE,3410,26626,0.12807030721850823,561
2021-12-01,Karnataka,2-Wheelers,4381,ATHER,1813,26626,0.06809133929242094,298
2021-12-01,Karnataka,2-Wheelers,4381,BAJAJ,642,26626,0.024111770449936152,106
2021-12-01,Karnataka,2-Wheelers,4381,BEING,1190,26626,0.0446931570645234,196
2021-12-01,Karnataka,2-Wheelers,4381,HERO ELECTRIC,6402,26626,0.24044167355216706,1053
2021-12-01,Karnataka,2-Wheelers,4381,JITENDRA,503,26626,0.018891309246601068,83
2021-12-01,Karnataka,2-Wheelers,4381,OKINAWA,6184,26626,0.2322541876361451,1018
2021-12-01,Karnataka,2-Wheelers,4381,OLA ELECTRIC,240,26626,0.009013745962592955,39
2021-12-01,Karnataka,2-Wheelers,4381,OTHERS,2603,26626,0.09776158641928942,428
2021-12-01,Karnataka,2-Wheelers,4381,PURE EV,1685,26626,0.06328400811237136,277
2021-12-01,Karnataka,2-Wheelers,4381,REVOLT,835,26626,0.03136032449485465,137
2021-12-01,Karnataka,2-Wheelers,4381,TVS,1119,26626,0.042026590550589646,184
2021-12-01,Karnataka,4-Wheelers,153,BMW India,0,2615,0.0,0
2021-12-01,Karnataka,4-Wheelers,153,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Karnataka,4-Wheelers,153,Hyundai Motor,10,2615,0.0038240917782026767,1
2021-12-01,Karnataka,4-Wheelers,153,KIA Motors,0,2615,0.0,0
2021-12-01,Karnataka,4-Wheelers,153,MG Motor,99,2615,0.0378585086042065,6
2021-12-01,Karnataka,4-Wheelers,153,Mahindra and Mahindra,552,2615,0.21108986615678776,32
2021-12-01,Karnataka,4-Wheelers,153,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Karnataka,4-Wheelers,153,PCA Automobiles,0,2615,0.0,0
2021-12-01,Karnataka,4-Wheelers,153,Tata Motors,1952,2615,0.7464627151051625,114
2021-12-01,Karnataka,4-Wheelers,153,Volvo Auto India,0,2615,0.0,0
2021-12-01,Kerala,2-Wheelers,1107,AMPERE,3410,26626,0.12807030721850823,142
2021-12-01,Kerala,2-Wheelers,1107,ATHER,1813,26626,0.06809133929242094,75
2021-12-01,Kerala,2-Wheelers,1107,BAJAJ,642,26626,0.024111770449936152,27
2021-12-01,Kerala,2-Wheelers,1107,BEING,1190,26626,0.0446931570645234,49
2021-12-01,Kerala,2-Wheelers,1107,HERO ELECTRIC,6402,26626,0.24044167355216706,266
2021-12-01,Kerala,2-Wheelers,1107,JITENDRA,503,26626,0.018891309246601068,21
2021-12-01,Kerala,2-Wheelers,1107,OKINAWA,6184,26626,0.2322541876361451,257
2021-12-01,Kerala,2-Wheelers,1107,OLA ELECTRIC,240,26626,0.009013745962592955,10
2021-12-01,Kerala,2-Wheelers,1107,OTHERS,2603,26626,0.09776158641928942,108
2021-12-01,Kerala,2-Wheelers,1107,PURE EV,1685,26626,0.06328400811237136,70
2021-12-01,Kerala,2-Wheelers,1107,REVOLT,835,26626,0.03136032449485465,35
2021-12-01,Kerala,2-Wheelers,1107,TVS,1119,26626,0.042026590550589646,47
2021-12-01,Kerala,4-Wheelers,186,BMW India,0,2615,0.0,0
2021-12-01,Kerala,4-Wheelers,186,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Kerala,4-Wheelers,186,Hyundai Motor,10,2615,0.0038240917782026767,1
2021-12-01,Kerala,4-Wheelers,186,KIA Motors,0,2615,0.0,0
2021-12-01,Kerala,4-Wheelers,186,MG Motor,99,2615,0.0378585086042065,7
2021-12-01,Kerala,4-Wheelers,186,Mahindra and Mahindra,552,2615,0.21108986615678776,39
2021-12-01,Kerala,4-Wheelers,186,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Kerala,4-Wheelers,186,PCA Automobiles,0,2615,0.0,0
2021-12-01,Kerala,4-Wheelers,186,Tata Motors,1952,2615,0.7464627151051625,139
2021-12-01,Kerala,4-Wheelers,186,Volvo Auto India,0,2615,0.0,0
2021-12-01,Ladakh,2-Wheelers,0,AMPERE,3410,26626,0.12807030721850823,0
2021-12-01,Ladakh,2-Wheelers,0,ATHER,1813,26626,0.06809133929242094,0
2021-12-01,Ladakh,2-Wheelers,0,BAJAJ,642,26626,0.024111770449936152,0
2021-12-01,Ladakh,2-Wheelers,0,BEING,1190,26626,0.0446931570645234,0
2021-12-01,Ladakh,2-Wheelers,0,HERO ELECTRIC,6402,26626,0.24044167355216706,0
2021-12-01,Ladakh,2-Wheelers,0,JITENDRA,503,26626,0.018891309246601068,0
2021-12-01,Ladakh,2-Wheelers,0,OKINAWA,6184,26626,0.2322541876361451,0
2021-12-01,Ladakh,2-Wheelers,0,OLA ELECTRIC,240,26626,0.009013745962592955,0
2021-12-01,Ladakh,2-Wheelers,0,OTHERS,2603,26626,0.09776158641928942,0
2021-12-01,Ladakh,2-Wheelers,0,PURE EV,1685,26626,0.06328400811237136,0
2021-12-01,Ladakh,2-Wheelers,0,REVOLT,835,26626,0.03136032449485465,0
2021-12-01,Ladakh,2-Wheelers,0,TVS,1119,26626,0.042026590550589646,0
2021-12-01,Ladakh,4-Wheelers,0,BMW India,0,2615,0.0,0
2021-12-01,Ladakh,4-Wheelers,0,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Ladakh,4-Wheelers,0,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Ladakh,4-Wheelers,0,KIA Motors,0,2615,0.0,0
2021-12-01,Ladakh,4-Wheelers,0,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Ladakh,4-Wheelers,0,Mahindra and Mahindra,552,2615,0.21108986615678776,0
2021-12-01,Ladakh,4-Wheelers,0,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Ladakh,4-Wheelers,0,PCA Automobiles,0,2615,0.0,0
2021-12-01,Ladakh,4-Wheelers,0,Tata Motors,1952,2615,0.7464627151051625,0
2021-12-01,Ladakh,4-Wheelers,0,Volvo Auto India,0,2615,0.0,0
2021-12-01,Madhya Pradesh,2-Wheelers,901,AMPERE,3410,26626,0.12807030721850823,115
2021-12-01,Madhya Pradesh,2-Wheelers,901,ATHER,1813,26626,0.06809133929242094,61
2021-12-01,Madhya Pradesh,2-Wheelers,901,BAJAJ,642,26626,0.024111770449936152,22
2021-12-01,Madhya Pradesh,2-Wheelers,901,BEING,1190,26626,0.0446931570645234,40
2021-12-01,Madhya Pradesh,2-Wheelers,901,HERO ELECTRIC,6402,26626,0.24044167355216706,217
2021-12-01,Madhya Pradesh,2-Wheelers,901,JITENDRA,503,26626,0.018891309246601068,17
2021-12-01,Madhya Pradesh,2-Wheelers,901,OKINAWA,6184,26626,0.2322541876361451,209
2021-12-01,Madhya Pradesh,2-Wheelers,901,OLA ELECTRIC,240,26626,0.009013745962592955,8
2021-12-01,Madhya Pradesh,2-Wheelers,901,OTHERS,2603,26626,0.09776158641928942,88
2021-12-01,Madhya Pradesh,2-Wheelers,901,PURE EV,1685,26626,0.06328400811237136,57
2021-12-01,Madhya Pradesh,2-Wheelers,901,REVOLT,835,26626,0.03136032449485465,28
2021-12-01,Madhya Pradesh,2-Wheelers,901,TVS,1119,26626,0.042026590550589646,38
2021-12-01,Madhya Pradesh,4-Wheelers,30,BMW India,0,2615,0.0,0
2021-12-01,Madhya Pradesh,4-Wheelers,30,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Madhya Pradesh,4-Wheelers,30,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Madhya Pradesh,4-Wheelers,30,KIA Motors,0,2615,0.0,0
2021-12-01,Madhya Pradesh,4-Wheelers,30,MG Motor,99,2615,0.0378585086042065,1
2021-12-01,Madhya Pradesh,4-Wheelers,30,Mahindra and Mahindra,552,2615,0.21108986615678776,6
2021-12-01,Madhya Pradesh,4-Wheelers,30,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Madhya Pradesh,4-Wheelers,30,PCA Automobiles,0,2615,0.0,0
2021-12-01,Madhya Pradesh,4-Wheelers,30,Tata Motors,1952,2615,0.7464627151051625,22
2021-12-01,Madhya Pradesh,4-Wheelers,30,Volvo Auto India,0,2615,0.0,0
2021-12-01,Maharashtra,2-Wheelers,4775,AMPERE,3410,26626,0.12807030721850823,612
2021-12-01,Maharashtra,2-Wheelers,4775,ATHER,1813,26626,0.06809133929242094,325
2021-12-01,Maharashtra,2-Wheelers,4775,BAJAJ,642,26626,0.024111770449936152,115
2021-12-01,Maharashtra,2-Wheelers,4775,BEING,1190,26626,0.0446931570645234,213
2021-12-01,Maharashtra,2-Wheelers,4775,HERO ELECTRIC,6402,26626,0.24044167355216706,1148
2021-12-01,Maharashtra,2-Wheelers,4775,JITENDRA,503,26626,0.018891309246601068,90
2021-12-01,Maharashtra,2-Wheelers,4775,OKINAWA,6184,26626,0.2322541876361451,1109
2021-12-01,Maharashtra,2-Wheelers,4775,OLA ELECTRIC,240,26626,0.009013745962592955,43
2021-12-01,Maharashtra,2-Wheelers,4775,OTHERS,2603,26626,0.09776158641928942,467
2021-12-01,Maharashtra,2-Wheelers,4775,PURE EV,1685,26626,0.06328400811237136,302
2021-12-01,Maharashtra,2-Wheelers,4775,REVOLT,835,26626,0.03136032449485465,150
2021-12-01,Maharashtra,2-Wheelers,4775,TVS,1119,26626,0.042026590550589646,201
2021-12-01,Maharashtra,4-Wheelers,1392,BMW India,0,2615,0.0,0
2021-12-01,Maharashtra,4-Wheelers,1392,BYD India,1,2615,0.0003824091778202677,1
2021-12-01,Maharashtra,4-Wheelers,1392,Hyundai Motor,10,2615,0.0038240917782026767,5
2021-12-01,Maharashtra,4-Wheelers,1392,KIA Motors,0,2615,0.0,0
2021-12-01,Maharashtra,4-Wheelers,1392,MG Motor,99,2615,0.0378585086042065,53
2021-12-01,Maharashtra,4-Wheelers,1392,Mahindra and Mahindra,552,2615,0.21108986615678776,294
2021-12-01,Maharashtra,4-Wheelers,1392,Mercedes-Benz AG,1,2615,0.0003824091778202677,1
2021-12-01,Maharashtra,4-Wheelers,1392,PCA Automobiles,0,2615,0.0,0
2021-12-01,Maharashtra,4-Wheelers,1392,Tata Motors,1952,2615,0.7464627151051625,1039
2021-12-01,Maharashtra,4-Wheelers,1392,Volvo Auto India,0,2615,0.0,0
2021-12-01,Manipur,2-Wheelers,4,AMPERE,3410,26626,0.12807030721850823,1
2021-12-01,Manipur,2-Wheelers,4,ATHER,1813,26626,0.06809133929242094,0
2021-12-01,Manipur,2-Wheelers,4,BAJAJ,642,26626,0.024111770449936152,0
2021-12-01,Manipur,2-Wheelers,4,BEING,1190,26626,0.0446931570645234,0
2021-12-01,Manipur,2-Wheelers,4,HERO ELECTRIC,6402,26626,0.24044167355216706,1
2021-12-01,Manipur,2-Wheelers,4,JITENDRA,503,26626,0.018891309246601068,0
2021-12-01,Manipur,2-Wheelers,4,OKINAWA,6184,26626,0.2322541876361451,1
2021-12-01,Manipur,2-Wheelers,4,OLA ELECTRIC,240,26626,0.009013745962592955,0
2021-12-01,Manipur,2-Wheelers,4,OTHERS,2603,26626,0.09776158641928942,0
2021-12-01,Manipur,2-Wheelers,4,PURE EV,1685,26626,0.06328400811237136,0
2021-12-01,Manipur,2-Wheelers,4,REVOLT,835,26626,0.03136032449485465,0
2021-12-01,Manipur,2-Wheelers,4,TVS,1119,26626,0.042026590550589646,0
2021-12-01,Manipur,4-Wheelers,0,BMW India,0,2615,0.0,0
2021-12-01,Manipur,4-Wheelers,0,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Manipur,4-Wheelers,0,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Manipur,4-Wheelers,0,KIA Motors,0,2615,0.0,0
2021-12-01,Manipur,4-Wheelers,0,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Manipur,4-Wheelers,0,Mahindra and Mahindra,552,2615,0.21108986615678776,0
2021-12-01,Manipur,4-Wheelers,0,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Manipur,4-Wheelers,0,PCA Automobiles,0,2615,0.0,0
2021-12-01,Manipur,4-Wheelers,0,Tata Motors,1952,2615,0.7464627151051625,0
2021-12-01,Manipur,4-Wheelers,0,Volvo Auto India,0,2615,0.0,0
2021-12-01,Meghalaya,2-Wheelers,0,AMPERE,3410,26626,0.12807030721850823,0
2021-12-01,Meghalaya,2-Wheelers,0,ATHER,1813,26626,0.06809133929242094,0
2021-12-01,Meghalaya,2-Wheelers,0,BAJAJ,642,26626,0.024111770449936152,0
2021-12-01,Meghalaya,2-Wheelers,0,BEING,1190,26626,0.0446931570645234,0
2021-12-01,Meghalaya,2-Wheelers,0,HERO ELECTRIC,6402,26626,0.24044167355216706,0
2021-12-01,Meghalaya,2-Wheelers,0,JITENDRA,503,26626,0.018891309246601068,0
2021-12-01,Meghalaya,2-Wheelers,0,OKINAWA,6184,26626,0.2322541876361451,0
2021-12-01,Meghalaya,2-Wheelers,0,OLA ELECTRIC,240,26626,0.009013745962592955,0
2021-12-01,Meghalaya,2-Wheelers,0,OTHERS,2603,26626,0.09776158641928942,0
2021-12-01,Meghalaya,2-Wheelers,0,PURE EV,1685,26626,0.06328400811237136,0
2021-12-01,Meghalaya,2-Wheelers,0,REVOLT,835,26626,0.03136032449485465,0
2021-12-01,Meghalaya,2-Wheelers,0,TVS,1119,26626,0.042026590550589646,0
2021-12-01,Meghalaya,4-Wheelers,0,BMW India,0,2615,0.0,0
2021-12-01,Meghalaya,4-Wheelers,0,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Meghalaya,4-Wheelers,0,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Meghalaya,4-Wheelers,0,KIA Motors,0,2615,0.0,0
2021-12-01,Meghalaya,4-Wheelers,0,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Meghalaya,4-Wheelers,0,Mahindra and Mahindra,552,2615,0.21108986615678776,0
2021-12-01,Meghalaya,4-Wheelers,0,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Meghalaya,4-Wheelers,0,PCA Automobiles,0,2615,0.0,0
2021-12-01,Meghalaya,4-Wheelers,0,Tata Motors,1952,2615,0.7464627151051625,0
2021-12-01,Meghalaya,4-Wheelers,0,Volvo Auto India,0,2615,0.0,0
2021-12-01,Mizoram,2-Wheelers,0,AMPERE,3410,26626,0.12807030721850823,0
2021-12-01,Mizoram,2-Wheelers,0,ATHER,1813,26626,0.06809133929242094,0
2021-12-01,Mizoram,2-Wheelers,0,BAJAJ,642,26626,0.024111770449936152,0
2021-12-01,Mizoram,2-Wheelers,0,BEING,1190,26626,0.0446931570645234,0
2021-12-01,Mizoram,2-Wheelers,0,HERO ELECTRIC,6402,26626,0.24044167355216706,0
2021-12-01,Mizoram,2-Wheelers,0,JITENDRA,503,26626,0.018891309246601068,0
2021-12-01,Mizoram,2-Wheelers,0,OKINAWA,6184,26626,0.2322541876361451,0
2021-12-01,Mizoram,2-Wheelers,0,OLA ELECTRIC,240,26626,0.009013745962592955,0
2021-12-01,Mizoram,2-Wheelers,0,OTHERS,2603,26626,0.09776158641928942,0
2021-12-01,Mizoram,2-Wheelers,0,PURE EV,1685,26626,0.06328400811237136,0
2021-12-01,Mizoram,2-Wheelers,0,REVOLT,835,26626,0.03136032449485465,0
2021-12-01,Mizoram,2-Wheelers,0,TVS,1119,26626,0.042026590550589646,0
2021-12-01,Mizoram,4-Wheelers,0,BMW India,0,2615,0.0,0
2021-12-01,Mizoram,4-Wheelers,0,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Mizoram,4-Wheelers,0,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Mizoram,4-Wheelers,0,KIA Motors,0,2615,0.0,0
2021-12-01,Mizoram,4-Wheelers,0,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Mizoram,4-Wheelers,0,Mahindra and Mahindra,552,2615,0.21108986615678776,0
2021-12-01,Mizoram,4-Wheelers,0,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Mizoram,4-Wheelers,0,PCA Automobiles,0,2615,0.0,0
2021-12-01,Mizoram,4-Wheelers,0,Tata Motors,1952,2615,0.7464627151051625,0
2021-12-01,Mizoram,4-Wheelers,0,Volvo Auto India,0,2615,0.0,0
2021-12-01,Nagaland,2-Wheelers,0,AMPERE,3410,26626,0.12807030721850823,0
2021-12-01,Nagaland,2-Wheelers,0,ATHER,1813,26626,0.06809133929242094,0
2021-12-01,Nagaland,2-Wheelers,0,BAJAJ,642,26626,0.024111770449936152,0
2021-12-01,Nagaland,2-Wheelers,0,BEING,1190,26626,0.0446931570645234,0
2021-12-01,Nagaland,2-Wheelers,0,HERO ELECTRIC,6402,26626,0.24044167355216706,0
2021-12-01,Nagaland,2-Wheelers,0,JITENDRA,503,26626,0.018891309246601068,0
2021-12-01,Nagaland,2-Wheelers,0,OKINAWA,6184,26626,0.2322541876361451,0
2021-12-01,Nagaland,2-Wheelers,0,OLA ELECTRIC,240,26626,0.009013745962592955,0
2021-12-01,Nagaland,2-Wheelers,0,OTHERS,2603,26626,0.09776158641928942,0
2021-12-01,Nagaland,2-Wheelers,0,PURE EV,1685,26626,0.06328400811237136,0
2021-12-01,Nagaland,2-Wheelers,0,REVOLT,835,26626,0.03136032449485465,0
2021-12-01,Nagaland,2-Wheelers,0,TVS,1119,26626,0.042026590550589646,0
2021-12-01,Nagaland,4-Wheelers,0,BMW India,0,2615,0.0,0
2021-12-01,Nagaland,4-Wheelers,0,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Nagaland,4-Wheelers,0,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Nagaland,4-Wheelers,0,KIA Motors,0,2615,0.0,0
2021-12-01,Nagaland,4-Wheelers,0,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Nagaland,4-Wheelers,0,Mahindra and Mahindra,552,2615,0.21108986615678776,0
2021-12-01,Nagaland,4-Wheelers,0,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Nagaland,4-Wheelers,0,PCA Automobiles,0,2615,0.0,0
2021-12-01,Nagaland,4-Wheelers,0,Tata Motors,1952,2615,0.7464627151051625,0
2021-12-01,Nagaland,4-Wheelers,0,Volvo Auto India,0,2615,0.0,0
2021-12-01,Odisha,2-Wheelers,939,AMPERE,3410,26626,0.12807030721850823,120
2021-12-01,Odisha,2-Wheelers,939,ATHER,1813,26626,0.06809133929242094,64
2021-12-01,Odisha,2-Wheelers,939,BAJAJ,642,26626,0.024111770449936152,23
2021-12-01,Odisha,2-Wheelers,939,BEING,1190,26626,0.0446931570645234,42
2021-12-01,Odisha,2-Wheelers,939,HERO ELECTRIC,6402,26626,0.24044167355216706,226
2021-12-01,Odisha,2-Wheelers,939,JITENDRA,503,26626,0.018891309246601068,18
2021-12-01,Odisha,2-Wheelers,939,OKINAWA,6184,26626,0.2322541876361451,218
2021-12-01,Odisha,2-Wheelers,939,OLA ELECTRIC,240,26626,0.009013745962592955,8
2021-12-01,Odisha,2-Wheelers,939,OTHERS,2603,26626,0.09776158641928942,92
2021-12-01,Odisha,2-Wheelers,939,PURE EV,1685,26626,0.06328400811237136,59
2021-12-01,Odisha,2-Wheelers,939,REVOLT,835,26626,0.03136032449485465,29
2021-12-01,Odisha,2-Wheelers,939,TVS,1119,26626,0.042026590550589646,39
2021-12-01,Odisha,4-Wheelers,20,BMW India,0,2615,0.0,0
2021-12-01,Odisha,4-Wheelers,20,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Odisha,4-Wheelers,20,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Odisha,4-Wheelers,20,KIA Motors,0,2615,0.0,0
2021-12-01,Odisha,4-Wheelers,20,MG Motor,99,2615,0.0378585086042065,1
2021-12-01,Odisha,4-Wheelers,20,Mahindra and Mahindra,552,2615,0.21108986615678776,4
2021-12-01,Odisha,4-Wheelers,20,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Odisha,4-Wheelers,20,PCA Automobiles,0,2615,0.0,0
2021-12-01,Odisha,4-Wheelers,20,Tata Motors,1952,2615,0.7464627151051625,15
2021-12-01,Odisha,4-Wheelers,20,Volvo Auto India,0,2615,0.0,0
2021-12-01,Puducherry,2-Wheelers,81,AMPERE,3410,26626,0.12807030721850823,10
2021-12-01,Puducherry,2-Wheelers,81,ATHER,1813,26626,0.06809133929242094,6
2021-12-01,Puducherry,2-Wheelers,81,BAJAJ,642,26626,0.024111770449936152,2
2021-12-01,Puducherry,2-Wheelers,81,BEING,1190,26626,0.0446931570645234,4
2021-12-01,Puducherry,2-Wheelers,81,HERO ELECTRIC,6402,26626,0.24044167355216706,19
2021-12-01,Puducherry,2-Wheelers,81,JITENDRA,503,26626,0.018891309246601068,2
2021-12-01,Puducherry,2-Wheelers,81,OKINAWA,6184,26626,0.2322541876361451,19
2021-12-01,Puducherry,2-Wheelers,81,OLA ELECTRIC,240,26626,0.009013745962592955,1
2021-12-01,Puducherry,2-Wheelers,81,OTHERS,2603,26626,0.09776158641928942,8
2021-12-01,Puducherry,2-Wheelers,81,PURE EV,1685,26626,0.06328400811237136,5
2021-12-01,Puducherry,2-Wheelers,81,REVOLT,835,26626,0.03136032449485465,3
2021-12-01,Puducherry,2-Wheelers,81,TVS,1119,26626,0.042026590550589646,3
2021-12-01,Puducherry,4-Wheelers,2,BMW India,0,2615,0.0,0
2021-12-01,Puducherry,4-Wheelers,2,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Puducherry,4-Wheelers,2,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Puducherry,4-Wheelers,2,KIA Motors,0,2615,0.0,0
2021-12-01,Puducherry,4-Wheelers,2,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Puducherry,4-Wheelers,2,Mahindra and Mahindra,552,2615,0.21108986615678776,0
2021-12-01,Puducherry,4-Wheelers,2,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Puducherry,4-Wheelers,2,PCA Automobiles,0,2615,0.0,0
2021-12-01,Puducherry,4-Wheelers,2,Tata Motors,1952,2615,0.7464627151051625,1
2021-12-01,Puducherry,4-Wheelers,2,Volvo Auto India,0,2615,0.0,0
2021-12-01,Punjab,2-Wheelers,450,AMPERE,3410,26626,0.12807030721850823,58
2021-12-01,Punjab,2-Wheelers,450,ATHER,1813,26626,0.06809133929242094,31
2021-12-01,Punjab,2-Wheelers,450,BAJAJ,642,26626,0.024111770449936152,11
2021-12-01,Punjab,2-Wheelers,450,BEING,1190,26626,0.0446931570645234,20
2021-12-01,Punjab,2-Wheelers,450,HERO ELECTRIC,6402,26626,0.24044167355216706,108
2021-12-01,Punjab,2-Wheelers,450,JITENDRA,503,26626,0.018891309246601068,9
2021-12-01,Punjab,2-Wheelers,450,OKINAWA,6184,26626,0.2322541876361451,105
2021-12-01,Punjab,2-Wheelers,450,OLA ELECTRIC,240,26626,0.009013745962592955,4
2021-12-01,Punjab,2-Wheelers,450,OTHERS,2603,26626,0.09776158641928942,44
2021-12-01,Punjab,2-Wheelers,450,PURE EV,1685,26626,0.06328400811237136,28
2021-12-01,Punjab,2-Wheelers,450,REVOLT,835,26626,0.03136032449485465,14
2021-12-01,Punjab,2-Wheelers,450,TVS,1119,26626,0.042026590550589646,19
2021-12-01,Punjab,4-Wheelers,6,BMW India,0,2615,0.0,0
2021-12-01,Punjab,4-Wheelers,6,BYD India,1,2615,0.0003824091778202677,0
2021-12-01,Punjab,4-Wheelers,6,Hyundai Motor,10,2615,0.0038240917782026767,0
2021-12-01,Punjab,4-Wheelers,6,KIA Motors,0,2615,0.0,0
2021-12-01,Punjab,4-Wheelers,6,MG Motor,99,2615,0.0378585086042065,0
2021-12-01,Punjab,4-Wheelers,6,Mahindra and Mahindra,552,2615,0.21108986615678776,1
2021-12-01,Punjab,4-Wheelers,6,Mercedes-Benz AG,1,2615,0.0003824091778202677,0
2021-12-01,Punjab,4-Wheelers,6,PCA Automobiles,0,2615,0.0,0
2021-12-01,Punjab,4-Wheelers,6,Tata Motors,1952,2615,0.7464627151051625,4
2021-12-01,Punjab,4-Wheelers,6,Volvo Auto India,0,2615,0.0,0
2021-12-01,Rajasthan,2-Wheelers,2119,AMPERE,3410,26626,0.12807030721850823,271
2021-12-01,Rajasthan,2-Wheelers,2119,ATHER,1813,26626,0.06809133929242094,144
2021-12-01,Rajasthan,2-Wheelers,2119,BAJAJ,642,26626,0.024111770449936152,51
2021-12-01,Rajasthan,2-Wheelers,2119,BEING,1190,26626,0.0446931570645234,95
2021-12-01,Rajasthan,2-Wheelers,2119,HERO ELECTRIC,6402,26626,0.24044167355216706,509
2021-12-01,Rajasthan,2-Wheelers,2119,JITENDRA,503,26626,0.018891309246601068,40
2021-12-01,Rajasthan,2-Wheelers,2119,OKINAWA,6184,26626,0.2322541876361451,492
2021-12-01,Rajasthan,2-Wheelers,2119,OLA ELECTRIC,240,26626,0.009013745962592955,19
2021-12-01,Rajasthan,2-Wheelers,2119,OTHERS,2603,26626,0.09776158641928942,207
2021-12-01,Rajasthan,2-Wheelers,2119,PURE EV,1685,26626,0.06328400811237136,134
