date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,ev_penetration,year,month,month_name,conventional_vehicles_sold,quarter
2021-08-01,Jharkhand,2-Wheelers,137,26589,0.52,2021,8,Aug,26452,3
2021-08-01,Jharkhand,4-Wheelers,3,5113,0.06,2021,8,Aug,5110,3
2021-08-01,Karnataka,2-Wheelers,3319,79751,4.16,2021,8,Aug,76432,3
2021-08-01,Karnataka,4-Wheelers,137,21975,0.62,2021,8,Aug,21838,3
2021-08-01,Kerala,2-Wheelers,598,52507,1.14,2021,8,Aug,51909,3
2021-08-01,Kerala,4-Wheelers,183,22813,0.8,2021,8,Aug,22630,3
2021-08-01,Ladakh,2-Wheelers,0,30,0.0,2021,8,Aug,30,3
2021-08-01,Ladakh,4-Wheelers,0,459,0.0,2021,8,Aug,459,3
2021-08-01,Madhya Pradesh,2-Wheelers,457,67859,0.67,2021,8,Aug,67402,3
2021-08-01,Madhya Pradesh,4-Wheelers,26,12758,0.2,2021,8,Aug,12732,3
2021-08-01,Maharashtra,2-Wheelers,2419,119076,2.03,2021,8,Aug,116657,3
2021-08-01,Maharashtra,4-Wheelers,197,35127,0.56,2021,8,Aug,34930,3
2021-08-01,Manipur,2-Wheelers,0,1016,0.0,2021,8,Aug,1016,3
2021-08-01,Manipur,4-Wheelers,0,561,0.0,2021,8,Aug,561,3
2021-08-01,Meghalaya,2-Wheelers,0,1041,0.0,2021,8,Aug,1041,3
2021-08-01,Meghalaya,4-Wheelers,0,826,0.0,2021,8,Aug,826,3
2021-08-01,Mizoram,2-Wheelers,0,1057,0.0,2021,8,Aug,1057,3
2021-08-01,Mizoram,4-Wheelers,0,240,0.0,2021,8,Aug,240,3
2021-08-01,Nagaland,2-Wheelers,0,577,0.0,2021,8,Aug,577,3
2021-08-01,Nagaland,4-Wheelers,0,763,0.0,2021,8,Aug,763,3
2021-08-01,Odisha,2-Wheelers,485,33821,1.43,2021,8,Aug,33336,3
2021-08-01,Odisha,4-Wheelers,4,5453,0.07,2021,8,Aug,5449,3
2021-08-01,Puducherry,2-Wheelers,34,3496,0.97,2021,8,Aug,3462,3
2021-08-01,Puducherry,4-Wheelers,1,837,0.12,2021,8,Aug,836,3
2021-08-01,Punjab,2-Wheelers,342,27376,1.25,2021,8,Aug,27034,3
2021-08-01,Punjab,4-Wheelers,4,9209,0.04,2021,8,Aug,9205,3
2021-08-01,Rajasthan,2-Wheelers,1451,57021,2.54,2021,8,Aug,55570,3
2021-08-01,Rajasthan,4-Wheelers,53,11454,0.46,2021,8,Aug,11401,3
2021-08-01,Sikkim,2-Wheelers,0,489,0.0,2021,8,Aug,489,3
2021-08-01,Sikkim,4-Wheelers,0,408,0.0,2021,8,Aug,408,3
2021-08-01,Tamil Nadu,2-Wheelers,2745,109440,2.51,2021,8,Aug,106695,3
2021-08-01,Tamil Nadu,4-Wheelers,88,20865,0.42,2021,8,Aug,20777,3
2021-08-01,Tripura,2-Wheelers,0,2462,0.0,2021,8,Aug,2462,3
2021-08-01,Tripura,4-Wheelers,0,462,0.0,2021,8,Aug,462,3
2021-08-01,Uttar Pradesh,2-Wheelers,531,146734,0.36,2021,8,Aug,146203,3
2021-08-01,Uttar Pradesh,4-Wheelers,3,24012,0.01,2021,8,Aug,24009,3
2021-08-01,Uttarakhand,2-Wheelers,114,11192,1.02,2021,8,Aug,11078,3
2021-08-01,Uttarakhand,4-Wheelers,6,3760,0.16,2021,8,Aug,3754,3
2021-08-01,West Bengal,2-Wheelers,80,63613,0.13,2021,8,Aug,63533,3
2021-08-01,West Bengal,4-Wheelers,28,9198,0.3,2021,8,Aug,9170,3
2021-09-01,Andaman & Nicobar Island,2-Wheelers,0,329,0.0,2021,9,Sep,329,3
2021-09-01,Andaman & Nicobar Island,4-Wheelers,0,87,0.0,2021,9,Sep,87,3
2021-09-01,Andhra Pradesh,2-Wheelers,766,51764,1.48,2021,9,Sep,50998,3
2021-09-01,Andhra Pradesh,4-Wheelers,39,7952,0.49,2021,9,Sep,7913,3
2021-09-01,Arunachal Pradesh,2-Wheelers,0,1260,0.0,2021,9,Sep,1260,3
2021-09-01,Arunachal Pradesh,4-Wheelers,0,637,0.0,2021,9,Sep,637,3
2021-09-01,Assam,2-Wheelers,38,24438,0.16,2021,9,Sep,24400,3
2021-09-01,Assam,4-Wheelers,0,6036,0.0,2021,9,Sep,6036,3
2021-09-01,Bihar,2-Wheelers,475,48021,0.99,2021,9,Sep,47546,3
2021-09-01,Bihar,4-Wheelers,4,4339,0.09,2021,9,Sep,4335,3
2021-09-01,Chandigarh,2-Wheelers,25,1162,2.15,2021,9,Sep,1137,3
2021-09-01,Chandigarh,4-Wheelers,20,1607,1.24,2021,9,Sep,1587,3
2021-09-01,Chhattisgarh,2-Wheelers,244,24790,0.98,2021,9,Sep,24546,3
2021-09-01,Chhattisgarh,4-Wheelers,12,3650,0.33,2021,9,Sep,3638,3
2021-09-01,DNH and DD,2-Wheelers,1,666,0.15,2021,9,Sep,665,3
2021-09-01,DNH and DD,4-Wheelers,0,348,0.0,2021,9,Sep,348,3
2021-09-01,Delhi,2-Wheelers,809,17347,4.66,2021,9,Sep,16538,3
2021-09-01,Delhi,4-Wheelers,265,9181,2.89,2021,9,Sep,8916,3
2021-09-01,Goa,2-Wheelers,87,3081,2.82,2021,9,Sep,2994,3
2021-09-01,Goa,4-Wheelers,34,1277,2.66,2021,9,Sep,1243,3
2021-09-01,Gujarat,2-Wheelers,959,71820,1.34,2021,9,Sep,70861,3
2021-09-01,Gujarat,4-Wheelers,131,24797,0.53,2021,9,Sep,24666,3
2021-09-01,Haryana,2-Wheelers,691,32590,2.12,2021,9,Sep,31899,3
2021-09-01,Haryana,4-Wheelers,7,14879,0.05,2021,9,Sep,14872,3
2021-09-01,Himachal Pradesh,2-Wheelers,33,4975,0.66,2021,9,Sep,4942,3
2021-09-01,Himachal Pradesh,4-Wheelers,1,3379,0.03,2021,9,Sep,3378,3
2021-09-01,Jammu and Kashmir,2-Wheelers,157,7354,2.13,2021,9,Sep,7197,3
2021-09-01,Jammu and Kashmir,4-Wheelers,1,3773,0.03,2021,9,Sep,3772,3
2021-09-01,Jharkhand,2-Wheelers,149,24528,0.61,2021,9,Sep,24379,3
2021-09-01,Jharkhand,4-Wheelers,12,3892,0.31,2021,9,Sep,3880,3
2021-09-01,Karnataka,2-Wheelers,3539,80292,4.41,2021,9,Sep,76753,3
2021-09-01,Karnataka,4-Wheelers,227,21407,1.06,2021,9,Sep,21180,3
2021-09-01,Kerala,2-Wheelers,789,48245,1.64,2021,9,Sep,47456,3
2021-09-01,Kerala,4-Wheelers,164,22063,0.74,2021,9,Sep,21899,3
2021-09-01,Ladakh,2-Wheelers,0,26,0.0,2021,9,Sep,26,3
2021-09-01,Ladakh,4-Wheelers,0,444,0.0,2021,9,Sep,444,3
2021-09-01,Madhya Pradesh,2-Wheelers,590,65166,0.91,2021,9,Sep,64576,3
2021-09-01,Madhya Pradesh,4-Wheelers,23,11756,0.2,2021,9,Sep,11733,3
2021-09-01,Maharashtra,2-Wheelers,2166,92351,2.35,2021,9,Sep,90185,3
2021-09-01,Maharashtra,4-Wheelers,148,27900,0.53,2021,9,Sep,27752,3
2021-09-01,Manipur,2-Wheelers,0,3492,0.0,2021,9,Sep,3492,3
2021-09-01,Manipur,4-Wheelers,0,1202,0.0,2021,9,Sep,1202,3
2021-09-01,Meghalaya,2-Wheelers,0,1396,0.0,2021,9,Sep,1396,3
2021-09-01,Meghalaya,4-Wheelers,0,905,0.0,2021,9,Sep,905,3
2021-09-01,Mizoram,2-Wheelers,0,1465,0.0,2021,9,Sep,1465,3
2021-09-01,Mizoram,4-Wheelers,0,264,0.0,2021,9,Sep,264,3
2021-09-01,Nagaland,2-Wheelers,1,578,0.17,2021,9,Sep,577,3
2021-09-01,Nagaland,4-Wheelers,0,681,0.0,2021,9,Sep,681,3
2021-09-01,Odisha,2-Wheelers,490,28355,1.73,2021,9,Sep,27865,3
2021-09-01,Odisha,4-Wheelers,2,4865,0.04,2021,9,Sep,4863,3
2021-09-01,Puducherry,2-Wheelers,48,3211,1.49,2021,9,Sep,3163,3
2021-09-01,Puducherry,4-Wheelers,2,640,0.31,2021,9,Sep,638,3
2021-09-01,Punjab,2-Wheelers,487,24819,1.96,2021,9,Sep,24332,3
2021-09-01,Punjab,4-Wheelers,3,7521,0.04,2021,9,Sep,7518,3
2021-09-01,Rajasthan,2-Wheelers,1625,48502,3.35,2021,9,Sep,46877,3
2021-09-01,Rajasthan,4-Wheelers,69,11035,0.63,2021,9,Sep,10966,3
2021-09-01,Sikkim,2-Wheelers,0,540,0.0,2021,9,Sep,540,3
2021-09-01,Sikkim,4-Wheelers,0,355,0.0,2021,9,Sep,355,3
2021-09-01,Tamil Nadu,2-Wheelers,2880,108477,2.65,2021,9,Sep,105597,3
2021-09-01,Tamil Nadu,4-Wheelers,107,18823,0.57,2021,9,Sep,18716,3
2021-09-01,Tripura,2-Wheelers,0,2736,0.0,2021,9,Sep,2736,3
2021-09-01,Tripura,4-Wheelers,0,403,0.0,2021,9,Sep,403,3
2021-09-01,Uttar Pradesh,2-Wheelers,730,132962,0.55,2021,9,Sep,132232,3
2021-09-01,Uttar Pradesh,4-Wheelers,4,23510,0.02,2021,9,Sep,23506,3
2021-09-01,Uttarakhand,2-Wheelers,169,9926,1.7,2021,9,Sep,9757,3
2021-09-01,Uttarakhand,4-Wheelers,10,3171,0.32,2021,9,Sep,3161,3
2021-09-01,West Bengal,2-Wheelers,84,65430,0.13,2021,9,Sep,65346,3
2021-09-01,West Bengal,4-Wheelers,34,9437,0.36,2021,9,Sep,9403,3
2021-10-01,Andaman & Nicobar Island,2-Wheelers,0,360,0.0,2021,10,Oct,360,4
2021-10-01,Andaman & Nicobar Island,4-Wheelers,1,70,1.43,2021,10,Oct,69,4
2021-10-01,Andhra Pradesh,2-Wheelers,993,88110,1.13,2021,10,Oct,87117,4
2021-10-01,Andhra Pradesh,4-Wheelers,37,7366,0.5,2021,10,Oct,7329,4
2021-10-01,Arunachal Pradesh,2-Wheelers,0,1109,0.0,2021,10,Oct,1109,4
2021-10-01,Arunachal Pradesh,4-Wheelers,0,570,0.0,2021,10,Oct,570,4
2021-10-01,Assam,2-Wheelers,28,32155,0.09,2021,10,Oct,32127,4
2021-10-01,Assam,4-Wheelers,0,5877,0.0,2021,10,Oct,5877,4
2021-10-01,Bihar,2-Wheelers,470,50679,0.93,2021,10,Oct,50209,4
2021-10-01,Bihar,4-Wheelers,7,5838,0.12,2021,10,Oct,5831,4
2021-10-01,Chandigarh,2-Wheelers,18,1792,1.0,2021,10,Oct,1774,4
2021-10-01,Chandigarh,4-Wheelers,12,1816,0.66,2021,10,Oct,1804,4
2021-10-01,Chhattisgarh,2-Wheelers,301,33464,0.9,2021,10,Oct,33163,4
2021-10-01,Chhattisgarh,4-Wheelers,11,5255,0.21,2021,10,Oct,5244,4
2021-10-01,DNH and DD,2-Wheelers,1,628,0.16,2021,10,Oct,627,4
2021-10-01,DNH and DD,4-Wheelers,1,333,0.3,2021,10,Oct,332,4
2021-10-01,Delhi,2-Wheelers,995,26087,3.81,2021,10,Oct,25092,4
2021-10-01,Delhi,4-Wheelers,253,12876,1.96,2021,10,Oct,12623,4
2021-10-01,Goa,2-Wheelers,163,3914,4.16,2021,10,Oct,3751,4
2021-10-01,Goa,4-Wheelers,28,1165,2.4,2021,10,Oct,1137,4
2021-10-01,Gujarat,2-Wheelers,1460,84700,1.72,2021,10,Oct,83240,4
2021-10-01,Gujarat,4-Wheelers,104,23184,0.45,2021,10,Oct,23080,4
2021-10-01,Haryana,2-Wheelers,505,26891,1.88,2021,10,Oct,26386,4
2021-10-01,Haryana,4-Wheelers,8,11634,0.07,2021,10,Oct,11626,4
2021-10-01,Himachal Pradesh,2-Wheelers,29,4651,0.62,2021,10,Oct,4622,4
2021-10-01,Himachal Pradesh,4-Wheelers,1,3201,0.03,2021,10,Oct,3200,4
2021-10-01,Jammu and Kashmir,2-Wheelers,199,8601,2.31,2021,10,Oct,8402,4
2021-10-01,Jammu and Kashmir,4-Wheelers,2,4205,0.05,2021,10,Oct,4203,4
2021-10-01,Jharkhand,2-Wheelers,253,28877,0.88,2021,10,Oct,28624,4
2021-10-01,Jharkhand,4-Wheelers,5,4806,0.1,2021,10,Oct,4801,4
2021-10-01,Karnataka,2-Wheelers,3709,76401,4.85,2021,10,Oct,72692,4
2021-10-01,Karnataka,4-Wheelers,163,18505,0.88,2021,10,Oct,18342,4
2021-10-01,Kerala,2-Wheelers,833,42377,1.97,2021,10,Oct,41544,4
2021-10-01,Kerala,4-Wheelers,158,14562,1.09,2021,10,Oct,14404,4
2021-10-01,Ladakh,2-Wheelers,6,18,33.33,2021,10,Oct,12,4
2021-10-01,Ladakh,4-Wheelers,0,289,0.0,2021,10,Oct,289,4
2021-10-01,Madhya Pradesh,2-Wheelers,545,52075,1.05,2021,10,Oct,51530,4
2021-10-01,Madhya Pradesh,4-Wheelers,20,9554,0.21,2021,10,Oct,9534,4
2021-10-01,Maharashtra,2-Wheelers,3554,131332,2.71,2021,10,Oct,127778,4
2021-10-01,Maharashtra,4-Wheelers,298,33771,0.88,2021,10,Oct,33473,4
2021-10-01,Manipur,2-Wheelers,6,2098,0.29,2021,10,Oct,2092,4
2021-10-01,Manipur,4-Wheelers,0,916,0.0,2021,10,Oct,916,4
2021-10-01,Meghalaya,2-Wheelers,0,1414,0.0,2021,10,Oct,1414,4
2021-10-01,Meghalaya,4-Wheelers,0,722,0.0,2021,10,Oct,722,4
2021-10-01,Mizoram,2-Wheelers,0,1886,0.0,2021,10,Oct,1886,4
2021-10-01,Mizoram,4-Wheelers,0,283,0.0,2021,10,Oct,283,4
2021-10-01,Nagaland,2-Wheelers,0,650,0.0,2021,10,Oct,650,4
2021-10-01,Nagaland,4-Wheelers,0,567,0.0,2021,10,Oct,567,4
2021-10-01,Odisha,2-Wheelers,948,52708,1.8,2021,10,Oct,51760,4
2021-10-01,Odisha,4-Wheelers,2,5830,0.03,2021,10,Oct,5828,4
2021-10-01,Puducherry,2-Wheelers,31,2839,1.09,2021,10,Oct,2808,4
2021-10-01,Puducherry,4-Wheelers,0,609,0.0,2021,10,Oct,609,4
2021-10-01,Punjab,2-Wheelers,416,29940,1.39,2021,10,Oct,29524,4
2021-10-01,Punjab,4-Wheelers,5,8523,0.06,2021,10,Oct,8518,4
2021-10-01,Rajasthan,2-Wheelers,1602,65626,2.44,2021,10,Oct,64024,4
2021-10-01,Rajasthan,4-Wheelers,86,12823,0.67,2021,10,Oct,12737,4
2021-10-01,Sikkim,2-Wheelers,0,455,0.0,2021,10,Oct,455,4
2021-10-01,Sikkim,4-Wheelers,0,345,0.0,2021,10,Oct,345,4
2021-10-01,Tamil Nadu,2-Wheelers,2530,85674,2.95,2021,10,Oct,83144,4
2021-10-01,Tamil Nadu,4-Wheelers,119,14796,0.8,2021,10,Oct,14677,4
2021-10-01,Tripura,2-Wheelers,0,3015,0.0,2021,10,Oct,3015,4
2021-10-01,Tripura,4-Wheelers,0,366,0.0,2021,10,Oct,366,4
2021-10-01,Uttar Pradesh,2-Wheelers,1022,129924,0.79,2021,10,Oct,128902,4
2021-10-01,Uttar Pradesh,4-Wheelers,10,23095,0.04,2021,10,Oct,23085,4
2021-10-01,Uttarakhand,2-Wheelers,129,12826,1.01,2021,10,Oct,12697,4
2021-10-01,Uttarakhand,4-Wheelers,13,3523,0.37,2021,10,Oct,3510,4
2021-10-01,West Bengal,2-Wheelers,67,53475,0.13,2021,10,Oct,53408,4
2021-10-01,West Bengal,4-Wheelers,33,7120,0.46,2021,10,Oct,7087,4
2021-11-01,Andaman & Nicobar Island,2-Wheelers,0,413,0.0,2021,11,Nov,413,4
2021-11-01,Andaman & Nicobar Island,4-Wheelers,0,125,0.0,2021,11,Nov,125,4
2021-11-01,Andhra Pradesh,2-Wheelers,1114,64835,1.72,2021,11,Nov,63721,4
2021-11-01,Andhra Pradesh,4-Wheelers,34,7374,0.46,2021,11,Nov,7340,4
2021-11-01,Arunachal Pradesh,2-Wheelers,0,1262,0.0,2021,11,Nov,1262,4
2021-11-01,Arunachal Pradesh,4-Wheelers,0,646,0.0,2021,11,Nov,646,4
2021-11-01,Assam,2-Wheelers,120,29586,0.41,2021,11,Nov,29466,4
2021-11-01,Assam,4-Wheelers,0,5618,0.0,2021,11,Nov,5618,4
2021-11-01,Bihar,2-Wheelers,604,107209,0.56,2021,11,Nov,106605,4
2021-11-01,Bihar,4-Wheelers,11,6992,0.16,2021,11,Nov,6981,4
2021-11-01,Chandigarh,2-Wheelers,79,2083,3.79,2021,11,Nov,2004,4
2021-11-01,Chandigarh,4-Wheelers,16,1919,0.83,2021,11,Nov,1903,4
2021-11-01,Chhattisgarh,2-Wheelers,509,63099,0.81,2021,11,Nov,62590,4
2021-11-01,Chhattisgarh,4-Wheelers,14,4824,0.29,2021,11,Nov,4810,4
2021-11-01,DNH and DD,2-Wheelers,1,938,0.11,2021,11,Nov,937,4
2021-11-01,DNH and DD,4-Wheelers,0,330,0.0,2021,11,Nov,330,4
2021-11-01,Delhi,2-Wheelers,1269,37710,3.37,2021,11,Nov,36441,4
2021-11-01,Delhi,4-Wheelers,185,11782,1.57,2021,11,Nov,11597,4
2021-11-01,Goa,2-Wheelers,178,4104,4.34,2021,11,Nov,3926,4
2021-11-01,Goa,4-Wheelers,20,1293,1.55,2021,11,Nov,1273,4
2021-11-01,Gujarat,2-Wheelers,1569,110759,1.42,2021,11,Nov,109190,4
2021-11-01,Gujarat,4-Wheelers,121,22396,0.54,2021,11,Nov,22275,4
2021-11-01,Haryana,2-Wheelers,871,43957,1.98,2021,11,Nov,43086,4
2021-11-01,Haryana,4-Wheelers,13,16035,0.08,2021,11,Nov,16022,4
2021-11-01,Himachal Pradesh,2-Wheelers,61,7398,0.82,2021,11,Nov,7337,4
2021-11-01,Himachal Pradesh,4-Wheelers,0,4496,0.0,2021,11,Nov,4496,4
2021-11-01,Jammu and Kashmir,2-Wheelers,64,8083,0.79,2021,11,Nov,8019,4
2021-11-01,Jammu and Kashmir,4-Wheelers,0,4709,0.0,2021,11,Nov,4709,4
2021-11-01,Jharkhand,2-Wheelers,370,51355,0.72,2021,11,Nov,50985,4
2021-11-01,Jharkhand,4-Wheelers,8,5320,0.15,2021,11,Nov,5312,4
2021-11-01,Karnataka,2-Wheelers,3430,74444,4.61,2021,11,Nov,71014,4
2021-11-01,Karnataka,4-Wheelers,153,17247,0.89,2021,11,Nov,17094,4
2021-11-01,Kerala,2-Wheelers,948,43718,2.17,2021,11,Nov,42770,4
2021-11-01,Kerala,4-Wheelers,214,15244,1.4,2021,11,Nov,15030,4
2021-11-01,Ladakh,2-Wheelers,0,28,0.0,2021,11,Nov,28,4
2021-11-01,Ladakh,4-Wheelers,0,287,0.0,2021,11,Nov,287,4
2021-11-01,Madhya Pradesh,2-Wheelers,940,99568,0.94,2021,11,Nov,98628,4
2021-11-01,Madhya Pradesh,4-Wheelers,31,12871,0.24,2021,11,Nov,12840,4
2021-11-01,Maharashtra,2-Wheelers,3684,168326,2.19,2021,11,Nov,164642,4
2021-11-01,Maharashtra,4-Wheelers,515,28322,1.82,2021,11,Nov,27807,4
2021-11-01,Manipur,2-Wheelers,3,2490,0.12,2021,11,Nov,2487,4
2021-11-01,Manipur,4-Wheelers,0,875,0.0,2021,11,Nov,875,4
2021-11-01,Meghalaya,2-Wheelers,0,1442,0.0,2021,11,Nov,1442,4
2021-11-01,Meghalaya,4-Wheelers,0,806,0.0,2021,11,Nov,806,4
2021-11-01,Mizoram,2-Wheelers,0,1820,0.0,2021,11,Nov,1820,4
2021-11-01,Mizoram,4-Wheelers,0,328,0.0,2021,11,Nov,328,4
2021-11-01,Nagaland,2-Wheelers,0,592,0.0,2021,11,Nov,592,4
2021-11-01,Nagaland,4-Wheelers,0,692,0.0,2021,11,Nov,692,4
2021-11-01,Odisha,2-Wheelers,843,41128,2.05,2021,11,Nov,40285,4
2021-11-01,Odisha,4-Wheelers,18,5095,0.35,2021,11,Nov,5077,4
2021-11-01,Puducherry,2-Wheelers,47,2889,1.63,2021,11,Nov,2842,4
2021-11-01,Puducherry,4-Wheelers,1,532,0.19,2021,11,Nov,531,4
2021-11-01,Punjab,2-Wheelers,803,46549,1.73,2021,11,Nov,45746,4
2021-11-01,Punjab,4-Wheelers,3,9015,0.03,2021,11,Nov,9012,4
2021-11-01,Rajasthan,2-Wheelers,2265,141368,1.6,2021,11,Nov,139103,4
2021-11-01,Rajasthan,4-Wheelers,79,16115,0.49,2021,11,Nov,16036,4
2021-11-01,Sikkim,2-Wheelers,0,478,0.0,2021,11,Nov,478,4
2021-11-01,Sikkim,4-Wheelers,0,351,0.0,2021,11,Nov,351,4
2021-11-01,Tamil Nadu,2-Wheelers,2844,111203,2.56,2021,11,Nov,108359,4
2021-11-01,Tamil Nadu,4-Wheelers,108,15533,0.7,2021,11,Nov,15425,4
2021-11-01,Tripura,2-Wheelers,0,3843,0.0,2021,11,Nov,3843,4
2021-11-01,Tripura,4-Wheelers,0,326,0.0,2021,11,Nov,326,4
2021-11-01,Uttar Pradesh,2-Wheelers,1347,225370,0.6,2021,11,Nov,224023,4
2021-11-01,Uttar Pradesh,4-Wheelers,10,29608,0.03,2021,11,Nov,29598,4
2021-11-01,Uttarakhand,2-Wheelers,262,20977,1.25,2021,11,Nov,20715,4
2021-11-01,Uttarakhand,4-Wheelers,12,3954,0.3,2021,11,Nov,3942,4
2021-11-01,West Bengal,2-Wheelers,309,79819,0.39,2021,11,Nov,79510,4
2021-11-01,West Bengal,4-Wheelers,59,8836,0.67,2021,11,Nov,8777,4
2021-12-01,Andaman & Nicobar Island,2-Wheelers,0,376,0.0,2021,12,Dec,376,4
2021-12-01,Andaman & Nicobar Island,4-Wheelers,1,122,0.82,2021,12,Dec,121,4
2021-12-01,Andhra Pradesh,2-Wheelers,985,42446,2.32,2021,12,Dec,41461,4
2021-12-01,Andhra Pradesh,4-Wheelers,31,6314,0.49,2021,12,Dec,6283,4
2021-12-01,Arunachal Pradesh,2-Wheelers,0,1036,0.0,2021,12,Dec,1036,4
2021-12-01,Arunachal Pradesh,4-Wheelers,0,709,0.0,2021,12,Dec,709,4
2021-12-01,Assam,2-Wheelers,93,28392,0.33,2021,12,Dec,28299,4
2021-12-01,Assam,4-Wheelers,3,6737,0.04,2021,12,Dec,6734,4
2021-12-01,Bihar,2-Wheelers,467,63454,0.74,2021,12,Dec,62987,4
2021-12-01,Bihar,4-Wheelers,7,5031,0.14,2021,12,Dec,5024,4
2021-12-01,Chandigarh,2-Wheelers,30,1252,2.4,2021,12,Dec,1222,4
2021-12-01,Chandigarh,4-Wheelers,12,1985,0.6,2021,12,Dec,1973,4
2021-12-01,Chhattisgarh,2-Wheelers,500,24772,2.02,2021,12,Dec,24272,4
2021-12-01,Chhattisgarh,4-Wheelers,5,3651,0.14,2021,12,Dec,3646,4
2021-12-01,DNH and DD,2-Wheelers,4,1100,0.36,2021,12,Dec,1096,4
2021-12-01,DNH and DD,4-Wheelers,1,336,0.3,2021,12,Dec,335,4
2021-12-01,Delhi,2-Wheelers,1258,18687,6.73,2021,12,Dec,17429,4
2021-12-01,Delhi,4-Wheelers,277,12633,2.19,2021,12,Dec,12356,4
2021-12-01,Goa,2-Wheelers,153,3468,4.41,2021,12,Dec,3315,4
2021-12-01,Goa,4-Wheelers,19,1306,1.45,2021,12,Dec,1287,4
2021-12-01,Gujarat,2-Wheelers,2111,92992,2.27,2021,12,Dec,90881,4
2021-12-01,Gujarat,4-Wheelers,163,24277,0.67,2021,12,Dec,24114,4
2021-12-01,Haryana,2-Wheelers,670,40694,1.65,2021,12,Dec,40024,4
2021-12-01,Haryana,4-Wheelers,11,16015,0.07,2021,12,Dec,16004,4
2021-12-01,Himachal Pradesh,2-Wheelers,73,6044,1.21,2021,12,Dec,5971,4
2021-12-01,Himachal Pradesh,4-Wheelers,1,4105,0.02,2021,12,Dec,4104,4
2021-12-01,Jammu and Kashmir,2-Wheelers,110,4076,2.7,2021,12,Dec,3966,4
2021-12-01,Jammu and Kashmir,4-Wheelers,0,5306,0.0,2021,12,Dec,5306,4
2021-12-01,Jharkhand,2-Wheelers,293,26077,1.12,2021,12,Dec,25784,4
2021-12-01,Jharkhand,4-Wheelers,3,4258,0.07,2021,12,Dec,4255,4
2021-12-01,Karnataka,2-Wheelers,4381,83147,5.27,2021,12,Dec,78766,4
2021-12-01,Karnataka,4-Wheelers,153,16243,0.94,2021,12,Dec,16090,4
2021-12-01,Kerala,2-Wheelers,1107,43996,2.52,2021,12,Dec,42889,4
2021-12-01,Kerala,4-Wheelers,186,16994,1.09,2021,12,Dec,16808,4
2021-12-01,Ladakh,2-Wheelers,0,15,0.0,2021,12,Dec,15,4
2021-12-01,Ladakh,4-Wheelers,0,167,0.0,2021,12,Dec,167,4
2021-12-01,Madhya Pradesh,2-Wheelers,901,110877,0.81,2021,12,Dec,109976,4
2021-12-01,Madhya Pradesh,4-Wheelers,30,11820,0.25,2021,12,Dec,11790,4
2021-12-01,Maharashtra,2-Wheelers,4775,134502,3.55,2021,12,Dec,129727,4
2021-12-01,Maharashtra,4-Wheelers,1392,29346,4.74,2021,12,Dec,27954,4
2021-12-01,Manipur,2-Wheelers,4,3649,0.11,2021,12,Dec,3645,4
2021-12-01,Manipur,4-Wheelers,0,849,0.0,2021,12,Dec,849,4
2021-12-01,Meghalaya,2-Wheelers,0,1101,0.0,2021,12,Dec,1101,4
2021-12-01,Meghalaya,4-Wheelers,0,888,0.0,2021,12,Dec,888,4
2021-12-01,Mizoram,2-Wheelers,0,1740,0.0,2021,12,Dec,1740,4
2021-12-01,Mizoram,4-Wheelers,0,376,0.0,2021,12,Dec,376,4
2021-12-01,Nagaland,2-Wheelers,0,353,0.0,2021,12,Dec,353,4
2021-12-01,Nagaland,4-Wheelers,0,540,0.0,2021,12,Dec,540,4
2021-12-01,Odisha,2-Wheelers,939,26693,3.52,2021,12,Dec,25754,4
2021-12-01,Odisha,4-Wheelers,20,4634,0.43,2021,12,Dec,4614,4
2021-12-01,Puducherry,2-Wheelers,81,2589,3.13,2021,12,Dec,2508,4
2021-12-01,Puducherry,4-Wheelers,2,608,0.33,2021,12,Dec,606,4
2021-12-01,Punjab,2-Wheelers,450,35287,1.28,2021,12,Dec,34837,4
2021-12-01,Punjab,4-Wheelers,6,10624,0.06,2021,12,Dec,10618,4
2021-12-01,Rajasthan,2-Wheelers,2119,61061,3.47,2021,12,Dec,58942,4
2021-12-01,Rajasthan,4-Wheelers,73,12739,0.57,2021,12,Dec,12666,4
2021-12-01,Sikkim,2-Wheelers,0,454,0.0,2021,12,Dec,454,4
2021-12-01,Sikkim,4-Wheelers,0,394,0.0,2021,12,Dec,394,4
2021-12-01,Tamil Nadu,2-Wheelers,3236,83485,3.88,2021,12,Dec,80249,4
2021-12-01,Tamil Nadu,4-Wheelers,121,17001,0.71,2021,12,Dec,16880,4
2021-12-01,Tripura,2-Wheelers,1,3579,0.03,2021,12,Dec,3578,4
2021-12-01,Tripura,4-Wheelers,0,352,0.0,2021,12,Dec,352,4
2021-12-01,Uttar Pradesh,2-Wheelers,1371,268713,0.51,2021,12,Dec,267342,4
2021-12-01,Uttar Pradesh,4-Wheelers,21,33774,0.06,2021,12,Dec,33753,4
2021-12-01,Uttarakhand,2-Wheelers,229,12632,1.81,2021,12,Dec,12403,4
2021-12-01,Uttarakhand,4-Wheelers,38,4270,0.89,2021,12,Dec,4232,4
2021-12-01,West Bengal,2-Wheelers,285,73989,0.39,2021,12,Dec,73704,4
2021-12-01,West Bengal,4-Wheelers,39,8452,0.46,2021,12,Dec,8413,4
