date,year,month,maker,vehicle_category,electric_vehicles_sold,cumulative_sales,maker_rank,market_position,leader_gap_pct,performance_vs_avg,market_share_fraction,hhi_index,market_concentration,effective_competitors,market_share_tier,share_change_status,dual_segment_presence,primary_segment,primary_segment_contribution,segment_specialization
2022-05-01,2022,May,Mahindra and Mahindra,4-Wheelers,622,5275,2.0,Top 3,70.34,1.1,0.2102061507265968,0.550313219497147,Highly Concentrated,1.8,20-30%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-05-01,2022,May,BYD India,4-Wheelers,30,78,4.0,Top 5,98.57,-0.9,0.0101385603244339,0.550313219497147,Highly Concentrated,1.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-05-01,2022,May,Hyundai Motor,4-Wheelers,19,146,5.0,Top 5,99.09,-0.94,0.0064210882054748,0.550313219497147,Highly Concentrated,1.8,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-05-01,2022,May,BMW India,4-Wheelers,6,25,6.0,Top 10,99.71,-0.98,0.0020277120648867,0.550313219497147,Highly Concentrated,1.8,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-05-01,2022,May,Mercedes-Benz AG,4-Wheelers,4,38,7.0,Top 10,99.81,-0.99,0.0013518080432578,0.550313219497147,Highly Concentrated,1.8,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,Tata Motors,4-Wheelers,3212,44330,2.0,Top 3,7.09,3.2,0.4204188481675392,0.3852269331981031,Highly Concentrated,2.6,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,MG Motor,4-Wheelers,351,5540,3.0,Top 3,89.85,-0.54,0.0459424083769633,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,Mahindra and Mahindra,4-Wheelers,3457,26184,1.0,Market Leader,0.0,3.52,0.4524869109947644,0.3852269331981031,Highly Concentrated,2.6,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,BYD India,4-Wheelers,110,1219,6.0,Top 10,96.82,-0.86,0.0143979057591623,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,Hyundai Motor,4-Wheelers,129,857,5.0,Top 5,96.27,-0.83,0.0168848167539267,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,PCA Automobiles,4-Wheelers,245,577,4.0,Top 5,92.91,-0.68,0.0320680628272251,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,BMW India,4-Wheelers,57,400,7.0,Top 10,98.35,-0.93,0.0074607329842931,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,Mercedes-Benz AG,4-Wheelers,9,114,10.0,Top 10,99.74,-0.99,0.0011780104712041,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,Volvo Auto India,4-Wheelers,34,170,9.0,Top 10,99.02,-0.96,0.0044502617801047,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-05-01,2023,May,KIA Motors,4-Wheelers,36,295,8.0,Top 10,98.96,-0.95,0.0047120418848167,0.3852269331981031,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-06-01,2021,June,Tata Motors,4-Wheelers,572,1031,1.0,Market Leader,0.0,5.99,0.6992665036674817,0.5304069200925389,Highly Concentrated,1.9,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-06-01,2021,June,MG Motor,4-Wheelers,128,285,2.0,Top 3,77.62,0.56,0.1564792176039119,0.5304069200925389,Highly Concentrated,1.9,10-20%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-06-01,2021,June,Mahindra and Mahindra,4-Wheelers,106,355,3.0,Top 3,81.47,0.3,0.1295843520782396,0.5304069200925389,Highly Concentrated,1.9,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-06-01,2021,June,Hyundai Motor,4-Wheelers,10,25,4.0,Top 5,98.25,-0.88,0.0122249388753056,0.5304069200925389,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-06-01,2021,June,Mercedes-Benz AG,4-Wheelers,2,5,5.0,Top 5,99.65,-0.98,0.0024449877750611,0.5304069200925389,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-06-01,2022,June,Tata Motors,4-Wheelers,2169,18383,1.0,Market Leader,0.0,5.76,0.6757009345794392,0.5198606379984666,Highly Concentrated,1.9,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-06-01,2022,June,MG Motor,4-Wheelers,173,2178,3.0,Top 3,92.02,-0.46,0.0538940809968847,0.5198606379984666,Highly Concentrated,1.9,5-10%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-06-01,2022,June,Mahindra and Mahindra,4-Wheelers,787,6062,2.0,Top 3,63.72,1.45,0.2451713395638629,0.5198606379984666,Highly Concentrated,1.9,20-30%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-06-01,2022,June,BYD India,4-Wheelers,36,114,5.0,Top 5,98.34,-0.89,0.011214953271028,0.5198606379984666,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-06-01,2022,June,Hyundai Motor,4-Wheelers,39,185,4.0,Top 5,98.2,-0.88,0.0121495327102803,0.5198606379984666,Highly Concentrated,1.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-06-01,2022,June,BMW India,4-Wheelers,4,29,6.0,Top 10,99.82,-0.99,0.0012461059190031,0.5198606379984666,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-06-01,2022,June,Mercedes-Benz AG,4-Wheelers,2,40,7.0,Top 10,99.91,-0.99,0.0006230529595015,0.5198606379984666,Highly Concentrated,1.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,Tata Motors,4-Wheelers,3671,48001,1.0,Market Leader,0.0,3.71,0.4712451861360719,0.34568468511521133,Highly Concentrated,2.9,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,MG Motor,4-Wheelers,877,6417,3.0,Top 3,76.11,0.13,0.1125802310654685,0.34568468511521133,Highly Concentrated,2.9,10-20%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,Mahindra and Mahindra,4-Wheelers,2574,28758,2.0,Top 3,29.88,2.3,0.3304236200256739,0.34568468511521133,Highly Concentrated,2.9,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,BYD India,4-Wheelers,140,1359,5.0,Top 5,96.19,-0.82,0.017971758664955,0.34568468511521133,Highly Concentrated,2.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,Hyundai Motor,4-Wheelers,121,978,6.0,Top 10,96.7,-0.84,0.0155327342747111,0.34568468511521133,Highly Concentrated,2.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,PCA Automobiles,4-Wheelers,254,831,4.0,Top 5,93.08,-0.67,0.0326059050064184,0.34568468511521133,Highly Concentrated,2.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,BMW India,4-Wheelers,76,476,7.0,Top 10,97.93,-0.9,0.0097560975609756,0.34568468511521133,Highly Concentrated,2.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,Mercedes-Benz AG,4-Wheelers,14,128,10.0,Top 10,99.62,-0.98,0.0017971758664955,0.34568468511521133,Highly Concentrated,2.9,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,Volvo Auto India,4-Wheelers,33,203,8.0,Top 10,99.1,-0.96,0.0042362002567394,0.34568468511521133,Highly Concentrated,2.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-06-01,2023,June,KIA Motors,4-Wheelers,30,325,9.0,Top 10,99.18,-0.96,0.0038510911424903,0.34568468511521133,Highly Concentrated,2.9,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-07-01,2021,July,Tata Motors,4-Wheelers,696,1727,1.0,Market Leader,0.0,5.23,0.6225402504472272,0.45427241976312155,Highly Concentrated,2.2,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-07-01,2021,July,MG Motor,4-Wheelers,232,517,2.0,Top 3,66.67,1.08,0.2075134168157424,0.45427241976312155,Highly Concentrated,2.2,20-30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-07-01,2021,July,Mahindra and Mahindra,4-Wheelers,171,526,3.0,Top 3,75.43,0.53,0.1529516994633273,0.45427241976312155,Highly Concentrated,2.2,10-20%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-07-01,2021,July,Hyundai Motor,4-Wheelers,18,43,4.0,Top 5,97.41,-0.84,0.0161001788908765,0.45427241976312155,Highly Concentrated,2.2,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-07-01,2021,July,Mercedes-Benz AG,4-Wheelers,1,6,5.0,Top 5,99.86,-0.99,0.0008944543828264,0.45427241976312155,Highly Concentrated,2.2,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-07-01,2022,July,Tata Motors,4-Wheelers,2264,20647,1.0,Market Leader,0.0,5.65,0.6647093364650617,0.5099937625184944,Highly Concentrated,2.0,>30%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-07-01,2022,July,MG Motor,4-Wheelers,194,2372,3.0,Top 3,91.43,-0.43,0.0569583088667058,0.5099937625184944,Highly Concentrated,2.0,5-10%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-07-01,2022,July,Mahindra and Mahindra,4-Wheelers,866,6928,2.0,Top 3,61.75,1.54,0.2542571931884909,0.5099937625184944,Highly Concentrated,2.0,20-30%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-07-01,2022,July,BYD India,4-Wheelers,32,146,5.0,Top 5,98.59,-0.91,0.009395184967704,0.5099937625184944,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-07-01,2022,July,Hyundai Motor,4-Wheelers,45,230,4.0,Top 5,98.01,-0.87,0.0132119788608338,0.5099937625184944,Highly Concentrated,2.0,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-07-01,2022,July,BMW India,4-Wheelers,4,33,6.0,Top 10,99.82,-0.99,0.001174398120963,0.5099937625184944,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-07-01,2022,July,Mercedes-Benz AG,4-Wheelers,1,41,7.0,Top 10,99.96,-1.0,0.0002935995302407,0.5099937625184944,Highly Concentrated,2.0,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,Tata Motors,4-Wheelers,3823,51824,1.0,Market Leader,0.0,4.15,0.514535666218035,0.367146865586207,Highly Concentrated,2.7,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,MG Motor,4-Wheelers,935,7352,3.0,Top 3,75.54,0.26,0.1258411843876177,0.367146865586207,Highly Concentrated,2.7,10-20%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,Mahindra and Mahindra,4-Wheelers,2174,30932,2.0,Top 3,43.13,1.93,0.2925975773889636,0.367146865586207,Highly Concentrated,2.7,20-30%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,BYD India,4-Wheelers,89,1448,5.0,Top 5,97.67,-0.88,0.0119784656796769,0.367146865586207,Highly Concentrated,2.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,Hyundai Motor,4-Wheelers,88,1066,6.0,Top 10,97.7,-0.88,0.0118438761776581,0.367146865586207,Highly Concentrated,2.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,PCA Automobiles,4-Wheelers,169,1000,4.0,Top 5,95.58,-0.77,0.0227456258411843,0.367146865586207,Highly Concentrated,2.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,BMW India,4-Wheelers,81,557,7.0,Top 10,97.88,-0.89,0.0109017496635262,0.367146865586207,Highly Concentrated,2.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,Mercedes-Benz AG,4-Wheelers,23,151,9.0,Top 10,99.4,-0.97,0.0030955585464333,0.367146865586207,Highly Concentrated,2.7,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,Volvo Auto India,4-Wheelers,26,229,8.0,Top 10,99.32,-0.97,0.0034993270524899,0.367146865586207,Highly Concentrated,2.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-07-01,2023,July,KIA Motors,4-Wheelers,22,347,10.0,Top 10,99.42,-0.97,0.0029609690444145,0.367146865586207,Highly Concentrated,2.7,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-08-01,2021,August,Tata Motors,4-Wheelers,584,2311,1.0,Market Leader,0.0,4.29,0.5294650951949229,0.3900883521328545,Highly Concentrated,2.6,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-08-01,2021,August,MG Motor,4-Wheelers,303,820,2.0,Top 3,48.12,1.75,0.2747053490480508,0.3900883521328545,Highly Concentrated,2.6,20-30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-08-01,2021,August,Mahindra and Mahindra,4-Wheelers,204,730,3.0,Top 3,65.07,0.85,0.184950135992747,0.3900883521328545,Highly Concentrated,2.6,10-20%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-08-01,2021,August,Hyundai Motor,4-Wheelers,10,53,4.0,Top 5,98.29,-0.91,0.0090661831368993,0.3900883521328545,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-08-01,2021,August,Mercedes-Benz AG,4-Wheelers,2,8,5.0,Top 5,99.66,-0.98,0.0018132366273798,0.3900883521328545,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-08-01,2022,August,Tata Motors,4-Wheelers,1931,22578,1.0,Market Leader,0.0,4.75,0.5750446694460989,0.4403101976877952,Highly Concentrated,2.3,>30%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-08-01,2022,August,MG Motor,4-Wheelers,234,2606,3.0,Top 3,87.88,-0.3,0.0696843359142346,0.4403101976877952,Highly Concentrated,2.3,5-10%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-08-01,2022,August,Mahindra and Mahindra,4-Wheelers,1085,8013,2.0,Top 3,43.81,2.23,0.3231089934484812,0.4403101976877952,Highly Concentrated,2.3,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-08-01,2022,August,BYD India,4-Wheelers,33,179,5.0,Top 5,98.29,-0.9,0.009827278141751,0.4403101976877952,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-08-01,2022,August,Hyundai Motor,4-Wheelers,53,283,4.0,Top 5,97.26,-0.84,0.0157832042882668,0.4403101976877952,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-08-01,2022,August,BMW India,4-Wheelers,19,52,6.0,Top 10,99.02,-0.94,0.0056581298391899,0.4403101976877952,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-08-01,2022,August,Mercedes-Benz AG,4-Wheelers,3,44,7.0,Top 10,99.84,-0.99,0.0008933889219773,0.4403101976877952,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,Tata Motors,4-Wheelers,3388,55212,1.0,Market Leader,0.0,4.02,0.5017029468384422,0.35972146048520615,Highly Concentrated,2.8,>30%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,MG Motor,4-Wheelers,913,8265,3.0,Top 3,73.05,0.35,0.1351991707389308,0.35972146048520615,Highly Concentrated,2.8,10-20%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,Mahindra and Mahindra,4-Wheelers,2013,32945,2.0,Top 3,40.58,1.98,0.2980897378942692,0.35972146048520615,Highly Concentrated,2.8,20-30%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,BYD India,4-Wheelers,80,1528,6.0,Top 10,97.64,-0.88,0.0118465867022064,0.35972146048520615,Highly Concentrated,2.8,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,Hyundai Motor,4-Wheelers,141,1207,4.0,Top 5,95.84,-0.79,0.0208796090626388,0.35972146048520615,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,PCA Automobiles,4-Wheelers,89,1089,5.0,Top 5,97.37,-0.87,0.0131793277062046,0.35972146048520615,Highly Concentrated,2.8,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,BMW India,4-Wheelers,64,621,7.0,Top 10,98.11,-0.91,0.0094772693617651,0.35972146048520615,Highly Concentrated,2.8,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,Mercedes-Benz AG,4-Wheelers,8,159,10.0,Top 10,99.76,-0.99,0.0011846586702206,0.35972146048520615,Highly Concentrated,2.8,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,Volvo Auto India,4-Wheelers,36,265,8.0,Top 10,98.94,-0.95,0.0053309640159928,0.35972146048520615,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-08-01,2023,August,KIA Motors,4-Wheelers,21,368,9.0,Top 10,99.38,-0.97,0.0031097290093291,0.35972146048520615,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-09-01,2021,September,Tata Motors,4-Wheelers,772,3083,1.0,Market Leader,0.0,4.85,0.5852918877937832,0.42613266994719384,Highly Concentrated,2.3,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-09-01,2021,September,MG Motor,4-Wheelers,263,1083,3.0,Top 3,65.93,0.99,0.1993934799090219,0.42613266994719384,Highly Concentrated,2.3,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-09-01,2021,September,Mahindra and Mahindra,4-Wheelers,276,1006,2.0,Top 3,64.25,1.09,0.2092494313874147,0.42613266994719384,Highly Concentrated,2.3,20-30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-09-01,2021,September,Hyundai Motor,4-Wheelers,6,59,4.0,Top 5,99.22,-0.95,0.0045489006823351,0.42613266994719384,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-09-01,2021,September,Mercedes-Benz AG,4-Wheelers,2,10,5.0,Top 5,99.74,-0.98,0.001516300227445,0.42613266994719384,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-09-01,2022,September,Tata Motors,4-Wheelers,1997,24575,1.0,Market Leader,0.0,4.63,0.5631697687535251,0.4380610135933214,Highly Concentrated,2.3,>30%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-09-01,2022,September,MG Motor,4-Wheelers,207,2813,3.0,Top 3,89.63,-0.42,0.0583756345177665,0.4380610135933214,Highly Concentrated,2.3,5-10%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-09-01,2022,September,Mahindra and Mahindra,4-Wheelers,1213,9226,2.0,Top 3,39.26,2.42,0.3420755781161873,0.4380610135933214,Highly Concentrated,2.3,>30%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-09-01,2022,September,BYD India,4-Wheelers,48,227,5.0,Top 5,97.6,-0.86,0.0135363790186125,0.4380610135933214,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-09-01,2022,September,Hyundai Motor,4-Wheelers,57,340,4.0,Top 5,97.15,-0.84,0.0160744500846023,0.4380610135933214,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-09-01,2022,September,BMW India,4-Wheelers,21,73,6.0,Top 10,98.95,-0.94,0.0059221658206429,0.4380610135933214,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-09-01,2022,September,Mercedes-Benz AG,4-Wheelers,3,47,7.0,Top 10,99.85,-0.99,0.0008460236886632,0.4380610135933214,Highly Concentrated,2.3,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,Tata Motors,4-Wheelers,3126,58338,1.0,Market Leader,0.0,4.17,0.5169505539937159,0.3575986507105508,Highly Concentrated,2.8,>30%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,MG Motor,4-Wheelers,676,8941,3.0,Top 3,78.37,0.12,0.1117909707292872,0.3575986507105508,Highly Concentrated,2.8,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,Mahindra and Mahindra,4-Wheelers,1668,34613,2.0,Top 3,46.64,1.76,0.275839259136762,0.3575986507105508,Highly Concentrated,2.8,20-30%,Strong Loss,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,BYD India,4-Wheelers,141,1669,5.0,Top 5,95.49,-0.77,0.023317347445014,0.3575986507105508,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,Hyundai Motor,4-Wheelers,161,1368,4.0,Top 5,94.85,-0.73,0.0266247726145195,0.3575986507105508,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,PCA Automobiles,4-Wheelers,108,1197,6.0,Top 10,96.55,-0.82,0.0178600959153299,0.3575986507105508,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,BMW India,4-Wheelers,58,679,7.0,Top 10,98.14,-0.9,0.009591532991566,0.3575986507105508,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,Mercedes-Benz AG,4-Wheelers,41,200,9.0,Top 10,98.69,-0.93,0.0067802215974863,0.3575986507105508,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,Volvo Auto India,4-Wheelers,42,307,8.0,Top 10,98.66,-0.93,0.0069455928559616,0.3575986507105508,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-09-01,2023,September,KIA Motors,4-Wheelers,26,394,10.0,Top 10,99.17,-0.96,0.0042996527203572,0.3575986507105508,Highly Concentrated,2.8,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-10-01,2021,October,Tata Motors,4-Wheelers,803,3886,1.0,Market Leader,0.0,4.83,0.5831517792302106,0.43176334521543625,Highly Concentrated,2.3,>30%,Slight Loss,0,4-Wheelers,1.0,1.0
2021-10-01,2021,October,MG Motor,4-Wheelers,194,1277,3.0,Top 3,75.84,0.41,0.1408859840232389,0.43176334521543625,Highly Concentrated,2.3,10-20%,Strong Loss,0,4-Wheelers,1.0,1.0
2021-10-01,2021,October,Mahindra and Mahindra,4-Wheelers,369,1375,2.0,Top 3,54.05,1.68,0.2679738562091503,0.43176334521543625,Highly Concentrated,2.3,20-30%,Strong Gain,0,4-Wheelers,1.0,1.0
2021-10-01,2021,October,Hyundai Motor,4-Wheelers,8,67,4.0,Top 5,99.0,-0.94,0.0058097312999273,0.43176334521543625,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2021-10-01,2021,October,Mercedes-Benz AG,4-Wheelers,3,13,5.0,Top 5,99.63,-0.98,0.0021786492374727,0.43176334521543625,Highly Concentrated,2.3,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,Tata Motors,4-Wheelers,2395,26970,1.0,Market Leader,0.0,5.12,0.6122188139059305,0.45482778593264495,Highly Concentrated,2.2,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,MG Motor,4-Wheelers,338,3151,3.0,Top 3,85.89,-0.14,0.08640081799591,0.45482778593264495,Highly Concentrated,2.2,5-10%,Strong Gain,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,Mahindra and Mahindra,4-Wheelers,1051,10277,2.0,Top 3,56.12,1.69,0.2686605316973415,0.45482778593264495,Highly Concentrated,2.2,20-30%,Strong Loss,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,BYD India,4-Wheelers,27,254,6.0,Top 10,98.87,-0.93,0.0069018404907975,0.45482778593264495,Highly Concentrated,2.2,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,Hyundai Motor,4-Wheelers,64,404,4.0,Top 5,97.33,-0.84,0.016359918200409,0.45482778593264495,Highly Concentrated,2.2,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,BMW India,4-Wheelers,4,77,7.0,Top 10,99.83,-0.99,0.0010224948875255,0.45482778593264495,Highly Concentrated,2.2,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,Mercedes-Benz AG,4-Wheelers,4,51,7.0,Top 10,99.83,-0.99,0.0010224948875255,0.45482778593264495,Highly Concentrated,2.2,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2022-10-01,2022,October,KIA Motors,4-Wheelers,29,29,5.0,Top 5,98.79,-0.93,0.0074130879345603,0.45482778593264495,Highly Concentrated,2.2,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,Tata Motors,4-Wheelers,3911,62249,1.0,Market Leader,0.0,4.42,0.5424410540915395,0.3842371417414171,Highly Concentrated,2.6,>30%,Strong Gain,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,MG Motor,4-Wheelers,714,9655,3.0,Top 3,81.74,-0.01,0.0990291262135922,0.3842371417414171,Highly Concentrated,2.6,5-10%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,Mahindra and Mahindra,4-Wheelers,2027,36640,2.0,Top 3,48.17,1.81,0.2811373092926491,0.3842371417414171,Highly Concentrated,2.6,20-30%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,BYD India,4-Wheelers,109,1778,6.0,Top 10,97.21,-0.85,0.0151178918169209,0.3842371417414171,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,Hyundai Motor,4-Wheelers,148,1516,4.0,Top 5,96.22,-0.79,0.0205270457697642,0.3842371417414171,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,PCA Automobiles,4-Wheelers,132,1329,5.0,Top 5,96.62,-0.82,0.0183079056865464,0.3842371417414171,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,BMW India,4-Wheelers,71,750,7.0,Top 10,98.18,-0.9,0.0098474341192787,0.3842371417414171,Highly Concentrated,2.6,<5%,Slight Gain,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,Mercedes-Benz AG,4-Wheelers,18,218,10.0,Top 10,99.54,-0.98,0.0024965325936199,0.3842371417414171,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
2023-10-01,2023,October,Volvo Auto India,4-Wheelers,41,348,8.0,Top 10,98.95,-0.94,0.0056865464632454,0.3842371417414171,Highly Concentrated,2.6,<5%,Slight Loss,0,4-Wheelers,1.0,1.0
