date,maker,vehicle_category,electric_vehicles_sold,monthly_growth_rate,sales_z_score,rolling_volatility,stability_indicator,long_term_trend,trend_direction
2023-09-01,OLA ELECTRIC,2-Wheelers,18926,-0.0030026866143391118,2.327574826445517,0.06126200823945428,Stable Decline,21180.166666666668,Below Trend
2023-10-01,OLA ELECTRIC,2-Wheelers,23968,0.26640600232484424,2.4993537233486918,0.1612908108775354,Stable Growth,21416.833333333332,Above Trend
2023-11-01,OLA ELECTRIC,2-Wheelers,29980,0.25083444592790394,2.562103881660068,0.1512485839613139,Stable Growth,21505.666666666668,Above Trend
2023-12-01,OLA ELECTRIC,2-Wheelers,30588,0.020280186791194144,2.9148302514050184,0.13782576975224875,Stable Growth,23642.333333333332,Above Trend
2024-01-01,OLA ELECTRIC,2-Wheelers,32275,0.055152347325748696,2.824523860786852,0.12427309825525597,Stable Growth,25786.666666666668,Above Trend
2024-02-01,OLA ELECTRIC,2-Wheelers,33967,0.05242447714949661,2.878757928173784,0.01939400362087638,Stable Growth,28284.0,Above Trend
2024-03-01,OLA ELECTRIC,2-Wheelers,44630,0.3139223363853152,2.597706919030766,0.1501945842890134,Stable Growth,32568.0,Above Trend
2021-04-01,OTHERS,2-Wheelers,749,0.0,0.6676492108292866,,Volatile Decline,749.0,Below Trend
2021-05-01,OTHERS,2-Wheelers,260,-0.6528704939919894,1.6804833772744656,0.46164915353834685,Volatile Decline,504.5,Below Trend
2021-06-01,OTHERS,2-Wheelers,567,1.1807692307692306,0.4360451491173793,0.9293985957308725,Volatile Growth,525.3333333333334,Above Trend
2021-07-01,OTHERS,2-Wheelers,1202,1.1199294532627868,-0.016315396056439436,1.0415337865967969,Volatile Growth,694.5,Above Trend
2021-08-01,OTHERS,2-Wheelers,1279,0.0640599001663893,-0.03843685108182021,0.6279068031614332,Volatile Growth,811.4,Above Trend
2021-09-01,OTHERS,2-Wheelers,1627,0.27208756841282256,0.06520360824919118,0.5593108684828104,Volatile Growth,947.3333333333334,Above Trend
2021-10-01,OTHERS,2-Wheelers,1826,0.12231100184388444,0.04639012227401133,0.10731707032268767,Stable Growth,1126.8333333333333,Above Trend
2021-11-01,OTHERS,2-Wheelers,2317,0.26889375684556405,0.12034714266592544,0.08556646966870052,Stable Growth,1469.6666666666667,Above Trend
2021-12-01,OTHERS,2-Wheelers,2603,0.12343547690979717,0.18245390163119737,0.08430685985328325,Stable Growth,1809.0,Above Trend
2022-01-01,OTHERS,2-Wheelers,3065,0.17748751440645405,0.22855969349133493,0.07352418549503281,Stable Growth,2119.5,Above Trend
2022-02-01,OTHERS,2-Wheelers,4033,0.3158238172920065,0.4638730715763051,0.09922350945265176,Stable Growth,2578.5,Above Trend
2022-03-01,OTHERS,2-Wheelers,5330,0.3215968261839821,0.19184804529482394,0.08158610387059567,Stable Growth,3195.6666666666665,Above Trend
2022-04-01,OTHERS,2-Wheelers,4683,-0.12138836772983119,0.13459718983582727,0.2541074918186179,Volatile Decline,3671.8333333333335,Above Trend
2022-05-01,OTHERS,2-Wheelers,3455,-0.26222506939995727,0.0576208868362309,0.3046634384386048,Volatile Decline,3861.5,Below Trend
2022-06-01,OTHERS,2-Wheelers,3658,0.05875542691751079,0.09496130113456375,0.16089087518328984,Stable Growth,4037.3333333333335,Below Trend
2022-07-01,OTHERS,2-Wheelers,3562,-0.0262438490978677,-0.007896883891581418,0.1663031831097488,Stable Decline,4120.166666666667,Below Trend
2022-08-01,OTHERS,2-Wheelers,3678,0.032565974171813616,-0.1073854479113541,0.04353037190909902,Stable Growth,4061.0,Below Trend
2022-09-01,OTHERS,2-Wheelers,3849,0.04649265905383371,-0.08043304618925255,0.03860731252607218,Stable Growth,3814.1666666666665,Above Trend
2022-10-01,OTHERS,2-Wheelers,4614,0.19875292283710055,-0.2599063213164199,0.09219114417505088,Stable Growth,3802.6666666666665,Above Trend
2022-11-01,OTHERS,2-Wheelers,5693,0.23385348938014738,-0.04315921690369163,0.09959862652965071,Stable Growth,4175.666666666667,Above Trend
2022-12-01,OTHERS,2-Wheelers,5557,-0.0238889864746179,0.1228567918734071,0.13978117029447198,Stable Decline,4492.166666666667,Above Trend
2023-01-01,OTHERS,2-Wheelers,4241,-0.23681842720892565,-0.12967928374900023,0.2356912470644589,Volatile Decline,4605.333333333333,Below Trend
2023-02-01,OTHERS,2-Wheelers,4874,0.14925725064843198,-0.03809806280022734,0.19337915916419776,Stable Growth,4804.666666666667,Above Trend
2023-03-01,OTHERS,2-Wheelers,5089,0.04411161263848995,-0.2241592671438409,0.19959614287948413,Stable Growth,5011.333333333333,Above Trend
2023-04-01,OTHERS,2-Wheelers,4315,-0.1520927490666143,-0.13672290535583315,0.15295074320015675,Stable Decline,4961.5,Below Trend
2023-05-01,OTHERS,2-Wheelers,6627,0.5358053302433372,-0.16663885617744245,0.35436860070706544,Volatile Growth,5117.166666666667,Above Trend
2023-06-01,OTHERS,2-Wheelers,4466,-0.32609023690961214,0.19396926398513048,0.455767276500463,Volatile Decline,4935.333333333333,Below Trend
2023-07-01,OTHERS,2-Wheelers,5020,0.12404836542767583,0.15518811744104347,0.43109019320521846,Volatile Growth,5065.166666666667,Below Trend
2023-08-01,OTHERS,2-Wheelers,4990,-0.005976095617529875,0.030765065101554166,0.2316621769011321,Volatile Decline,5084.5,Below Trend
2023-09-01,OTHERS,2-Wheelers,5355,0.07314629258517025,0.0749376640577136,0.06552065044022022,Stable Growth,5128.833333333333,Above Trend
2023-10-01,OTHERS,2-Wheelers,7092,0.3243697478991596,0.18535177932405142,0.17248282675073795,Stable Growth,5591.666666666667,Above Trend
2023-11-01,OTHERS,2-Wheelers,9707,0.36872532430908067,0.2999708756076479,0.15939866459781468,Stable Growth,6105.0,Above Trend
2023-12-01,OTHERS,2-Wheelers,7691,-0.20768517564644073,0.22157776820318947,0.320754039539838,Volatile Decline,6642.5,Above Trend
2024-01-01,OTHERS,2-Wheelers,6664,-0.13353270055909505,0.044167632570843905,0.31358432612962683,Volatile Decline,6916.5,Below Trend
2024-02-01,OTHERS,2-Wheelers,6154,-0.07653061224489799,-0.01569832789356412,0.06576390491093397,Stable Decline,7110.5,Below Trend
2024-03-01,OTHERS,2-Wheelers,10579,0.7190445238869028,0.045671813781110605,0.4766334998275847,Volatile Growth,7981.166666666667,Above Trend
2021-04-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5719488653462109,,Volatile Decline,0.0,Below Trend
2021-05-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5482291122282659,0.0,Stable Decline,0.0,Below Trend
2021-06-01,PCA Automobiles,4-Wheelers,0,0.0,-0.4572793945185347,0.0,Stable Decline,0.0,Below Trend
2021-07-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5040255856082144,0.0,Stable Decline,0.0,Below Trend
2021-08-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5570011723003545,0.0,Stable Decline,0.0,Below Trend
2021-09-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5253202010013137,0.0,Stable Decline,0.0,Below Trend
2021-10-01,PCA Automobiles,4-Wheelers,0,0.0,-0.52084326657471,0.0,Stable Decline,0.0,Below Trend
2021-11-01,PCA Automobiles,4-Wheelers,0,0.0,-0.478803814228978,0.0,Stable Decline,0.0,Below Trend
2021-12-01,PCA Automobiles,4-Wheelers,0,0.0,-0.422907149108176,0.0,Stable Decline,0.0,Below Trend
2022-01-01,PCA Automobiles,4-Wheelers,0,0.0,-0.4624684396377741,0.0,Stable Decline,0.0,Below Trend
2022-02-01,PCA Automobiles,4-Wheelers,0,0.0,-0.40298524226031873,0.0,Stable Decline,0.0,Below Trend
2022-03-01,PCA Automobiles,4-Wheelers,0,0.0,-0.4068641111447305,0.0,Stable Decline,0.0,Below Trend
2022-04-01,PCA Automobiles,4-Wheelers,0,0.0,-0.491441671104208,0.0,Stable Decline,0.0,Below Trend
2022-05-01,PCA Automobiles,4-Wheelers,0,0.0,-0.44705803668256267,0.0,Stable Decline,0.0,Below Trend
2022-06-01,PCA Automobiles,4-Wheelers,0,0.0,-0.46298686908870773,0.0,Stable Decline,0.0,Below Trend
2022-07-01,PCA Automobiles,4-Wheelers,0,0.0,-0.46852484960020757,0.0,Stable Decline,0.0,Below Trend
2022-08-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5142612167922416,0.0,Stable Decline,0.0,Below Trend
2022-09-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5159691194977936,0.0,Stable Decline,0.0,Below Trend
2022-10-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5036309880232643,0.0,Stable Decline,0.0,Below Trend
2022-11-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5386146899877221,0.0,Stable Decline,0.0,Below Trend
2022-12-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5593312488054769,0.0,Stable Decline,0.0,Below Trend
2023-01-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5800410376229934,0.0,Stable Decline,0.0,Below Trend
2023-02-01,PCA Automobiles,4-Wheelers,0,0.0,-0.5312703014712986,0.0,Stable Decline,0.0,Below Trend
2023-03-01,PCA Automobiles,4-Wheelers,151,0.0,-0.43261185517915135,0.0,Stable Decline,25.166666666666668,Above Trend
2023-04-01,PCA Automobiles,4-Wheelers,181,0.19867549668874163,-0.27805627118467535,0.11470535149462759,Stable Growth,55.333333333333336,Above Trend
2023-05-01,PCA Automobiles,4-Wheelers,245,0.35359116022099446,-0.3815926384127055,0.17724630902531527,Stable Growth,96.16666666666667,Above Trend
2023-06-01,PCA Automobiles,4-Wheelers,254,0.03673469387755102,-0.4079003310412199,0.15844121238197717,Stable Growth,138.5,Above Trend
2023-07-01,PCA Automobiles,4-Wheelers,169,-0.33464566929133854,-0.44840380772880406,0.3444781869989008,Volatile Decline,166.66666666666666,Above Trend
2023-08-01,PCA Automobiles,4-Wheelers,89,-0.47337278106508873,-0.5110818768670374,0.26374805581618316,Volatile Decline,181.5,Below Trend
2023-09-01,PCA Automobiles,4-Wheelers,108,0.2134831460674158,-0.4855161203747242,0.36319450124433567,Volatile Growth,174.33333333333334,Below Trend
2023-10-01,PCA Automobiles,4-Wheelers,132,0.22222222222222232,-0.4596855701364085,0.39910312883751536,Volatile Growth,166.16666666666666,Below Trend
2023-11-01,PCA Automobiles,4-Wheelers,98,-0.25757575757575757,-0.4438559354841227,0.27452351555976984,Volatile Decline,141.66666666666666,Below Trend
2023-12-01,PCA Automobiles,4-Wheelers,40,-0.5918367346938775,-0.4508340694378875,0.40919198582440325,Volatile Decline,106.0,Below Trend
2024-01-01,PCA Automobiles,4-Wheelers,23,-0.42500000000000004,-0.4424998825754108,0.16713057461089476,Stable Decline,81.66666666666667,Below Trend
2024-02-01,PCA Automobiles,4-Wheelers,64,1.7826086956521738,-0.4121399149111229,1.3253528933114163,Volatile Growth,77.5,Below Trend
2024-03-01,PCA Automobiles,4-Wheelers,130,1.03125,-0.3651407015029189,1.1224036785066258,Volatile Growth,81.16666666666667,Above Trend
2021-04-01,PURE EV,2-Wheelers,581,0.0,0.25965260305970744,,Volatile Decline,581.0,Below Trend
2021-05-01,PURE EV,2-Wheelers,122,-0.7900172117039587,0.19865138964586335,0.5586265276499575,Volatile Decline,351.5,Below Trend
2021-06-01,PURE EV,2-Wheelers,460,2.7704918032786887,0.1738053498355456,1.8698028627191157,Volatile Growth,387.6666666666667,Above Trend
2021-07-01,PURE EV,2-Wheelers,1417,2.0804347826086955,0.15072318261663098,1.8882486501695224,Volatile Growth,645.0,Above Trend
2021-08-01,PURE EV,2-Wheelers,1094,-0.22794636556104442,-0.15998928612689267,1.5703202258009012,Volatile Decline,734.8,Above Trend
2021-09-01,PURE EV,2-Wheelers,1337,0.22212065813528326,-0.08687987479852025,1.2236908130911237,Volatile Growth,835.1666666666666,Above Trend
2021-10-01,PURE EV,2-Wheelers,1400,0.04712041884816753,-0.16939359480037094,0.22687997761468148,Volatile Growth,971.6666666666666,Above Trend
2021-11-01,PURE EV,2-Wheelers,1688,0.20571428571428574,-0.1574449774693667,0.09664907950423925,Stable Growth,1232.6666666666667,Above Trend
2021-12-01,PURE EV,2-Wheelers,1685,-0.0017772511848340722,-0.2535357253469525,0.1084709904590095,Stable Decline,1436.8333333333333,Above Trend
2022-01-01,PURE EV,2-Wheelers,1691,0.0035608308605341588,-0.3374499529918626,0.1182844398853724,Stable Growth,1482.5,Above Trend
2022-02-01,PURE EV,2-Wheelers,1428,-0.15552927261975158,-0.680254450711473,0.09034917472469615,Stable Decline,1538.1666666666667,Below Trend
2022-03-01,PURE EV,2-Wheelers,2065,0.446078431372549,-0.5942434015417379,0.31173260905546246,Volatile Growth,1659.5,Above Trend
2022-04-01,PURE EV,2-Wheelers,1756,-0.14963680387409206,-0.5389374853934024,0.3456499173527446,Volatile Decline,1718.8333333333333,Above Trend
2022-05-01,PURE EV,2-Wheelers,1464,-0.16628701594533024,-0.538701149941924,0.34884220695891344,Volatile Decline,1681.5,Below Trend
2022-06-01,PURE EV,2-Wheelers,1125,-0.23155737704918034,-0.8905352904380969,0.043298248444108636,Stable Decline,1588.1666666666667,Below Trend
2022-07-01,PURE EV,2-Wheelers,1000,-0.11111111111111116,-0.8904929070224818,0.06029359210191585,Stable Decline,1473.0,Below Trend
2022-08-01,PURE EV,2-Wheelers,880,-0.12,-0.9927069080943993,0.06712098988416801,Stable Decline,1381.6666666666667,Below Trend
2022-09-01,PURE EV,2-Wheelers,790,-0.10227272727272729,-1.0661282535260799,0.008863648354263884,Stable Decline,1169.1666666666667,Below Trend
2022-10-01,PURE EV,2-Wheelers,1047,0.3253164556962025,-0.9578514235728309,0.2521419941567978,Volatile Growth,1051.0,Below Trend
2022-11-01,PURE EV,2-Wheelers,925,-0.11652340019102192,-1.0103251245531586,0.2510836677686983,Volatile Decline,961.1666666666666,Below Trend
2022-12-01,PURE EV,2-Wheelers,780,-0.1567567567567567,-0.8810286860384946,0.26746830447602965,Volatile Decline,903.6666666666666,Below Trend
2023-01-01,PURE EV,2-Wheelers,717,-0.08076923076923082,-0.7520855013612786,0.03801575927007118,Stable Decline,856.5,Below Trend
2023-02-01,PURE EV,2-Wheelers,488,-0.3193863319386332,-0.8399715750716794,0.12190201242529355,Stable Decline,791.1666666666666,Below Trend
2023-03-01,PURE EV,2-Wheelers,584,0.19672131147540983,-0.8756996651923317,0.25829770343413755,Volatile Growth,756.8333333333334,Below Trend
2021-04-01,REVOLT,2-Wheelers,138,0.0,-0.8161955948088854,,Volatile Decline,138.0,Below Trend
2021-05-01,REVOLT,2-Wheelers,42,-0.6956521739130435,-0.6603816466605728,0.4919003695210765,Volatile Decline,90.0,Below Trend
2021-06-01,REVOLT,2-Wheelers,59,0.40476190476190466,-0.8089811876599247,0.5565781303588417,Volatile Growth,79.66666666666667,Below Trend
2021-07-01,REVOLT,2-Wheelers,321,4.440677966101695,-0.7007851068051606,2.7043611970898147,Volatile Growth,140.0,Above Trend
2021-08-01,REVOLT,2-Wheelers,853,1.6573208722741435,-0.3183359717802033,2.0657766551201333,Volatile Growth,282.6,Above Trend
2021-09-01,REVOLT,2-Wheelers,499,-0.41500586166471276,-0.5263486982260449,2.4365029666576805,Volatile Decline,318.6666666666667,Above Trend
2021-10-01,REVOLT,2-Wheelers,900,0.8036072144288577,-0.4226608683618525,1.0415039551065488,Volatile Growth,445.6666666666667,Above Trend
2021-11-01,REVOLT,2-Wheelers,780,-0.1333333333333333,-0.5584549060589458,0.6379935778783026,Volatile Decline,568.6666666666666,Above Trend
2021-12-01,REVOLT,2-Wheelers,835,0.07051282051282048,-0.657229824400795,0.4927538660206724,Volatile Growth,698.0,Above Trend
2022-01-01,REVOLT,2-Wheelers,673,-0.1940119760479042,-0.7568079006773758,0.1385691885636025,Stable Decline,756.6666666666666,Below Trend
2022-02-01,REVOLT,2-Wheelers,1128,0.6760772659732541,-0.8120157776544032,0.44604501915581257,Volatile Growth,802.5,Above Trend
2022-03-01,REVOLT,2-Wheelers,1413,0.25265957446808507,-0.7512209278319182,0.4350964078226197,Volatile Growth,954.8333333333334,Above Trend
2022-04-01,REVOLT,2-Wheelers,1241,-0.12172682236376509,-0.6574446113732634,0.3991530781917238,Volatile Decline,1011.6666666666666,Above Trend
2022-05-01,REVOLT,2-Wheelers,1589,0.28041901692183724,-0.5012625489387752,0.22459483402815472,Volatile Growth,1146.5,Above Trend
2022-06-01,REVOLT,2-Wheelers,2423,0.5248584015103839,-0.3855315099954149,0.3264823477936538,Volatile Growth,1411.1666666666667,Above Trend
2022-07-01,REVOLT,2-Wheelers,2318,-0.04333470903838221,-0.43644858286692884,0.2850176891253829,Volatile Decline,1685.3333333333333,Above Trend
2022-08-01,REVOLT,2-Wheelers,1662,-0.28300258843830883,-0.7452725328752637,0.4149143450504831,Volatile Decline,1774.3333333333333,Below Trend
2022-09-01,REVOLT,2-Wheelers,865,-0.4795427196149218,-1.0419611595246865,0.21845905187247613,Volatile Decline,1683.0,Below Trend
2022-10-01,REVOLT,2-Wheelers,1041,0.20346820809248545,-0.9590254271090066,0.35161195144836527,Volatile Growth,1649.6666666666667,Below Trend
2022-11-01,REVOLT,2-Wheelers,524,-0.4966378482228626,-1.0916660492527046,0.3993629637475353,Volatile Decline,1472.1666666666667,Below Trend
2022-12-01,REVOLT,2-Wheelers,37,-0.9293893129770993,-1.0371699692891838,0.5716625583011214,Volatile Decline,1074.5,Below Trend
2023-01-01,REVOLT,2-Wheelers,14,-0.6216216216216216,-0.8762488302436372,0.2227164586427545,Volatile Decline,690.5,Below Trend
2023-02-01,REVOLT,2-Wheelers,79,4.642857142857143,-0.9147472856323324,3.1320756743211953,Volatile Growth,426.6666666666667,Below Trend
2023-03-01,REVOLT,2-Wheelers,1140,13.430379746835444,-0.7952875761102094,7.099225692944697,Volatile Growth,472.5,Above Trend
2023-04-01,REVOLT,2-Wheelers,520,-0.543859649122807,-0.7660003132978077,7.064016224160162,Volatile Decline,385.6666666666667,Above Trend
2023-05-01,REVOLT,2-Wheelers,565,0.08653846153846145,-0.8503908972020978,7.892347229232811,Volatile Growth,392.5,Above Trend
2023-06-01,REVOLT,2-Wheelers,705,0.24778761061946897,-0.5823047168632761,0.4183516164388545,Volatile Growth,503.8333333333333,Above Trend
2023-07-01,REVOLT,2-Wheelers,478,-0.3219858156028369,-0.672715531133573,0.29369347124799733,Volatile Decline,581.1666666666666,Below Trend
2023-08-01,REVOLT,2-Wheelers,508,0.06276150627615062,-0.7164451404870876,0.29066215159257136,Volatile Growth,652.6666666666666,Below Trend
2023-09-01,REVOLT,2-Wheelers,879,0.7303149606299213,-0.6680292461808692,0.5324464041529886,Volatile Growth,609.1666666666666,Above Trend
2023-10-01,REVOLT,2-Wheelers,681,-0.22525597269624575,-0.6937111777239439,0.490186612633567,Volatile Decline,636.0,Above Trend
2023-11-01,REVOLT,2-Wheelers,663,-0.026431718061673992,-0.709190615377312,0.5042010889449285,Volatile Decline,652.3333333333334,Above Trend
2023-12-01,REVOLT,2-Wheelers,673,0.015082956259426794,-0.6039122928139934,0.12846358315780496,Stable Growth,647.0,Above Trend
2024-01-01,REVOLT,2-Wheelers,524,-0.2213967310549777,-0.6223970170424585,0.1262652413161136,Stable Decline,654.6666666666666,Below Trend
2024-02-01,REVOLT,2-Wheelers,473,-0.09732824427480913,-0.606911285529152,0.11828772120674036,Stable Decline,648.8333333333334,Below Trend
2024-03-01,REVOLT,2-Wheelers,585,0.2367864693446089,-0.7033528504538621,0.2369801244820714,Volatile Growth,599.8333333333334,Below Trend
2021-04-01,TVS,2-Wheelers,302,0.0,-0.4179131919862009,,Volatile Decline,302.0,Below Trend
2021-05-01,TVS,2-Wheelers,9,-0.9701986754966887,-1.0147327741369776,0.6860340625419153,Volatile Decline,155.5,Below Trend
2021-06-01,TVS,2-Wheelers,208,22.11111111111111,-0.44380614006185715,13.054944028369697,Volatile Growth,173.0,Above Trend
2021-07-01,TVS,2-Wheelers,648,2.1153846153846154,-0.4467310824977465,12.530607618961271,Volatile Growth,291.75,Above Trend
2021-08-01,TVS,2-Wheelers,651,0.004629629629629539,-0.4510580900456338,12.199596224143866,Volatile Growth,363.6,Above Trend
2021-09-01,TVS,2-Wheelers,688,0.056835637480798784,-0.42723222134322614,1.2038574093010443,Volatile Growth,417.6666666666667,Above Trend
2021-10-01,TVS,2-Wheelers,486,-0.29360465116279066,-0.6323661708707592,0.1890668089151452,Stable Decline,448.3333333333333,Above Trend
2021-11-01,TVS,2-Wheelers,522,0.07407407407407418,-0.6723982558123724,0.20748220991713717,Volatile Growth,533.8333333333334,Below Trend
2021-12-01,TVS,2-Wheelers,1119,1.1436781609195403,-0.5223485018933935,0.7466617294660755,Volatile Growth,685.6666666666666,Above Trend
2022-01-01,TVS,2-Wheelers,1155,0.03217158176943702,-0.5582513871366908,0.6299808987781336,Volatile Growth,770.1666666666666,Above Trend
2022-02-01,TVS,2-Wheelers,1560,0.35064935064935066,-0.6222794668565836,0.5723882217928734,Volatile Growth,921.6666666666666,Above Trend
2022-03-01,TVS,2-Wheelers,2391,0.5326923076923078,-0.5157546383966479,0.2533405891147434,Volatile Growth,1205.5,Above Trend
2022-04-01,TVS,2-Wheelers,1498,-0.3734838979506483,-0.5983061038454492,0.47935093539952545,Volatile Decline,1374.1666666666667,Above Trend
2022-05-01,TVS,2-Wheelers,478,-0.6809078771695594,-0.8340168346547622,0.6309371637187835,Volatile Decline,1366.8333333333333,Below Trend
2022-06-01,TVS,2-Wheelers,1983,3.1485355648535567,-0.5567192321793749,2.1277440194967165,Volatile Growth,1510.8333333333333,Above Trend
2022-07-01,TVS,2-Wheelers,4348,1.1926374180534545,0.26287613491438566,1.914869299698294,Volatile Growth,2043.0,Above Trend
2022-08-01,TVS,2-Wheelers,6426,0.4779208831646735,0.7621154000454037,1.3825423479922596,Volatile Growth,2854.0,Above Trend
2022-09-01,TVS,2-Wheelers,4001,-0.3773731714908185,-0.031454402346428836,0.7860535283356574,Volatile Decline,3122.3333333333335,Above Trend
2022-10-01,TVS,2-Wheelers,5820,0.45463634091477134,-0.02393161054511859,0.4872217015162286,Volatile Growth,3842.6666666666665,Above Trend
2022-11-01,TVS,2-Wheelers,8147,0.399828178694158,0.4546229008336808,0.46534677071848735,Volatile Growth,5120.833333333333,Above Trend
2022-12-01,TVS,2-Wheelers,9363,0.1492573953602554,0.9226868377039907,0.16281172792244838,Stable Growth,6350.833333333333,Above Trend
2023-01-01,TVS,2-Wheelers,10462,0.11737690911032783,0.9690690362753992,0.15469367717827692,Stable Growth,7369.833333333333,Above Trend
2023-02-01,TVS,2-Wheelers,12671,0.21114509653985847,1.387393906005179,0.04767760818709844,Stable Growth,8410.666666666666,Above Trend
2023-03-01,TVS,2-Wheelers,16896,0.333438560492463,1.4834406173752557,0.108344205734416,Stable Growth,10559.833333333334,Above Trend
2023-04-01,TVS,2-Wheelers,8654,-0.48780776515151514,0.5827592219327644,0.44308319790152123,Volatile Decline,11032.166666666666,Below Trend
2023-05-01,TVS,2-Wheelers,20188,1.332794083660735,1.3629489742968814,0.9117518011104826,Volatile Growth,13039.0,Above Trend
2023-06-01,TVS,2-Wheelers,7772,-0.6150188230632059,0.8763308116279999,1.0897055309236812,Volatile Decline,12773.833333333334,Below Trend
2023-07-01,TVS,2-Wheelers,10272,0.32166752444673197,1.1125086727721498,0.9741435000347596,Volatile Growth,12742.166666666666,Below Trend
2023-08-01,TVS,2-Wheelers,15296,0.4890965732087227,1.7489150826822193,0.5950468620573202,Volatile Growth,13179.666666666666,Above Trend
2023-09-01,TVS,2-Wheelers,15425,0.008433577405857706,1.7464472230618533,0.24398938073966198,Volatile Growth,12934.5,Above Trend
2023-10-01,TVS,2-Wheelers,16309,0.05730956239870344,1.4491676076053448,0.2645328587489859,Volatile Growth,14210.333333333334,Above Trend
2023-11-01,TVS,2-Wheelers,18914,0.15972775767980862,1.327320482805627,0.0772099708785891,Stable Growth,13998.0,Above Trend
2023-12-01,TVS,2-Wheelers,12171,-0.3565084064713968,0.7485363708473871,0.2733235491933735,Volatile Decline,14731.166666666666,Below Trend
2024-01-01,TVS,2-Wheelers,15153,0.24500862706433324,0.9657421131192682,0.3254728215724945,Volatile Growth,15544.666666666666,Below Trend
2024-02-01,TVS,2-Wheelers,14431,-0.04764733056160497,0.845676368524278,0.3007948956181893,Volatile Decline,15400.5,Below Trend
2024-03-01,TVS,2-Wheelers,26158,0.812625597671679,1.2132779018456132,0.43739875893485164,Volatile Growth,17189.333333333332,Above Trend
2021-04-01,Tata Motors,4-Wheelers,322,0.0,2.3700245314825414,,Volatile Decline,322.0,Below Trend
2021-05-01,Tata Motors,4-Wheelers,137,-0.5745341614906831,2.374237361517743,0.406257001613389,Volatile Decline,229.5,Below Trend
2021-06-01,Tata Motors,4-Wheelers,572,3.1751824817518246,2.740322239523053,2.0195811529354852,Volatile Growth,343.6666666666667,Above Trend
2021-07-01,Tata Motors,4-Wheelers,696,0.21678321678321688,2.633736557355267,1.9764734718151813,Volatile Growth,431.75,Above Trend
2021-08-01,Tata Motors,4-Wheelers,584,-0.16091954022988508,2.3921256148565546,1.8268535009998543,Volatile Decline,462.2,Above Trend
2021-09-01,Tata Motors,4-Wheelers,772,0.32191780821917804,2.5493363204013715,0.25391749317085505,Volatile Growth,513.8333333333334,Above Trend
2021-10-01,Tata Motors,4-Wheelers,803,0.04015544041450769,2.5164635094564605,0.2425397166133689,Volatile Growth,594.0,Above Trend
2021-11-01,Tata Motors,4-Wheelers,1036,0.290161892901619,2.5737546567939216,0.15432740972455328,Stable Growth,743.8333333333334,Above Trend
2021-12-01,Tata Motors,4-Wheelers,1952,0.8841698841698842,2.733937038498553,0.43353375517242926,Volatile Growth,973.8333333333334,Above Trend
2022-01-01,Tata Motors,4-Wheelers,1012,-0.48155737704918034,2.557002921094016,0.6847879327866013,Volatile Decline,1026.5,Below Trend
2022-02-01,Tata Motors,4-Wheelers,1922,0.8992094861660078,2.75968374763079,0.7928802213258358,Volatile Growth,1249.5,Above Trend
2022-03-01,Tata Motors,4-Wheelers,2900,0.5088449531737773,2.7649260026179534,0.7117816115076329,Volatile Growth,1604.1666666666667,Above Trend
2022-04-01,Tata Motors,4-Wheelers,1409,-0.5141379310344827,2.5874436760982333,0.7298891892733432,Volatile Decline,1705.1666666666667,Below Trend
2022-05-01,Tata Motors,4-Wheelers,2097,0.4882895670688432,2.721176849844419,0.5847759391759472,Volatile Growth,1882.0,Above Trend
2022-06-01,Tata Motors,4-Wheelers,2169,0.03433476394849788,2.6654197323237754,0.5019558661495416,Volatile Growth,1918.1666666666667,Above Trend
2022-07-01,Tata Motors,4-Wheelers,2264,0.04379898570769947,2.6458035693512603,0.25940200837320254,Volatile Growth,2126.8333333333335,Above Trend
2022-08-01,Tata Motors,4-Wheelers,1931,-0.1470848056537103,2.44297049740019,0.10757884978986677,Stable Decline,2128.3333333333335,Below Trend
2022-09-01,Tata Motors,4-Wheelers,1997,0.03417918177110302,2.38981297761753,0.10753743190894657,Stable Growth,1977.8333333333333,Above Trend
2022-10-01,Tata Motors,4-Wheelers,2395,0.19929894842263396,2.5796926733154835,0.17325456971569342,Stable Growth,2142.1666666666665,Above Trend
2022-11-01,Tata Motors,4-Wheelers,2264,-0.0546972860125261,2.5275750463265925,0.1288912015176569,Stable Decline,2170.0,Above Trend
2022-12-01,Tata Motors,4-Wheelers,1992,-0.12014134275618371,2.3467403412323686,0.16873999293721884,Stable Decline,2140.5,Below Trend
2023-01-01,Tata Motors,4-Wheelers,1812,-0.09036144578313254,2.4770687941770766,0.032766087954205575,Stable Decline,2065.1666666666665,Below Trend
2023-02-01,Tata Motors,4-Wheelers,2651,0.4630242825607065,2.4300366144252794,0.328431817670377,Volatile Growth,2185.1666666666665,Above Trend
