date,year,month,quarter,months_from_start,rolling_mean_ev,ev_growth_rate,ev_penetration,ev_penetration_log,national_market_share,state_rank,growth_stage,market_concentration,region,regional_avg_penetration,state_to_region_ratio,regional_rank,market_maturity_score,adoption_velocity,adoption_velocity_capped,segment_penetration_2-wheelers,segment_penetration_4-wheelers,segment_preference_ratio,segment_preference_ratio_capped,segment_preference_ratio_log,dominant_segment,segment_growth_diff,ev_sales_growth_rank_state,ev_sales_growth_rank_region,is_early_adopter,months_since_peak,is_at_peak,is_missing_ev_growth_rate,is_missing_segment_preference_ratio,is_missing_segment_growth_diff,is_missing_regional_avg_penetration,is_missing_adoption_velocity,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
2021-12-01,2021,12,4,11,4004.3333333333335,0.3,3.55,1.5151272329628591,16.33,1.0,Advanced,1.0,West,2.22625,1.59,1.0,65.39,1.36,1.36,3.55,4.74,0.75,0.75,0.5596157879354227,4-Wheelers,-0.375,5.0,4.0,0,9.0,0,0,0,0,0,0,Maharashtra,2-Wheelers,4775,134502
2021-12-01,2021,12,4,11,735.0,1.7,4.74,1.747459210331475,4.76,1.0,Advanced,1.0,West,2.22625,2.13,1.0,89.34,2.92,2.92,3.55,4.74,0.75,0.75,0.5596157879354227,4-Wheelers,0.0,2.0,1.0,0,9.0,0,0,0,0,0,0,Maharashtra,4-Wheelers,1392,29346
2021-12-01,2021,12,4,11,4.333333333333333,0.33,0.11,0.10436001532424277,0.01,25.0,Developing,0.000837696335078534,Central,0.34375,0.32,7.0,3.17,-0.01,-0.01,0.11,0.0,0.0,0.0,0.0,4-Wheelers,0.0,4.0,1.0,0,9.0,0,0,0,0,0,0,Manipur,2-Wheelers,4,3649
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,23.0,Early,0.0,Central,0.34375,0.0,6.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,4-Wheelers,0.0,9.0,2.0,1,9.0,0,0,0,0,0,0,Manipur,4-Wheelers,0,849
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.34375,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,9.0,0,0,0,0,0,0,Meghalaya,2-Wheelers,0,1101
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,23.0,Early,0.0,Central,0.34375,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,9.0,2.0,1,1.0,0,0,0,0,0,0,Meghalaya,4-Wheelers,0,888
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.34375,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,9.0,0,0,0,0,0,0,Mizoram,2-Wheelers,0,1740
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,23.0,Early,0.0,Central,0.34375,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,9.0,2.0,1,9.0,0,0,0,0,0,0,Mizoram,4-Wheelers,0,376
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.34375,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,9.0,0,0,0,0,0,0,Nagaland,2-Wheelers,0,353
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,23.0,Early,0.0,Central,0.34375,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,9.0,2.0,1,9.0,0,0,0,0,0,0,Nagaland,4-Wheelers,0,540
2021-12-01,2021,12,4,11,910.0,0.11,3.52,1.5085119938441398,3.21,10.0,Advanced,0.19664921465968585,South,1.059,3.32,2.0,100.0,1.47,1.47,3.52,0.43,8.19,8.19,2.2181159363675955,2-Wheelers,0.3976,10.0,1.0,0,9.0,0,0,0,0,0,0,Odisha,2-Wheelers,939,26693
2021-12-01,2021,12,4,11,13.333333333333334,0.11,0.43,0.35767444427181594,0.07,13.0,Developing,0.014367816091954023,South,1.059,0.41,3.0,12.22,0.08,0.08,3.52,0.43,8.19,8.19,2.2181159363675955,2-Wheelers,0.0,8.0,1.0,0,9.0,0,0,0,0,0,0,Odisha,4-Wheelers,20,4634
2021-12-01,2021,12,4,11,53.0,0.72,3.13,1.4182774069729414,0.28,22.0,Advanced,0.016963350785340316,West,2.22625,1.41,7.0,56.94,1.5,1.5,3.13,0.33,9.48,9.48,2.349468678892896,2-Wheelers,0.1049,2.0,2.0,0,9.0,0,0,0,0,0,0,Puducherry,2-Wheelers,81,2589
2021-12-01,2021,12,4,11,1.0,1.0,0.33,0.2851789422336624,0.01,21.0,Developing,0.0014367816091954023,West,2.22625,0.15,7.0,0.6,0.14,0.14,3.13,0.33,9.48,9.48,2.349468678892896,2-Wheelers,0.0,4.0,2.0,0,1.0,0,0,0,0,0,0,Puducherry,4-Wheelers,2,608
2021-12-01,2021,12,4,11,556.3333333333334,-0.44,1.28,0.8241754429663494,1.54,15.0,Maturing,0.09424083769633508,North,1.350625,0.95,3.0,19.02,-0.45,-0.45,1.28,0.06,21.33,21.33,3.1059310658520665,2-Wheelers,-0.6301,24.0,7.0,0,9.0,0,0,0,0,0,0,Punjab,2-Wheelers,450,35287
2021-12-01,2021,12,4,11,4.666666666666667,1.0,0.06,0.05826890812397577,0.02,18.0,Early,0.004310344827586207,North,1.350625,0.04,5.0,0.89,0.03,0.03,1.28,0.06,21.33,21.33,3.1059310658520665,2-Wheelers,0.0,4.0,2.0,1,9.0,0,0,0,0,0,0,Punjab,4-Wheelers,6,10624
2021-12-01,2021,12,4,11,1995.3333333333333,-0.06,3.47,1.4973884086254776,7.25,4.0,Advanced,0.4437696335078534,Central,0.34375,10.09,1.0,100.0,1.87,1.87,3.47,0.57,6.09,6.09,1.958685340544036,2-Wheelers,0.8624,16.0,5.0,0,9.0,0,0,0,0,0,0,Rajasthan,2-Wheelers,2119,61061
2021-12-01,2021,12,4,11,79.33333333333333,-0.08,0.57,0.4510756193602166,0.25,7.0,Developing,0.05244252873563218,Central,0.34375,1.66,1.0,16.43,0.08,0.08,3.47,0.57,6.09,6.09,1.958685340544036,2-Wheelers,0.0,12.0,4.0,0,9.0,0,0,0,0,0,0,Rajasthan,4-Wheelers,73,12739
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.34375,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,,1,0,0,0,0,0,Sikkim,2-Wheelers,0,454
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,23.0,Early,0.0,Central,0.34375,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,9.0,2.0,1,,1,0,0,0,0,0,Sikkim,4-Wheelers,0,394
2021-12-01,2021,12,4,11,2870.0,0.14,3.88,1.5851452198650557,11.07,3.0,Advanced,0.677696335078534,West,2.22625,1.74,3.0,72.03,1.32,1.32,3.88,0.71,5.46,5.46,1.8656293177945105,2-Wheelers,0.4918,9.0,7.0,0,9.0,0,0,0,0,0,0,Tamil Nadu,2-Wheelers,3236,83485
2021-12-01,2021,12,4,11,116.0,0.12,0.71,0.5364933705145685,0.41,6.0,Developing,0.08692528735632184,West,2.22625,0.32,5.0,8.25,0.01,0.01,3.88,0.71,5.46,5.46,1.8656293177945105,2-Wheelers,0.0,7.0,4.0,0,9.0,0,0,0,0,0,0,Tamil Nadu,4-Wheelers,121,17001
2021-12-01,2021,12,4,11,0.3333333333333333,0.0,0.03,0.0295588022415444,0.0,26.0,Early,0.0002094240837696335,Central,0.34375,0.09,8.0,0.86,0.03,0.03,0.03,0.0,0.0,0.0,0.0,4-Wheelers,0.0,12.0,3.0,1,9.0,0,0,0,0,0,0,Tripura,2-Wheelers,1,3579
2021-12-01,2021,12,4,11,0.0,0.0,0.0,0.0,0.0,23.0,Early,0.0,Central,0.34375,0.0,6.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,4-Wheelers,0.0,9.0,2.0,1,9.0,0,0,0,0,0,0,Tripura,4-Wheelers,0,352
2021-12-01,2021,12,4,11,1246.6666666666667,0.02,0.51,0.412109650826833,4.69,6.0,Developing,0.2871204188481675,Central,0.34375,1.48,2.0,14.7,-0.09,-0.09,0.51,0.06,8.5,8.5,2.2512917986064953,2-Wheelers,-0.575,11.0,2.0,0,9.0,0,0,0,0,0,0,Uttar Pradesh,2-Wheelers,1371,268713
2021-12-01,2021,12,4,11,13.666666666666666,1.1,0.06,0.05826890812397577,0.07,12.0,Early,0.015086206896551725,Central,0.34375,0.17,3.0,1.73,0.03,0.03,0.51,0.06,8.5,8.5,2.2512917986064953,2-Wheelers,0.0,3.0,1.0,1,9.0,0,0,0,0,0,0,Uttar Pradesh,4-Wheelers,21,33774
2021-12-01,2021,12,4,11,206.66666666666666,-0.13,1.81,1.0331844833456545,0.78,18.0,Maturing,0.047958115183246074,North,1.350625,1.34,4.0,26.89,0.56,0.56,1.81,0.89,2.03,2.03,1.1085626195212777,2-Wheelers,-0.5132,19.0,5.0,0,9.0,0,0,0,0,0,0,Uttarakhand,2-Wheelers,229,12632
2021-12-01,2021,12,4,11,21.0,2.17,0.89,0.636576829071551,0.13,9.0,Maturing,0.027298850574712645,North,1.350625,0.66,2.0,13.22,0.59,0.59,1.81,0.89,2.03,2.03,1.1085626195212777,2-Wheelers,0.0,1.0,1.0,0,9.0,0,0,0,0,0,0,Uttarakhand,4-Wheelers,38,4270
2021-12-01,2021,12,4,11,220.33333333333334,-0.08,0.39,0.3293037471426004,0.97,17.0,Developing,0.05968586387434555,South,1.059,0.37,4.0,11.08,0.0,0.0,0.39,0.46,0.85,0.85,0.6151856390902334,4-Wheelers,0.4655,17.0,4.0,0,9.0,0,0,0,0,0,0,West Bengal,2-Wheelers,285,73989
2021-12-01,2021,12,4,11,43.666666666666664,-0.34,0.46,0.3784364357202451,0.13,8.0,Developing,0.028017241379310345,South,1.059,0.43,1.0,13.07,-0.21,-0.21,0.39,0.46,0.85,0.85,0.6151856390902334,4-Wheelers,0.0,17.0,4.0,0,9.0,0,0,0,0,0,0,West Bengal,4-Wheelers,39,8452
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,South,0.99,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,17.0,5.0,1,10.0,0,0,0,0,0,0,Andaman and Nicobar Islands,2-Wheelers,0,336
2022-01-01,2022,1,1,12,0.3333333333333333,-1.0,0.0,0.0,0.0,20.0,Early,0.0,South,0.99,0.0,5.0,0.0,-0.82,-0.82,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,21.0,5.0,1,0.0,0,0,0,0,0,0,Andaman and Nicobar Islands,4-Wheelers,0,90
2022-01-01,2022,1,1,12,1256.6666666666667,0.7,2.8,1.33500106673234,5.28,7.0,Advanced,0.32522382249902687,South,0.99,2.83,1.0,96.22,0.48,0.48,2.8,0.34,8.24,8.24,2.2235418856535927,2-Wheelers,0.7421,2.0,1.0,0,10.0,0,0,0,0,0,0,Andhra Pradesh,2-Wheelers,1671,59712
2022-01-01,2022,1,1,12,31.333333333333332,-0.06,0.34,0.29266961396282,0.09,10.0,Developing,0.10283687943262411,South,0.99,0.34,2.0,11.68,-0.15,-0.15,2.8,0.34,8.24,8.24,2.2235418856535927,2-Wheelers,0.0,14.0,4.0,0,10.0,0,0,0,0,0,0,Andhra Pradesh,4-Wheelers,29,8418
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Northeast,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,17.0,1.0,1,10.0,0,0,0,0,0,0,Arunachal Pradesh,2-Wheelers,0,950
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,20.0,Early,0.0,Northeast,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,13.0,1.0,1,10.0,0,0,0,0,0,0,Arunachal Pradesh,4-Wheelers,0,766
2022-01-01,2022,1,1,12,101.66666666666667,-0.01,0.35,0.3001045924503381,0.29,21.0,Developing,0.017905799922148698,Central,0.42874999999999996,0.82,6.0,7.45,0.02,0.02,0.35,0.0,0.0,0.0,0.0,4-Wheelers,-1.0,18.0,5.0,0,10.0,0,0,0,0,0,0,Assam,2-Wheelers,92,26097
2022-01-01,2022,1,1,12,1.0,-1.0,0.0,0.0,0.0,20.0,Early,0.0,Central,0.42874999999999996,0.0,6.0,0.0,-0.04,-0.04,0.35,0.0,0.0,0.0,0.0,4-Wheelers,0.0,21.0,7.0,1,10.0,0,0,0,0,0,0,Assam,4-Wheelers,0,5550
2022-01-01,2022,1,1,12,493.3333333333333,-0.12,0.8,0.5877866649021191,1.29,15.0,Developing,0.07960295834955236,Central,0.42874999999999996,1.87,4.0,17.02,0.06,0.06,0.8,0.18,4.44,4.44,1.6937790608678513,2-Wheelers,-0.1607,21.0,7.0,0,10.0,0,0,0,0,0,0,Bihar,2-Wheelers,409,51380
2022-01-01,2022,1,1,12,9.333333333333334,0.43,0.18,0.16551443847757338,0.03,16.0,Developing,0.03546099290780142,Central,0.42874999999999996,0.42,4.0,3.83,0.04,0.04,0.8,0.18,4.44,4.44,1.6937790608678513,2-Wheelers,0.0,5.0,2.0,0,10.0,0,0,0,0,0,0,Bihar,4-Wheelers,10,5538
2022-01-01,2022,1,1,12,42.666666666666664,-0.37,1.47,0.9042181506398859,0.06,24.0,Maturing,0.0036979369404437526,North,3.1731249999999998,0.46,7.0,4.9,-0.93,-0.93,1.47,0.46,3.2,3.2,1.4350845252893227,2-Wheelers,-0.2,25.0,7.0,0,10.0,0,0,0,0,0,0,Chandigarh,2-Wheelers,19,1291
2022-01-01,2022,1,1,12,11.666666666666666,-0.42,0.46,0.3784364357202451,0.02,17.0,Developing,0.024822695035460994,North,3.1731249999999998,0.14,4.0,1.53,-0.14,-0.14,1.47,0.46,3.2,3.2,1.4350845252893227,2-Wheelers,0.0,19.0,7.0,0,10.0,0,0,0,0,0,0,Chandigarh,4-Wheelers,7,1519
2022-01-01,2022,1,1,12,534.6666666666666,0.19,1.86,1.0508216248317612,1.88,13.0,Maturing,0.11580381471389646,South,0.99,1.88,3.0,63.92,-0.16,-0.16,1.86,0.24,7.75,7.75,2.169053700369523,2-Wheelers,-0.4629,12.0,4.0,0,10.0,0,0,0,0,0,0,Chhattisgarh,2-Wheelers,595,31989
2022-01-01,2022,1,1,12,10.0,1.2,0.24,0.2151113796169455,0.03,15.0,Developing,0.03900709219858156,South,0.99,0.24,4.0,8.25,0.1,0.1,1.86,0.24,7.75,7.75,2.169053700369523,2-Wheelers,0.0,3.0,1.0,0,10.0,0,0,0,0,0,0,Chhattisgarh,4-Wheelers,11,4667
2022-01-01,2022,1,1,12,3.6666666666666665,0.5,0.79,0.5822156198526637,0.02,25.0,Developing,0.0011677695601401323,West,2.223125,0.36,8.0,12.29,0.43,0.43,0.79,0.0,0.0,0.0,0.0,4-Wheelers,-1.0,3.0,1.0,0,10.0,0,0,0,0,0,0,Dadra and Nagar Haveli and Daman and Diu,2-Wheelers,6,758
2022-01-01,2022,1,1,12,0.3333333333333333,-1.0,0.0,0.0,0.0,20.0,Early,0.0,West,2.223125,0.0,7.0,0.0,-0.3,-0.3,0.79,0.0,0.0,0.0,0.0,4-Wheelers,0.0,21.0,6.0,1,10.0,0,0,0,0,0,0,Dadra and Nagar Haveli and Daman and Diu,4-Wheelers,0,358
2022-01-01,2022,1,1,12,1429.6666666666667,0.4,7.16,2.0992441689760155,5.56,6.0,Advanced,0.3429349941611522,North,3.1731249999999998,2.26,1.0,23.87,0.43,0.43,7.16,2.06,3.48,3.48,1.4996230464268938,2-Wheelers,0.1336,5.0,1.0,0,10.0,0,0,0,0,0,0,Delhi,2-Wheelers,1762,24615
2022-01-01,2022,1,1,12,248.0,0.02,2.06,1.1184149159642893,0.89,1.0,Maturing,1.0,North,3.1731249999999998,0.65,1.0,6.87,-0.13,-0.13,7.16,2.06,3.48,3.48,1.4996230464268938,2-Wheelers,0.0,12.0,4.0,0,10.0,0,0,0,0,0,0,Delhi,4-Wheelers,282,13659
2022-01-01,2022,1,1,12,175.0,0.27,6.43,2.005525858729668,0.61,18.0,Advanced,0.037757882444530946,West,2.223125,2.89,6.0,100.0,2.02,2.02,6.43,2.19,2.94,2.94,1.3711807233098425,2-Wheelers,-0.0329,8.0,3.0,0,10.0,0,0,0,0,0,0,Goa,2-Wheelers,194,3015
2022-01-01,2022,1,1,12,21.666666666666668,0.37,2.19,1.1600209167967532,0.08,12.0,Maturing,0.09219858156028368,West,2.223125,0.99,6.0,34.06,0.74,0.74,6.43,2.19,2.94,2.94,1.3711807233098425,2-Wheelers,0.0,7.0,1.0,0,10.0,0,0,0,0,0,0,Goa,4-Wheelers,26,1185
2022-01-01,2022,1,1,12,1957.0,0.04,3.77,1.5623463049002497,6.92,5.0,Advanced,0.4264305177111717,West,2.223125,1.7,4.0,58.63,1.5,1.5,3.77,0.44,8.57,8.57,2.258633205464863,2-Wheelers,1.528,16.0,7.0,0,10.0,0,0,0,0,0,0,Gujarat,2-Wheelers,2191,58107
2022-01-01,2022,1,1,12,127.0,-0.4,0.44,0.3646431135879093,0.31,6.0,Developing,0.34397163120567376,West,2.223125,0.2,5.0,6.84,-0.23,-0.23,3.77,0.44,8.57,8.57,2.258633205464863,2-Wheelers,0.0,18.0,4.0,0,10.0,0,0,0,0,0,0,Gujarat,4-Wheelers,97,21963
2022-01-01,2022,1,1,12,712.6666666666666,-0.11,2.11,1.1346227261911428,1.88,12.0,Maturing,0.11619307123394317,North,3.1731249999999998,0.66,2.0,7.03,0.46,0.46,2.11,0.15,14.07,14.07,2.712706012638404,2-Wheelers,-0.4031,20.0,4.0,0,10.0,0,0,0,0,0,0,Haryana,2-Wheelers,597,28339
2022-01-01,2022,1,1,12,16.666666666666668,1.36,0.15,0.1397619423751587,0.08,12.0,Developing,0.09219858156028368,North,3.1731249999999998,0.05,3.0,0.5,0.08,0.08,2.11,0.15,14.07,14.07,2.712706012638404,2-Wheelers,0.0,2.0,2.0,0,10.0,0,0,0,0,0,0,Haryana,4-Wheelers,26,17633
2022-01-01,2022,1,1,12,52.0,-0.7,0.63,0.48858001481867097,0.07,23.0,Developing,0.004281821720513819,North,3.1731249999999998,0.2,6.0,2.1,-0.58,-0.58,0.63,0.1,6.3,6.3,1.9878743481543455,2-Wheelers,-0.8959,26.0,8.0,0,10.0,0,0,0,0,0,0,Himachal Pradesh,2-Wheelers,22,3490
2022-01-01,2022,1,1,12,1.3333333333333333,2.0,0.1,0.09531017980432487,0.01,19.0,Developing,0.010638297872340425,North,3.1731249999999998,0.03,5.0,0.33,0.08,0.08,0.63,0.1,6.3,6.3,1.9878743481543455,2-Wheelers,0.0,1.0,1.0,0,10.0,0,0,0,0,0,0,Himachal Pradesh,4-Wheelers,3,3090
2022-01-01,2022,1,1,12,83.33333333333333,-0.31,2.13,1.1410330045520618,0.24,22.0,Maturing,0.01479174776177501,North,3.1731249999999998,0.67,5.0,7.1,-0.57,-0.57,2.13,0.0,0.0,0.0,0.0,4-Wheelers,0.0,24.0,6.0,0,10.0,0,0,0,0,0,0,Jammu and Kashmir,2-Wheelers,76,3561
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,20.0,Early,0.0,North,3.1731249999999998,0.0,6.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,4-Wheelers,0.0,13.0,5.0,1,10.0,0,0,0,0,0,0,Jammu and Kashmir,4-Wheelers,0,3963
2022-01-01,2022,1,1,12,301.0,-0.18,0.98,0.6830968447064438,0.76,17.0,Maturing,0.04671078240560529,Central,0.42874999999999996,2.29,5.0,20.85,-0.14,-0.14,0.98,0.12,8.17,8.17,2.2159372862683733,2-Wheelers,-0.4894,22.0,8.0,0,10.0,0,0,0,0,0,0,Jharkhand,2-Wheelers,240,24613
2022-01-01,2022,1,1,12,5.333333333333333,0.67,0.12,0.11332868530700317,0.02,18.0,Developing,0.01773049645390071,Central,0.42874999999999996,0.28,5.0,2.55,0.05,0.05,0.98,0.12,8.17,8.17,2.2159372862683733,2-Wheelers,0.0,4.0,1.0,0,10.0,0,0,0,0,0,0,Jharkhand,4-Wheelers,5,4345
2022-01-01,2022,1,1,12,4065.6666666666665,0.0,5.92,1.9344157696295783,13.85,2.0,Advanced,0.8536395484624367,West,2.223125,2.66,2.0,92.07,0.65,0.65,5.92,0.95,6.23,6.23,1.9782390361706734,2-Wheelers,0.1105,17.0,8.0,0,10.0,0,0,0,0,0,0,Karnataka,2-Wheelers,4386,74134
2022-01-01,2022,1,1,12,171.66666666666666,0.37,0.95,0.6678293725756554,0.66,4.0,Maturing,0.7411347517730497,West,2.223125,0.43,3.0,14.77,0.01,0.01,5.92,0.95,6.23,6.23,1.9782390361706734,2-Wheelers,0.0,7.0,1.0,0,10.0,0,0,0,0,0,0,Karnataka,4-Wheelers,209,21967
2022-01-01,2022,1,1,12,1151.3333333333333,0.26,3.06,1.4011829736136414,4.42,8.0,Advanced,0.2722849357726742,West,2.223125,1.38,5.0,47.59,0.54,0.54,3.06,1.22,2.51,2.51,1.2556160374777743,2-Wheelers,0.0866,9.0,4.0,0,10.0,0,0,0,0,0,0,Kerala,2-Wheelers,1399,45699
2022-01-01,2022,1,1,12,204.0,0.14,1.22,0.7975071958841881,0.67,3.0,Maturing,0.75177304964539,West,2.223125,0.55,2.0,18.97,0.13,0.13,3.06,1.22,2.51,2.51,1.2556160374777743,2-Wheelers,0.0,11.0,2.0,0,10.0,0,0,0,0,0,0,Kerala,4-Wheelers,212,17441
2022-01-01,2022,1,1,12,2.0,0.0,30.0,3.4339872044851463,0.02,25.0,Advanced,0.0011677695601401323,North,3.1731249999999998,9.45,8.0,100.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,17.0,3.0,0,10.0,0,0,0,0,0,0,Ladakh,2-Wheelers,6,20
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,20.0,Early,0.0,North,3.1731249999999998,0.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,13.0,5.0,1,10.0,0,0,0,0,0,0,Ladakh,4-Wheelers,0,150
2022-01-01,2022,1,1,12,901.0,-0.04,1.15,0.7654678421395714,2.72,11.0,Maturing,0.16776956014013233,Central,0.42874999999999996,2.68,3.0,24.47,0.34,0.34,1.15,0.22,5.23,5.23,1.8293763327993617,2-Wheelers,0.6142,19.0,6.0,0,10.0,0,0,0,0,0,0,Madhya Pradesh,2-Wheelers,862,75043
2022-01-01,2022,1,1,12,28.666666666666668,-0.17,0.22,0.1988508587451652,0.08,13.0,Developing,0.08865248226950355,Central,0.42874999999999996,0.51,2.0,4.68,-0.03,-0.03,1.15,0.22,5.23,5.23,1.8293763327993617,2-Wheelers,0.0,15.0,5.0,0,10.0,0,0,0,0,0,0,Madhya Pradesh,4-Wheelers,25,11325
2022-01-01,2022,1,1,12,4532.333333333333,0.08,3.75,1.55814461804655,16.22,1.0,Advanced,1.0,West,2.223125,1.69,1.0,58.32,0.2,0.2,3.75,0.74,5.07,5.07,1.803358605071407,2-Wheelers,5.76,15.0,6.0,0,10.0,0,0,0,0,0,0,Maharashtra,2-Wheelers,5138,136937
2022-01-01,2022,1,1,12,723.3333333333334,-0.81,0.74,0.5538851132264376,0.83,2.0,Developing,0.9326241134751773,West,2.223125,0.33,1.0,11.51,-4.0,-3.9795649618085434,3.75,0.74,5.07,5.07,1.803358605071407,2-Wheelers,0.0,20.0,5.0,0,10.0,0,0,0,0,0,0,Maharashtra,4-Wheelers,263,35772
2022-01-01,2022,1,1,12,4.0,0.25,0.14,0.13102826240640408,0.02,26.0,Developing,0.000973141300116777,Central,0.42874999999999996,0.33,7.0,2.98,0.03,0.03,0.14,0.0,0.0,0.0,0.0,4-Wheelers,0.0,10.0,2.0,0,10.0,0,0,0,0,0,0,Manipur,2-Wheelers,5,3660
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,20.0,Early,0.0,Central,0.42874999999999996,0.0,6.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,4-Wheelers,0.0,13.0,4.0,1,10.0,0,0,0,0,0,0,Manipur,4-Wheelers,0,687
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.42874999999999996,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,17.0,4.0,1,10.0,0,0,0,0,0,0,Meghalaya,2-Wheelers,0,1112
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,20.0,Early,0.0,Central,0.42874999999999996,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,13.0,4.0,1,1.0,0,0,0,0,0,0,Meghalaya,4-Wheelers,0,1063
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.42874999999999996,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,17.0,4.0,1,10.0,0,0,0,0,0,0,Mizoram,2-Wheelers,0,1387
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,20.0,Early,0.0,Central,0.42874999999999996,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,13.0,4.0,1,10.0,0,0,0,0,0,0,Mizoram,4-Wheelers,0,311
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,27.0,Early,0.0,Central,0.42874999999999996,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,17.0,4.0,1,10.0,0,0,0,0,0,0,Nagaland,2-Wheelers,0,410
2022-01-01,2022,1,1,12,0.0,0.0,0.0,0.0,0.0,20.0,Early,0.0,Central,0.42874999999999996,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheelers,0.0,13.0,4.0,1,10.0,0,0,0,0,0,0,Nagaland,4-Wheelers,0,722
2022-01-01,2022,1,1,12,1038.3333333333333,0.42,2.91,1.3635373739972745,4.21,9.0,Advanced,0.25943947061113276,South,0.99,2.94,2.0,100.0,-0.61,-0.61,2.91,0.46,6.33,6.33,1.9919755158985601,2-Wheelers,-0.2271,4.0,2.0,0,10.0,0,0,0,0,0,0,Odisha,2-Wheelers,1333,45749
2022-01-01,2022,1,1,12,21.666666666666668,0.35,0.46,0.3784364357202451,0.09,11.0,Developing,0.09574468085106383,South,0.99,0.46,3.0,15.81,0.03,0.03,2.91,0.46,6.33,6.33,1.9919755158985601,2-Wheelers,0.0,8.0,3.0,0,10.0,0,0,0,0,0,0,Odisha,4-Wheelers,27,5876
2022-01-01,2022,1,1,12,74.0,0.16,2.32,1.199964782928397,0.3,20.0,Maturing,0.018295056442195406,West,2.223125,1.04,7.0,36.08,-0.81,-0.81,2.32,0.0,0.0,0.0,0.0,4-Wheelers,-1.0,13.0,5.0,0,10.0,0,0,0,0,0,0,Puducherry,2-Wheelers,94,4044
